world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action,raw_form,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,volume_change_pct,direction_change_ratio,direction_persistence
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,brueckennaehe,mid,mid,mid,mid,low,high,0.012712,0.003049,-0.006204,0.005305,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,0.2997,0.2997,0.040332,0.071874,0.24975,-87.754114,0.193878,0.806122
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6401,6500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00337,0.005305,-0.000832,0.000328,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,0.0,0.0,0.049306,0.116563,0.398406,11687.265136,0.295918,0.704082
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6501,6600,zentrumsnaehe,high,high,low,mid,high,low,-0.002081,0.000328,0.015575,-0.006521,0,dio_mcm_episode_0ybr5e3,dio_1u5i,stabil,1,0,gemischte_rohwelt,0.099701,0.099701,0.055384,0.118646,0.298954,16.512656,0.377551,0.622449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.013326,0.010864,0.006592,-0.005243,1,dio_mcm_episode_0ybr5e3,dio_1u5i,stabil,1,0,gemischte_rohwelt,0.348953,0.348953,0.044704,0.079545,0.248385,369.03713,0.316327,0.683673
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6801,6900,zentrumsnaehe,high,high,low,mid,mid,mid,-0.009382,-0.005243,0.005842,-3.2e-05,1,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0,gemischte_rohwelt,-0.447761,0.447761,0.043868,0.098337,0.349476,7.960344,0.336735,0.663265
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,brueckennaehe,mid,mid,high,mid,low,high,0.000567,-3.2e-05,0.001621,-0.006839,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0,gemischte_rohwelt,-0.1997,0.1997,0.038356,0.058462,0.24975,-98.230325,0.27551,0.72449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,brueckennaehe,mid,mid,high,mid,low,high,0.006907,0.006581,0.001517,-0.001414,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,-0.149551,0.149551,0.037755,0.05881,0.349301,-95.075624,0.27551,0.72449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.008331,0.00628,0.000348,0.00362,1,dio_mcm_episode_0ybr5e3,dio_00ja,stabil,1,0,gemischte_rohwelt,-0.049826,0.049826,0.038772,0.093229,0.199501,111.072179,0.255102,0.744898
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.004181,0.00362,0.015155,-0.015665,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,gemischte_rohwelt,-0.149626,0.149626,0.035836,0.066454,0.249377,171.631206,0.27551,0.72449
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,mid,0.015237,0.015053,0.00197,-0.004385,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.050025,0.050025,0.0288,0.050517,0.2001,114.565217,0.285714,0.714286
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7901,8000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.02606,0.019385,0.003476,-0.001764,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.15,0.15,0.026764,0.059489,0.2001,598.500069,0.173469,0.826531
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,zentrumsnaehe,high,high,low,high,low,mid,-0.003507,-0.001764,0.003854,-0.005992,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0,ruhige_enge_rohwelt,0.199601,0.199601,0.028205,0.048859,0.199402,-66.909414,0.214286,0.785714
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8201,8300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.012162,0.00242,0.008708,-0.000108,0,dio_mcm_episode_077r0df,dio_1fll,stabil,1,0,gemischte_rohwelt,0.199402,0.199402,0.037174,0.080573,0.248633,424.777184,0.173469,0.826531
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,entlastungsnaehe,high,high,mid,high,low,mid,-0.008788,-0.000108,-0.000996,-0.00114,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0,gemischte_rohwelt,-0.14918,0.14918,0.039723,0.060739,0.199302,100.0,0.295918,0.704082
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8401,8500,brueckennaehe,high,high,mid,high,low,mid,0.003419,-0.00114,-0.005444,0.007167,1,dio_mcm_episode_1xx3u1e,dio_0l7p,stabil,1,0,ruhige_enge_rohwelt,0.099602,0.099602,0.033221,0.069254,0.199601,-95.826125,0.173469,0.826531
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8501,8600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.006435,0.007167,0.005179,-0.002213,0,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0,gemischte_rohwelt,0.199005,0.199005,0.030148,0.087532,0.447539,-21.232433,0.163265,0.836735
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8601,8700,entlastungsnaehe,high,high,mid,high,low,mid,-0.001518,-0.002213,-0.000903,-0.004964,1,dio_mcm_episode_077r0df,dio_1fll,stabil,1,0,ruhige_enge_rohwelt,0.049628,0.049628,0.028582,0.048149,0.149105,759.616044,0.265306,0.734694
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8901,9000,brueckennaehe,mid,mid,high,mid,low,high,0.004404,0.003738,-0.009105,0.004454,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0,gemischte_rohwelt,0.446207,0.446207,0.040438,0.0583,0.346021,3622.592593,0.265306,0.734694
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.009187,0.004454,-0.002572,0.007378,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0,gemischte_rohwelt,0.148148,0.148148,0.038419,0.094826,0.445324,-61.897926,0.214286,0.785714
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9101,9200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00405,0.007378,0.014554,-0.007146,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0,gemischte_rohwelt,0.147856,0.147856,0.038215,0.079101,0.394477,-78.718248,0.244898,0.755102
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,entlastungsnaehe,high,mid,high,mid,low,high,-0.011446,-0.007146,-0.004035,-0.003803,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0,ruhige_enge_rohwelt,0.19685,0.19685,0.023819,0.043224,0.24558,15.365239,0.183673,0.816327
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,high,0.0,0.0,-0.008249,0.013848,1,dio_mcm_episode_1ahj81f,dio_0m9z,stabil,1,0,gemischte_rohwelt,-0.243191,0.243191,0.067985,0.140117,0.376186,-85.759055,0.377551,0.622449
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,201,300,brueckennaehe,low,low,mid,high,low,high,0.000105,0.004953,0.001849,-0.000885,1,dio_mcm_episode_1ahj81f,dio_104t,stabil,1,0,gerichtete_weltbewegung,1.625624,1.625624,0.063015,0.126978,0.333122,1469.012721,0.377551,0.622449
