source,token,family,role,zone,worlds,observations,neighbor_count,avg_rekopplung,avg_strain,center_share,open_share,rand_share,drift_reading
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1hzagnq,dio_0a06,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",10,20,0.56186,0.334769,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1soycic,dio_1oxi,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",10,20,0.55381,0.368765,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_014g8dl,dio_0aqm,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",10,19,0.586337,0.293553,0.1,0.2,0.7,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1kp9bko,dio_0hu1,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_30M,SOL2025_15M,SOL2025_30M",10,19,0.600349,0.282298,0.1,0.3,0.6,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1tatuku,dio_110z,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_30M",10,19,0.59252,0.303922,0.1,0.2,0.7,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_07s9uiw,dio_076w,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",10,18,0.598076,0.306359,0.0,0.4,0.6,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_031n5bh,dio_0rbl,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",9,18,0.604364,0.257902,0.222222,0.222222,0.555556,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_128c4k3,dio_0goy,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_30M",9,18,0.595738,0.232323,0.111111,0.888889,0.0,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_12xyyon,dio_0fkn,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",9,18,0.559408,0.338269,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1pyfvw3,dio_0or4,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",9,18,0.546187,0.347054,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1vecn4h,dio_01fa,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2025_15M,SOL2025_30M",9,18,0.602437,0.252295,0.111111,0.666667,0.222222,spaete_offene_varianz
973_MCM_VERDICHTUNGSZONEN_NEUNTE_WELTGRUPPE.csv,dio_mcm_episode_183drjy,dio_1xk5,zentrum_stabil,rekopplungszone,STABLE10K_REPRO,6107,17,0.658442,0.171057,0.849844,0.112658,0.037498,spaete_rekopplung
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_183drjy,dio_1yp1,zentrum_stabil,rekopplungszone,STRESS10K_REPRO,5933,17,0.658572,0.169046,0.865161,0.107197,0.027642,spaete_rekopplung
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1c86c4t,dio_1vkk,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",9,16,0.618748,0.215926,0.333333,0.444444,0.222222,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_12sn01q,dio_0nsf,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",8,16,0.595045,0.281234,0.125,0.25,0.625,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1emjrb8,dio_10s6,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",8,16,0.548075,0.362462,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1i9a2cp,dio_0fiq,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",8,16,0.548684,0.390105,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1n72lbg,dio_0bit,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",8,16,0.583682,0.271202,0.0,0.5,0.5,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1syxy7b,dio_0lkp,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M",8,16,0.561417,0.329687,0.0,0.0,1.0,spaeter_spannungsrand
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_1t5bcxp,dio_1duy,zentrum_stabil,rekopplungszone,STRESS10K_REPRO,2960,15,0.648979,0.182718,0.813514,0.146284,0.040203,spaete_rekopplung
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_0z798i5,dio_13ud,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2025_15M,SOL2025_30M",9,15,0.586565,0.28586,0.0,0.222222,0.777778,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_12lf9mj,dio_1hu0,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",9,15,0.543769,0.376105,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_05jpj2j,dio_1p08,offene_variante,hoeherer_cluster_uebergang,"SOL2024_30M,SOL2025_15M,SOL2025_30M",8,15,0.598693,0.260328,0.125,0.5,0.375,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_0u28mxz,dio_18ly,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",8,15,0.554458,0.345575,0.0,0.0,1.0,spaeter_spannungsrand
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_1a3ydyn,dio_0nu8,offene_variante,driftzone,STRESS10K_REPRO,8,15,0.61673,0.269596,0.0,0.625,0.375,spaete_offene_varianz
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_0x7d4av,dio_0xfj,offene_variante,driftzone,STRESS10K_REPRO,21,14,0.628918,0.234964,0.333333,0.571429,0.095238,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1h35udc,dio_1mqy,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",8,14,0.560347,0.351894,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_0wa7,dio_0wa7,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M",7,14,0.641995,0.12786,0.714286,0.285714,0.0,spaeter_uebergangsraum
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_02rnjmi,dio_0xbm,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",7,14,0.59399,0.261291,0.142857,0.571429,0.285714,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_0829g7v,dio_149h,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",7,14,0.609713,0.238987,0.428571,0.285714,0.285714,spaeter_uebergangsraum
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_11rw4e1,dio_1gyv,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",7,14,0.565629,0.358309,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1bnp5n8,dio_1qli,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",7,14,0.601319,0.250916,0.285714,0.285714,0.428571,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1whm7re,dio_1rab,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",7,14,0.561256,0.36367,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1y7n2hw,dio_0uu4,offene_variante,hoeherer_cluster_uebergang,"SOL2024_30M,SOL2025_15M,SOL2025_30M",7,14,0.588446,0.285667,0.0,0.571429,0.428571,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1yhjiow,dio_0b0i,spannungsrand_kippnaehe,hoeherer_cluster_uebergang,"SOL2024_30M,SOL2025_15M,SOL2025_30M",7,14,0.605202,0.268688,0.142857,0.285714,0.571429,spaeter_spannungsrand
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_14wxqua,dio_0z62,zentrum_stabil,rekopplungszone,STRESS10K_REPRO,22,13,0.651091,0.180989,0.818182,0.136364,0.045455,spaete_rekopplung
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_0pclaui,dio_1qcc,spannungsrand_kippnaehe,driftzone,STRESS10K_REPRO,15,13,0.624284,0.264956,0.266667,0.333333,0.4,spaeter_spannungsrand
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_1fc319h,dio_0akn,spannungsrand_kippnaehe,randnahe_verdichtung,STRESS10K_REPRO,9,13,0.567212,0.4147,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_0efo,dio_0efo,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_30M,SOL2025_30M",7,13,0.60521,0.396447,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_0zgzdp7,dio_1iyd,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",7,13,0.596877,0.235782,0.0,0.857143,0.142857,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1hxgbjy,dio_01u2,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",7,13,0.551962,0.35862,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1wrltgd,dio_19gc,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_30M,SOL2025_15M,SOL2025_30M",7,13,0.554284,0.334209,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_1xnzd6i,dio_0168,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",7,13,0.61827,0.219451,0.428571,0.428571,0.142857,spaete_offene_varianz
973_MCM_VERDICHTUNGSZONEN_NEUNTE_WELTGRUPPE.csv,dio_mcm_episode_14wxqua,dio_1std,zentrum_stabil,rekopplungszone,STABLE10K_REPRO,20,12,0.653029,0.173152,0.95,0.05,0.0,spaete_rekopplung
977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,dio_mcm_episode_0ifxej6,dio_0n5a,zentrum_stabil,stabile_bedeutungsinsel,STRESS10K_REPRO,8,12,0.63147,0.217529,0.5,0.5,0.0,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_07k4muz,dio_0b4p,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_30M",7,12,0.565437,0.293594,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_119pvxp,dio_10ic,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2025_15M,SOL2025_30M",7,12,0.552514,0.344583,0.0,0.0,1.0,spaeter_spannungsrand
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_0f2w,dio_0f2w,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2025_15M",6,12,0.645973,0.130982,0.666667,0.333333,0.0,spaeter_uebergangsraum
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_0uy5,dio_0uy5,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_30M,SOL2025_15M,SOL2025_30M",6,12,0.638436,0.206732,0.666667,0.0,0.333333,spaeter_uebergangsraum
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_164l,dio_164l,zentrum_stabil,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",6,12,0.656944,0.152924,1.0,0.0,0.0,spaeter_uebergangsraum
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_1fdu,dio_1fdu,offene_variante,hoeherer_cluster_uebergang,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",6,12,0.633076,0.134032,0.333333,0.666667,0.0,spaete_offene_varianz
962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,dio_mcm_episode_03ycycb,dio_08lm,spannungsrand_kippnaehe,randnahe_verdichtung,"SOL2024_15M,SOL2024_30M,SOL2025_15M,SOL2025_30M",6,12,0.560704,0.345113,0.0,0.0,1.0,spaeter_spannungsrand
