preview_symbol,before_role,after_role,count_delta,world_delta,depth_delta,top_world_after,top_world_before,top_world_changed
dio_mcm_episode_0vcr3lw,breite_grundrolle,breite_grundrolle,60,1,-0.001169,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_08g1nk4,breite_grundrolle,breite_grundrolle,53,1,0.000254,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1rj8742,breite_grundrolle,breite_grundrolle,48,1,4.7e-05,REAL_FOLLOW_BTC_6000,REAL_FOLLOW_BTC_6000,0
dio_mcm_episode_1aejc9m,breite_grundrolle,breite_grundrolle,43,1,0.000575,FOLLOW_EQ10K_PEPE_B_2024_5M,SOL_10K_A,1
dio_mcm_episode_0hvxln3,breite_grundrolle,breite_grundrolle,40,1,-0.004754,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_15z3zml,breite_grundrolle,breite_grundrolle,33,1,-0.006581,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0b8eoy2,breite_grundrolle,breite_grundrolle,32,1,-0.004564,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0nu3wih,breite_grundrolle,breite_grundrolle,29,1,-0.000763,QUIET_NEAR_PAXG2025_1H,QUIET_NEAR_PAXG2025_1H,0
dio_mcm_episode_18uls48,nebenrolle,nebenrolle,23,1,0.005878,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_14pd6eb,breite_grundrolle,breite_grundrolle,20,1,-0.00119,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_14ve3gf,new,nebenrolle,16,5,0.713674,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_0hlxzy4,nebenrolle,nebenrolle,16,1,-0.006464,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0j9ungj,new,nebenrolle,15,4,0.812061,FOLLOW_EQ10K_PAXG_2024_5M,,0
dio_mcm_episode_05upp98,breite_grundrolle,breite_grundrolle,14,1,-0.001621,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1e5qs1j,new,nebenrolle,13,6,0.633525,FOLLOW_EQ10K_PEPE_B_2024_5M,,0
dio_mcm_episode_0bygq81,breite_grundrolle,breite_grundrolle,13,1,-0.00032,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_171moy1,breite_grundrolle,breite_grundrolle,13,1,0.003734,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0ezbiel,new,nebenrolle,12,5,0.431988,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_08q1993,nebenrolle,nebenrolle,12,1,0.006532,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_0xz7orl,new,nebenrolle,11,6,0.529304,FOLLOW_EQ10K_PEPE_B_2024_5M,,0
dio_mcm_episode_1nl293i,new,nebenrolle,11,6,0.550673,FOLLOW_EQ10K_PEPE_B_2024_5M,,0
dio_mcm_episode_01esod4,new,nebenrolle,11,5,0.831241,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_1t36jh9,new,nebenrolle,11,5,0.442142,FOLLOW_EQ10K_DOGE_2024_5M,,0
dio_mcm_episode_1qv5i56,breite_grundrolle,breite_grundrolle,11,1,-0.002065,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1uqoe58,new,nebenrolle,10,6,0.523347,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_0boh4j2,new,nebenrolle,10,5,0.844352,FOLLOW_EQ10K_PEPE_B_2024_5M,,0
dio_mcm_episode_0pvq9jm,new,nebenrolle,10,5,0.838483,REAL_FOLLOW_PAXG_6000,,0
dio_mcm_episode_0whyn34,nebenrolle,breite_grundrolle,10,1,0.004444,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_16bqw8k,breite_grundrolle,breite_grundrolle,10,1,-0.000237,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_17bman0,new,nebenrolle,9,7,0.606097,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_0r7nk4p,new,nebenrolle,9,6,0.426745,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_0xm8pyp,new,nebenrolle,9,6,0.628725,FOLLOW_EQ10K_PAXG_2024_5M,,0
dio_mcm_episode_0s4m7kt,new,nebenrolle,9,5,0.481061,BTC_FIELD_QUIET_05,,0
dio_mcm_episode_1qbxuu8,nebenrolle,nebenrolle,9,1,-0.0018,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0xiz1fq,new,nebenrolle,8,6,0.462652,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_0ipq3q2,new,nebenrolle,8,5,0.715626,FOLLOW_EQ10K_DOGE_2024_5M,,0
dio_mcm_episode_14x6jkt,new,nebenrolle,8,5,0.723521,FOLLOW_EQ10K_DOGE_2024_5M,,0
dio_mcm_episode_01h2hhh,nebenrolle,nebenrolle,8,1,0.003611,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0izppf1,breite_grundrolle,breite_grundrolle,8,1,-0.003474,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0vmqpav,nebenrolle,nebenrolle,8,1,-0.000834,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_16rq8r1,nebenrolle,nebenrolle,8,1,0.00159,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xlv7yw,nebenrolle,nebenrolle,8,1,0.000614,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_15xrfo4,new,nebenrolle,7,5,0.609585,FOLLOW_EQ10K_DOGE_2024_5M,,0
dio_mcm_episode_0bib552,nebenrolle,nebenrolle,7,1,0.000743,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_16hqn22,breite_grundrolle,breite_grundrolle,7,1,0.000626,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_16rn392,nebenrolle,nebenrolle,7,1,0.002776,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_01tuifc,new,nebenrolle,6,6,0.448907,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_0s2q227,nebenrolle,nebenrolle,6,1,0.002706,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0vidg3n,nebenrolle,nebenrolle,6,1,0.000279,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0wyzu1s,nebenrolle,nebenrolle,6,1,-8.8e-05,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_11d7ugg,nebenrolle,nebenrolle,6,1,-0.00045,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_15mfjru,nebenrolle,nebenrolle,6,1,0.002835,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1ekutmp,nebenrolle,nebenrolle,6,1,0.013432,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1r085q1,nebenrolle,nebenrolle,6,1,-0.011244,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_0db8j50,nebenrolle,nebenrolle,5,1,0.000174,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_0uie72q,nebenrolle,nebenrolle,5,1,-0.001144,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_0usdsrp,nebenrolle,nebenrolle,5,1,-0.000239,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0v3gsdo,nebenrolle,nebenrolle,5,1,0.001628,FOLLOW_EQ10K_PEPE_B_2024_5M,REAL_TIME_2023_SOL_ALTSEQ_A,1
dio_mcm_episode_0wdly36,nebenrolle,nebenrolle,5,1,0.01173,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0x60uui,breite_grundrolle,breite_grundrolle,5,1,1.4e-05,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_0xg0gjh,breite_grundrolle,breite_grundrolle,5,1,0.000749,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_11w0mrr,nebenrolle,nebenrolle,5,1,0.012996,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_14infzw,nebenrolle,nebenrolle,5,1,-0.013174,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1fdlu6e,breite_grundrolle,breite_grundrolle,5,1,8.2e-05,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M,0
dio_mcm_episode_08621v5,nebenrolle,nebenrolle,4,1,0.020682,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_09u5z0x,nebenrolle,nebenrolle,4,1,-0.000876,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0ws9wvs,nebenrolle,nebenrolle,4,1,0.002466,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ze0tw9,nebenrolle,nebenrolle,4,1,-0.003197,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_12a9dhw,nebenrolle,nebenrolle,4,1,-2.8e-05,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12fuh1y,nebenrolle,nebenrolle,4,1,-0.002529,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_13e4mrt,nebenrolle,nebenrolle,4,1,-0.000344,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_15wf5gt,nebenrolle,nebenrolle,4,1,0.008279,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_16yidit,nebenrolle,nebenrolle,4,1,-1.3e-05,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1xo78p1,nebenrolle,nebenrolle,4,1,-0.001332,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_01116gq,nebenrolle,nebenrolle,3,1,0.00091,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0f9q533,nebenrolle,nebenrolle,3,1,0.026745,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0jk5x97,nebenrolle,nebenrolle,3,1,0.022167,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0kdf1b0,nebenrolle,nebenrolle,3,1,-8e-05,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0nleev0,nebenrolle,nebenrolle,3,1,0.037562,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0o47ti3,nebenrolle,nebenrolle,3,1,0.004378,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0xsyn4p,nebenrolle,nebenrolle,3,1,-0.000378,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0yfvuxx,nebenrolle,nebenrolle,3,1,-0.022616,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,1
dio_mcm_episode_0z1w5lo,nebenrolle,nebenrolle,3,1,-0.001854,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0zm713b,nebenrolle,nebenrolle,3,1,-0.002259,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1121lk2,nebenrolle,nebenrolle,3,1,0.00389,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_16nc9gj,nebenrolle,nebenrolle,3,1,-4.1e-05,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_18bzc1l,nebenrolle,nebenrolle,3,1,0.0107,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1avuyqc,nebenrolle,nebenrolle,3,1,0.004906,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1foqdcq,nebenrolle,nebenrolle,3,1,-0.003297,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1o136gs,nebenrolle,nebenrolle,3,1,-0.005692,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1rf1k15,nebenrolle,nebenrolle,3,1,0.001375,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1xdh0bk,nebenrolle,nebenrolle,3,1,0.00199,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xngm0j,nebenrolle,nebenrolle,3,1,0.00338,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1y7uo9c,nebenrolle,nebenrolle,3,1,0.000168,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1yi3qg8,nebenrolle,nebenrolle,3,1,0.004891,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_01jolqf,nebenrolle,nebenrolle,2,1,0.000877,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_023u44b,nebenrolle,nebenrolle,2,1,-0.003132,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_08w107d,nebenrolle,nebenrolle,2,1,-0.003305,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_0goqj8y,nebenrolle,nebenrolle,2,1,0.011002,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0izv1rk,nebenrolle,nebenrolle,2,1,0.018915,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0qm3991,nebenrolle,nebenrolle,2,1,-0.000779,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0vacb4t,nebenrolle,nebenrolle,2,1,-0.000442,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_0wo0tz1,breite_grundrolle,breite_grundrolle,2,1,4.5e-05,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_0xg6rjf,nebenrolle,nebenrolle,2,1,2e-06,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0ycrjip,nebenrolle,nebenrolle,2,1,-0.000194,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1200bb0,nebenrolle,nebenrolle,2,1,-0.000581,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_16da5fv,nebenrolle,nebenrolle,2,1,-2.7e-05,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_17i3weh,nebenrolle,nebenrolle,2,1,0.009386,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_1be1yef,nebenrolle,nebenrolle,2,1,-0.004141,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1f9nms9,nebenrolle,nebenrolle,2,1,-0.000814,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1hfm623,nebenrolle,nebenrolle,2,1,-0.003147,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1i3ov0z,milieurolle,milieurolle,2,1,-0.000105,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_1xol2nw,nebenrolle,nebenrolle,2,1,-0.001149,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1yhu9yb,nebenrolle,nebenrolle,2,1,-0.0047,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1ymlx26,nebenrolle,nebenrolle,2,1,0.000309,FOLLOW_PAXG_2024_5M_2000,FOLLOW_PAXG_2024_5M_2000,0
dio_mcm_episode_01x8qw1,nebenrolle,nebenrolle,1,1,-0.008901,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_04d3kci,nebenrolle,nebenrolle,1,1,-0.008709,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_05tvz8i,nebenrolle,nebenrolle,1,1,0.009061,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_06eyd53,nebenrolle,nebenrolle,1,1,-0.0017,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_084fgkp,nebenrolle,nebenrolle,1,1,-0.000315,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_094f7up,nebenrolle,nebenrolle,1,1,-0.000611,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_09k6dby,nebenrolle,nebenrolle,1,1,0.005448,FOLLOW_EQ10K_PEPE_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,0
dio_mcm_episode_0bb4ews,nebenrolle,nebenrolle,1,1,-0.001599,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0bmlxwo,nebenrolle,nebenrolle,1,1,0.000184,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0f8b5wa,nebenrolle,nebenrolle,1,1,-0.000105,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0imu3z8,nebenrolle,nebenrolle,1,1,0.000164,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0j53akt,nebenrolle,nebenrolle,1,1,0.004871,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0m2pnpt,nebenrolle,nebenrolle,1,1,0.004916,REAL_FOLLOW_XRP_6000,REAL_FOLLOW_XRP_6000,0
dio_mcm_episode_0mfdlry,nebenrolle,nebenrolle,1,1,-0.000244,BTC_SHIFT_2025_15M_16000_17000,BTC_SHIFT_2025_15M_16000_17000,0
dio_mcm_episode_0n6m7si,breite_grundrolle,breite_grundrolle,1,1,0.000258,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ur4u33,nebenrolle,nebenrolle,1,1,-0.000489,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0v0cpfu,nebenrolle,nebenrolle,1,1,-0.000209,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0vnrnvb,nebenrolle,nebenrolle,1,1,3.2e-05,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_0wgvtdq,nebenrolle,nebenrolle,1,1,0.00292,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0ww122h,nebenrolle,nebenrolle,1,1,6e-06,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0wyfujk,nebenrolle,nebenrolle,1,1,0.001728,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0x29ikr,nebenrolle,nebenrolle,1,1,0.003778,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_11388rh,nebenrolle,nebenrolle,1,1,0.000616,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_11m112s,nebenrolle,nebenrolle,1,1,0.011949,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_127vzyf,nebenrolle,nebenrolle,1,1,-0.000365,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_12k5tow,nebenrolle,nebenrolle,1,1,0.003685,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_13yo8ly,nebenrolle,nebenrolle,1,1,0.002959,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_1fypz1p,nebenrolle,nebenrolle,1,1,0.009213,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1g87ln1,nebenrolle,nebenrolle,1,1,-0.004085,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_1kwexso,nebenrolle,nebenrolle,1,1,-0.00068,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_1qqk46w,nebenrolle,nebenrolle,1,1,-0.000537,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_1tlnw1j,nebenrolle,nebenrolle,1,1,0.001674,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1tyoa8j,nebenrolle,nebenrolle,1,1,-0.007521,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1vfiwqb,nebenrolle,nebenrolle,1,1,-0.002329,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1xzpklz,nebenrolle,nebenrolle,1,1,0.007352,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1ys3c57,nebenrolle,nebenrolle,1,1,-0.000488,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_00svqqo,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_019p01g,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_01u58q5,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
