token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0mvjoir,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0l3i7ey,-0.004155,0.010935,0.019149,0.038732,0.018193,-0.091689
dio_mcm_episode_0mvt50o,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,offene_variante,dio_mcm_episode_0ldht3x,dio_mcm_episode_0mlk2ts,-0.012822,0.01444,-0.004966,0.058695,0.063816,0.048773
dio_mcm_episode_0pfredm,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vj3fzh,dio_mcm_episode_0ppr02l,-0.012804,0.0132,0.049864,0.08159,0.166317,0.024526
dio_mcm_episode_0q7j4gf,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,2,1,1,2,1,zentrum_stabil,offene_variante,dio_mcm_episode_0ldenly,dio_mcm_episode_0n5sqpn,-0.003164,0.002207,-0.005807,0.00279,-0.044446,0.198964
dio_mcm_episode_0qhs6nb,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,zentrum_stabil,dio_mcm_episode_0lne9ax,dio_mcm_episode_0lne9ax,0.039366,-0.027493,0.083132,0.160365,0.27973,-0.231866
dio_mcm_episode_0ybhu2p,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,2,3,1,2,2,0,zentrum_stabil,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0y1i8dq,-0.017747,0.037737,-0.022068,0.051335,0.07348,-0.04155
dio_mcm_episode_102i30n,randnahe_verdichtung,driftzone,randnaehe_rekoppelt,3,2,-1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1jc5z5p,dio_mcm_episode_1ovglru,0.024302,-0.032832,0.053867,-0.051888,-0.148518,-0.117378
dio_mcm_episode_1al8fjz,hoeherer_cluster_uebergang,offene_bedeutungszone,oeffnung_oder_drift,4,3,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_1y2gc2i,0.015074,-0.022418,0.026521,-0.056056,-0.150862,0.025479
dio_mcm_episode_1ovglru,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0t1ymth,dio_mcm_episode_1kvosdw,0.042729,-0.048833,0.03406,0.003739,-0.023605,0.00935
dio_mcm_episode_1yzsm16,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_00i7zy5,dio_mcm_episode_0cokzhj,0.022116,-0.031168,0.047144,-0.054324,-0.132551,-0.006463
dio_mcm_episode_0t1ymth,offene_bedeutungszone,driftzone,oeffnung_oder_drift,3,3,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,-0.037857,0.049898,-0.091674,0.051263,0.041979,0.222464
dio_mcm_episode_1xp8o2t,offene_bedeutungszone,driftzone,oeffnung_oder_drift,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1eriotr,dio_mcm_episode_1ehj34s,-0.044719,0.059553,-0.070071,0.067396,0.069294,0.220817
dio_mcm_episode_1xp8xyu,driftzone,offene_bedeutungszone,oeffnung_oder_drift,3,3,0,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,0.060652,-0.08322,0.08715,-0.178389,-0.438125,-0.078337
dio_mcm_episode_1y26981,driftzone,offene_bedeutungszone,oeffnung_oder_drift,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_17i4j9o,0.021048,-0.021074,0.061565,-0.002447,-0.016863,-0.18034
dio_mcm_episode_1y2gc2i,driftzone,stabile_bedeutungsinsel,reifung_oder_verdichtung,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y26981,dio_mcm_episode_1ffzhaj,-0.004473,0.010899,-0.008813,0.023012,0.000892,-0.037002
dio_mcm_episode_1joiyc3,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4629,424,-4205,3,2,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1jx2k4i,dio_mcm_episode_0db07p4,-0.017901,0.009234,-0.004005,0.013966,-0.011291,0.022185
dio_mcm_episode_0ko7wqc,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1789,4,-1785,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.024598,-0.00505,0.012923,-0.018419,-0.04951,-0.061526
dio_mcm_episode_1jx2k4i,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,338,67,-271,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1ahj81f,-0.009045,0.007863,0.000418,0.006698,-0.019165,-0.009047
dio_mcm_episode_1ahj81f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,565,358,-207,4,2,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ko7wqc,dio_mcm_episode_1jx2k4i,-0.002346,0.005061,-0.001426,0.015366,-0.004219,0.010864
dio_mcm_episode_0db07p4,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,37,98,61,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,-0.00294,0.008214,-0.002794,0.030231,0.01614,0.010038
dio_mcm_episode_0mji3u6,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,163,123,-40,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.016113,0.009666,-0.004398,0.01778,-0.003558,0.019457
dio_mcm_episode_0jbl5pq,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,13,28,15,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0qzjuvj,dio_mcm_episode_0qzjuvj,0.005831,0.002354,0.002883,-0.021573,-0.090769,-0.063888
dio_mcm_episode_0hjnwsk,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,16,8,-8,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18n06fj,dio_mcm_episode_0qzjuvj,0.014203,-0.028394,0.043606,-0.02138,-0.072046,-0.048839
dio_mcm_episode_0r1o8ja,driftzone,driftzone,stabil,2,5,3,2,3,1,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0n5sqpn,-0.01225,0.02393,0.040075,0.093876,0.177101,-0.088054
dio_mcm_episode_0k1pid9,rekopplungszone,rekopplungszone,stabil,3,5,2,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1yy9dcm,dio_mcm_episode_0r99tas,-0.057498,0.03503,-0.048957,0.083648,0.143264,0.131755
dio_mcm_episode_0l3i7ey,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,6,8,2,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0lne9ax,dio_mcm_episode_0aztxel,0.00878,-0.005248,0.017576,-0.004877,-0.035108,-0.093332
dio_mcm_episode_0ultars,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4,6,2,2,2,0,offene_variante,offene_variante,dio_mcm_episode_0aztxel,dio_mcm_episode_0ne8zu9,-0.02059,0.009819,0.013076,0.020555,0.007757,-0.015841
dio_mcm_episode_1ytjvg8,rekopplungszone,rekopplungszone,stabil,2,3,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vff3w6,dio_mcm_episode_0gc6ffz,-0.003163,0.004204,-0.012711,0.013107,0.01112,0.058948
dio_mcm_episode_1yy9dcm,rekopplungszone,rekopplungszone,stabil,4,5,1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1aavr7r,dio_mcm_episode_1yefj2f,-0.025616,0.018366,-0.032723,0.046742,0.074652,0.111382
dio_mcm_episode_00yl137,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,offene_variante,dio_mcm_episode_0tv1tha,dio_mcm_episode_0ultars,0.112946,-0.116092,0.12188,-0.191155,-0.529163,-0.050798
dio_mcm_episode_0ssvqb2,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0khjbll,dio_mcm_episode_00i7zy5,-0.002803,0.005852,-0.001396,0.025328,0.027456,-0.030344
dio_mcm_episode_0tf9fq3,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_0i7gfxw,dio_mcm_episode_0clehbn,0.025821,0.006901,0.072585,0.079339,0.185369,-0.264673
dio_mcm_episode_1mesbjy,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1i31hl0,dio_mcm_episode_1m4u7k0,-0.019593,0.024475,-0.018973,0.044449,0.08274,-0.215701
dio_mcm_episode_1morx8x,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_1iq1hgz,0.023973,-0.029079,0.092583,0.034185,0.032947,-0.388808
