token,path_class,reason,movement,base_zone,follow_zone,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_role,follow_role,rekopplung_delta,strain_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0393v08,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,2,4,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.005862,0.014232,0.100435,-0.042793
dio_mcm_episode_0k1pid9,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,5,2,2,3,1,zentrum_stabil,zentrum_stabil,-0.057498,0.03503,0.143264,0.131755
dio_mcm_episode_1ytjvg8,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,3,1,1,1,0,zentrum_stabil,zentrum_stabil,-0.003163,0.004204,0.01112,0.058948
dio_mcm_episode_1yy9dcm,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,5,1,2,1,-1,zentrum_stabil,zentrum_stabil,-0.025616,0.018366,0.074652,0.111382
dio_mcm_episode_1y2gc2i,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,stabile_bedeutungsinsel,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,-0.004473,0.010899,0.000892,-0.037002
dio_mcm_episode_1joiyc3,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4629,424,-4205,3,2,-1,zentrum_stabil,zentrum_stabil,-0.017901,0.009234,-0.011291,0.022185
dio_mcm_episode_1t42af6,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,stabile_bedeutungsinsel,driftzone,437,2,-435,2,1,-1,zentrum_stabil,zentrum_stabil,-0.038325,0.037993,0.197212,0.026989
dio_mcm_episode_0mji3u6,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,163,123,-40,2,3,1,zentrum_stabil,zentrum_stabil,-0.016113,0.009666,-0.003558,0.019457
dio_mcm_episode_17i4j9o,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,stabile_bedeutungsinsel,offene_bedeutungszone,30,2,-28,2,1,-1,zentrum_stabil,zentrum_stabil,0.010306,-0.018982,-0.195746,-0.02789
dio_mcm_episode_0om13wf,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,8,2,-6,2,2,0,offene_variante,zentrum_stabil,0.032968,-0.033143,0.051802,-0.169707
dio_mcm_episode_0aztxel,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,8,11,3,2,3,1,zentrum_stabil,zentrum_stabil,-0.025542,0.030194,0.073023,0.013793
dio_mcm_episode_0dsrwv5,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,4,3,1,2,1,zentrum_stabil,zentrum_stabil,-0.011022,0.016703,0.019668,0.073933
dio_mcm_episode_0r1o8ja,offener_driftpfad,Rekopplung faellt bei steigender Last oder Sinnesunschärfe.,stabil,driftzone,driftzone,2,5,3,2,3,1,offene_variante,offene_variante,-0.01225,0.02393,0.177101,-0.088054
dio_mcm_episode_0ultars,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4,6,2,2,2,0,offene_variante,offene_variante,-0.02059,0.009819,0.007757,-0.015841
dio_mcm_episode_00i7zy5,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,2,1,zentrum_stabil,offene_variante,-0.009104,0.006461,-0.069292,0.242342
dio_mcm_episode_06ccuqv,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,0.030007,-0.037536,-0.10916,0.107301
dio_mcm_episode_0mvjoir,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,1,0,offene_variante,offene_variante,-0.004155,0.010935,0.018193,-0.091689
dio_mcm_episode_0ybhu2p,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,2,3,1,2,2,0,zentrum_stabil,offene_variante,-0.017747,0.037737,0.07348,-0.04155
dio_mcm_episode_1al8fjz,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,offene_bedeutungszone,4,3,-1,2,1,-1,zentrum_stabil,zentrum_stabil,0.015074,-0.022418,-0.150862,0.025479
dio_mcm_episode_0t1ymth,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,3,0,1,1,0,zentrum_stabil,offene_variante,-0.037857,0.049898,0.041979,0.222464
dio_mcm_episode_1xp8o2t,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.044719,0.059553,0.069294,0.220817
dio_mcm_episode_1xp8xyu,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,3,3,0,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,0.060652,-0.08322,-0.438125,-0.078337
dio_mcm_episode_1y26981,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,0.021048,-0.021074,-0.016863,-0.18034
dio_mcm_episode_102i30n,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_rekoppelt,randnahe_verdichtung,driftzone,3,2,-1,1,1,0,offene_variante,offene_variante,0.024302,-0.032832,-0.148518,-0.117378
dio_mcm_episode_0e7qvj1,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,7519,5462,-2057,3,4,1,zentrum_stabil,zentrum_stabil,-0.008256,0.004681,-0.001583,-0.005439
dio_mcm_episode_1hs3jsa,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,612,19,-593,2,1,-1,zentrum_stabil,zentrum_stabil,-0.004172,0.001247,0.006457,0.000327
dio_mcm_episode_0qzjuvj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,11,40,29,2,4,2,offene_variante,zentrum_stabil,0.02088,-0.023541,-0.033232,-0.075953
dio_mcm_episode_0jbl5pq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,13,28,15,2,4,2,zentrum_stabil,zentrum_stabil,0.005831,0.002354,-0.090769,-0.063888
dio_mcm_episode_0hjnwsk,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,16,8,-8,2,4,2,zentrum_stabil,zentrum_stabil,0.014203,-0.028394,-0.072046,-0.048839
dio_mcm_episode_0y1i8dq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,7,6,1,3,2,offene_variante,zentrum_stabil,-0.031412,-0.010882,-0.066205,-0.005285
dio_mcm_episode_0ifxej6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,3,2,1,3,2,zentrum_stabil,zentrum_stabil,-0.004365,0.007642,-0.026338,0.10241
dio_mcm_episode_0l3i7ey,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,6,8,2,2,4,2,zentrum_stabil,zentrum_stabil,0.00878,-0.005248,-0.035108,-0.093332
dio_mcm_episode_1i31hl0,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,offene_bedeutungszone,hoeherer_cluster_uebergang,2,4,2,1,2,1,offene_variante,offene_variante,0.009114,0.004038,-0.017889,-0.007503
dio_mcm_episode_0q7j4gf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,2,1,1,2,1,zentrum_stabil,offene_variante,-0.003164,0.002207,-0.044446,0.198964
dio_mcm_episode_0krixak,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,stabile_bedeutungsinsel,junge_spur,8,1,-7,4,1,-3,zentrum_stabil,zentrum_stabil,-0.02042,0.025534,0.061498,0.067699
dio_mcm_episode_0mvt50o,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,offene_variante,-0.012822,0.01444,0.063816,0.048773
dio_mcm_episode_0pfredm,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,1,1,0,zentrum_stabil,zentrum_stabil,-0.012804,0.0132,0.166317,0.024526
dio_mcm_episode_0qhs6nb,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,zentrum_stabil,0.039366,-0.027493,0.27973,-0.231866
dio_mcm_episode_1ovglru,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,0.042729,-0.048833,-0.023605,0.00935
dio_mcm_episode_1yzsm16,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,0.022116,-0.031168,-0.132551,-0.006463
dio_mcm_episode_00yl137,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,spannungsrand_kippnaehe,offene_variante,0.112946,-0.116092,-0.529163,-0.050798
dio_mcm_episode_0ssvqb2,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.002803,0.005852,0.027456,-0.030344
dio_mcm_episode_0tf9fq3,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,zentrum_stabil,0.025821,0.006901,0.185369,-0.264673
dio_mcm_episode_1mesbjy,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,-0.019593,0.024475,0.08274,-0.215701
dio_mcm_episode_1morx8x,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,0.023973,-0.029079,0.032947,-0.388808
