token,path_class,reason,movement,base_zone,follow_zone,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_role,follow_role,rekopplung_delta,strain_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0igfdmt,offener_driftpfad,Rolle kippt von Zentrum in offene Variante.,stabil,driftzone,driftzone,2,5,3,2,3,1,zentrum_stabil,offene_variante,-0.017172,0.018139,-0.143427,-0.003756
dio_mcm_episode_0yk71el,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,6,3,1,2,1,offene_variante,offene_variante,-0.000289,-0.006379,-0.102657,0.035141
dio_mcm_episode_1y26981,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,3,6,3,1,2,1,zentrum_stabil,zentrum_stabil,0.010131,-0.009609,-0.015399,-0.030913
dio_mcm_episode_00i7zy5,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,3,2,1,3,2,zentrum_stabil,zentrum_stabil,-0.004148,0.003037,-0.009193,0.125142
dio_mcm_episode_1morx8x,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,3,2,offene_variante,offene_variante,-0.007862,0.019692,0.127471,-0.091244
dio_mcm_episode_06ccuqv,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,1,0,zentrum_stabil,offene_variante,0.032858,-0.027858,-0.029237,0.10202
dio_mcm_episode_0i5xsu7,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,offene_variante,offene_variante,0.026761,-0.008284,-0.280271,-0.040571
dio_mcm_episode_0ixmssr,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.00031,0.001765,-0.033423,0.078381
dio_mcm_episode_0rt4pw4,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.020644,0.029531,-0.112266,-0.068494
dio_mcm_episode_195dhqf,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.009658,0.016449,0.059441,0.084035
dio_mcm_episode_1omwzzf,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,-0.010805,0.021186,0.102205,-0.101619
dio_mcm_episode_1uizm2j,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,offene_variante,offene_variante,-0.049627,0.071142,0.172118,-0.117335
dio_mcm_episode_0pfredm,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,2,2,0,1,2,1,zentrum_stabil,zentrum_stabil,-0.008259,0.021209,0.029227,-0.171921
dio_mcm_episode_06ciaj1,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,offene_bedeutungszone,randnahe_verdichtung,2,5,3,1,3,2,offene_variante,spannungsrand_kippnaehe,-0.017285,0.032768,0.089792,0.095677
dio_mcm_episode_0e7qvj1,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,7519,32468,24949,3,5,2,zentrum_stabil,zentrum_stabil,0.000574,0.002429,-0.002454,-0.006924
dio_mcm_episode_0v5p8er,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,2013,82,-1931,4,3,-1,zentrum_stabil,zentrum_stabil,0.001472,-0.002363,-0.013093,-0.022313
dio_mcm_episode_0b7nep9,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,3050,1162,-1888,3,3,0,zentrum_stabil,zentrum_stabil,-0.005881,0.00599,-0.000707,0.020103
dio_mcm_episode_14coypf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,1584,57,-1527,2,3,1,zentrum_stabil,zentrum_stabil,0.002783,-0.000726,-0.035307,0.029303
dio_mcm_episode_0ykar6i,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,1351,2,-1349,2,1,-1,zentrum_stabil,zentrum_stabil,0.017027,-0.035271,-0.092629,-0.112937
dio_mcm_episode_0mji3u6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,163,884,721,2,5,3,zentrum_stabil,zentrum_stabil,-0.002908,0.002897,-0.023657,0.008751
dio_mcm_episode_18l3thm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,598,22,-576,2,1,-1,zentrum_stabil,zentrum_stabil,0.003453,-0.004832,-0.029844,0.013324
dio_mcm_episode_1hs3jsa,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,612,46,-566,2,2,0,zentrum_stabil,zentrum_stabil,0.002502,-0.004792,-0.018438,-0.025687
dio_mcm_episode_14l8khu,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,906,359,-547,3,3,0,zentrum_stabil,zentrum_stabil,0.009804,-0.008142,-0.038728,-0.037661
dio_mcm_episode_0qzjuvj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,11,109,98,2,5,3,offene_variante,zentrum_stabil,0.026606,-0.02673,-0.046816,-0.073709
dio_mcm_episode_0jbl5pq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,13,96,83,2,5,3,zentrum_stabil,zentrum_stabil,0.015663,-0.004931,-0.074268,-0.082563
dio_mcm_episode_0l3i7ey,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,6,52,46,2,5,3,zentrum_stabil,zentrum_stabil,0.006677,0.001545,0.008481,-0.061645
dio_mcm_episode_18n06fj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,18,64,46,2,5,3,zentrum_stabil,zentrum_stabil,0.002388,-0.000111,-0.011854,-4.8e-05
dio_mcm_episode_0hjnwsk,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,16,53,37,2,5,3,zentrum_stabil,zentrum_stabil,0.011931,-0.015885,-0.028281,-0.012525
dio_mcm_episode_0om13wf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,8,19,11,2,3,1,offene_variante,offene_variante,0.023153,-0.018073,-0.016701,-0.039947
dio_mcm_episode_0tf9fq3,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,12,11,1,4,3,offene_variante,zentrum_stabil,0.003712,0.005473,0.159302,-0.088318
dio_mcm_episode_0ultars,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4,14,10,2,3,1,offene_variante,zentrum_stabil,0.000663,-0.00882,0.043703,-0.054028
dio_mcm_episode_0mvjoir,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,8,7,1,4,3,offene_variante,offene_variante,0.012263,0.012361,0.032823,-0.01199
dio_mcm_episode_1al8fjz,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,4,11,7,2,4,2,zentrum_stabil,zentrum_stabil,0.028812,-0.040624,-0.197556,0.007197
dio_mcm_episode_00yl137,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,6,5,1,3,2,spannungsrand_kippnaehe,offene_variante,0.067157,-0.068404,-0.383446,0.084788
dio_mcm_episode_0i7gfxw,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,3,8,5,1,5,4,offene_variante,zentrum_stabil,0.010115,0.004955,0.064232,-0.050763
dio_mcm_episode_0ifxej6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,6,5,1,3,2,zentrum_stabil,zentrum_stabil,-0.002451,0.002274,-0.236394,-0.100959
dio_mcm_episode_1xx3u1e,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,2964,1,-2963,2,1,-1,zentrum_stabil,zentrum_stabil,0.013382,-0.011142,-0.080316,-0.014294
dio_mcm_episode_1b3r4if,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,6,1,-5,3,1,-2,zentrum_stabil,zentrum_stabil,-0.009434,0.012805,0.057572,0.087345
dio_mcm_episode_0ag2osp,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,-0.045673,0.05226,0.201993,-0.043317
dio_mcm_episode_0ldht3x,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,-0.023026,0.043036,0.05174,0.001084
dio_mcm_episode_0vff3w6,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,4,1,-3,2,1,-1,zentrum_stabil,zentrum_stabil,-0.027298,0.017373,0.143217,0.112552
dio_mcm_episode_0mvt50o,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,offene_variante,-0.015617,0.021359,0.080157,-0.036696
dio_mcm_episode_0u69u6w,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,0.024213,-0.030896,-0.086791,-0.068711
dio_mcm_episode_0ybhu2p,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,offene_variante,-0.051803,0.061386,0.109669,0.035029
dio_mcm_episode_1xp8o2t,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,2,1,-1,1,1,0,zentrum_stabil,zentrum_stabil,0.027074,-0.032849,-0.140873,-0.021484
dio_mcm_episode_0dsrwv5,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.021538,0.029781,0.023766,0.156106
dio_mcm_episode_0oc1i7g,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,offene_variante,-0.038593,0.045804,-0.047025,0.329598
dio_mcm_episode_0qhiq5e,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,-0.01588,-0.015471,-0.505784,-0.30746
dio_mcm_episode_0vj3fzh,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.03163,0.052182,0.182696,0.046417
dio_mcm_episode_0vzztud,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,zentrum_stabil,0.058474,-0.047405,-0.011394,-0.194713
dio_mcm_episode_1bnkysm,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,0.017655,-0.006233,-0.268725,0.052969
dio_mcm_episode_1k7xap1,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,-0.010359,0.020646,0.183051,-0.02227
dio_mcm_episode_09rbps0,gemischter_pfad,"Zone bleibt formal stabil, aber im offenen Bedeutungsraum.",stabil,driftzone,driftzone,11,2,-9,1,2,1,offene_variante,offene_variante,0.014222,0.010832,0.021664,-0.074621
