token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_1yefj2f,rekopplungszone,rekopplungszone,stabil,5,4,-1,3,2,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jbl5pq,dio_mcm_episode_1aurt3q,0.009784,-0.012977,0.016216,-0.019071,-0.041734,0.034628
dio_mcm_episode_1ytjvg8,rekopplungszone,rekopplungszone,stabil,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0gc6ffz,dio_mcm_episode_0gc6ffz,-0.020858,0.023432,-0.02298,0.067898,0.116659,0.086544
dio_mcm_episode_023wqvt,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0dsrwv5,dio_mcm_episode_0aj06nw,0.011613,-0.015677,0.026058,-0.017304,-0.032142,-0.055422
dio_mcm_episode_06zvueu,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,spannungsrand_kippnaehe,dio_mcm_episode_0qzjuvj,dio_mcm_episode_1f1rr0n,-0.064472,0.087553,-0.144729,0.105,0.217669,0.156654
dio_mcm_episode_0ac3vc1,rekopplungszone,rekopplungszone,stabil,3,3,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_080f74u,dio_mcm_episode_0g8g2vk,0.023623,-0.017597,0.032303,-0.031449,-0.047048,-0.06659
dio_mcm_episode_0feihom,randnahe_verdichtung,randnahe_verdichtung,stabil,3,3,0,3,3,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0ifxej6,0.001105,-0.003479,0.00285,-0.013565,-0.013638,-0.065074
dio_mcm_episode_0kluhxc,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_180stw7,dio_mcm_episode_0f3xyli,0.000538,-0.000806,-8e-05,-0.007019,-0.012587,-0.031817
dio_mcm_episode_0kvx94a,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0q7j4gf,-0.000768,0.000525,-0.001738,0.000773,-0.000704,-0.001961
dio_mcm_episode_0lg3agd,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_00i7zy5,dio_mcm_episode_023wqvt,-0.003324,0.005461,-0.005474,0.012474,0.021851,0.007703
dio_mcm_episode_0t1ymth,driftzone,driftzone,stabil,3,3,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,0.033641,-0.04243,0.089762,-0.025132,-0.015483,-0.276313
dio_mcm_episode_18vdw1g,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_19g1diz,dio_mcm_episode_0ifxej6,0.001745,-0.004886,0.003018,0.001232,-7e-05,0.026797
dio_mcm_episode_1i5tnxs,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0ifxej6,dio_mcm_episode_0f3xyli,0.00278,-0.006971,-0.000204,-0.028169,-0.043997,0.076674
dio_mcm_episode_1k0rrn2,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_102i30n,dio_mcm_episode_1al8fjz,-0.034422,0.046475,-0.086186,0.033173,0.04366,0.136693
dio_mcm_episode_1morx8x,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1iq1hgz,dio_mcm_episode_01vyv6a,-0.026491,0.043176,-0.071164,0.042714,0.091982,0.045396
dio_mcm_episode_1tym9uu,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_1i31hl0,dio_mcm_episode_00er6t0,0.068298,-0.079833,0.070342,-0.088023,-0.162427,-0.047959
dio_mcm_episode_1x5cw2v,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1jx2k4i,dio_mcm_episode_068ops8,0.02232,-0.023914,-0.032077,-0.02374,-0.074497,0.101195
