token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_18l3thm,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,598,22,-576,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,0.003453,-0.004832,0.008849,0.003646,-0.029844,0.013324
dio_mcm_episode_1hs3jsa,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,612,46,-566,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1q3us3f,dio_mcm_episode_1rxdw4p,0.002502,-0.004792,0.016017,0.007073,-0.018438,-0.025687
dio_mcm_episode_14l8khu,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,906,359,-547,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,0.009804,-0.008142,0.01924,-0.002508,-0.038728,-0.037661
dio_mcm_episode_0dgle71,stabile_bedeutungsinsel,offene_bedeutungszone,oeffnung_oder_drift,115,5,-110,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1pmt8u2,dio_mcm_episode_1jx2k4i,-0.009196,-0.015825,0.02959,-0.020709,-0.062932,-0.060224
dio_mcm_episode_0qzjuvj,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,11,109,98,2,5,3,offene_variante,zentrum_stabil,dio_mcm_episode_0z748ck,dio_mcm_episode_0z748ck,0.026606,-0.02673,0.052042,-0.006282,-0.046816,-0.073709
dio_mcm_episode_0z748ck,stabile_bedeutungsinsel,rekopplungszone,reifung_oder_verdichtung,9,102,93,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.010714,0.007216,-0.005783,0.007115,-0.025078,0.021379
dio_mcm_episode_0lne9ax,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,3,59,56,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0jbl5pq,-0.017225,0.036083,-0.03021,0.061683,0.107702,0.041511
dio_mcm_episode_18n06fj,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,reifung_oder_verdichtung,18,64,46,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,0.002388,-0.000111,0.009664,0.01175,-0.011854,-4.8e-05
dio_mcm_episode_0aztxel,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,reifung_oder_verdichtung,8,50,42,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0hjnwsk,dio_mcm_episode_0hjnwsk,-0.014718,0.019138,-0.022925,0.017691,-0.002685,0.062105
dio_mcm_episode_0hjnwsk,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,16,53,37,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18n06fj,dio_mcm_episode_18n06fj,0.011931,-0.015885,0.032017,0.004211,-0.028281,-0.012525
dio_mcm_episode_0w4x7xs,stabile_bedeutungsinsel,rekopplungszone,reifung_oder_verdichtung,48,77,29,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_1rtuf65,-0.002662,0.005669,-0.001862,0.018879,0.002948,0.019028
dio_mcm_episode_17c7qwp,stabile_bedeutungsinsel,rekopplungszone,reifung_oder_verdichtung,32,6,-26,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1eju9g0,dio_mcm_episode_00nzcuc,0.011272,-0.00953,0.014593,-0.013206,-0.061944,-0.023784
dio_mcm_episode_03hr8bf,junge_spur,stabile_bedeutungsinsel,reifung_oder_verdichtung,1,18,17,1,3,2,offene_variante,zentrum_stabil,dio_mcm_episode_09rbps0,dio_mcm_episode_0d40zcv,0.069356,-0.072134,0.110935,-0.035608,-0.119489,-0.203459
dio_mcm_episode_1aavr7r,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,16,15,1,4,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ytjvg8,dio_mcm_episode_10sv6w0,-0.029451,0.026464,-0.026845,0.078246,0.134442,0.052938
dio_mcm_episode_0tf9fq3,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,12,11,1,4,3,offene_variante,zentrum_stabil,dio_mcm_episode_0i7gfxw,dio_mcm_episode_0aztxel,0.003712,0.005473,0.037497,0.084051,0.159302,-0.088318
dio_mcm_episode_0393v08,offene_bedeutungszone,stabile_bedeutungsinsel,reifung_oder_verdichtung,2,11,9,1,4,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0dsrwv5,dio_mcm_episode_1al8fjz,-0.014475,0.026462,-0.008314,0.088615,0.160079,-0.04498
dio_mcm_episode_0q7j4gf,junge_spur,driftzone,oeffnung_oder_drift,1,10,9,1,4,3,zentrum_stabil,offene_variante,dio_mcm_episode_0ldenly,dio_mcm_episode_0x7d4av,-0.018879,0.026187,-0.039584,0.065775,-0.129111,0.020407
dio_mcm_episode_0y1i8dq,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,10,9,1,3,2,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0om13wf,-0.052286,0.019234,-0.009638,0.029499,-0.005022,0.087045
dio_mcm_episode_0mvjoir,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,8,7,1,4,3,offene_variante,offene_variante,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0mlk2ts,0.012263,0.012361,0.008503,0.047578,0.032823,-0.01199
dio_mcm_episode_1al8fjz,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,reifung_oder_verdichtung,4,11,7,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_1y2gc2i,0.028812,-0.040624,0.049633,-0.078027,-0.197556,0.007197
dio_mcm_episode_0krixak,stabile_bedeutungsinsel,offene_bedeutungszone,oeffnung_oder_drift,8,2,-6,4,2,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0w4721p,dio_mcm_episode_0kwm262,-0.021659,0.022678,-0.007499,0.023745,0.039225,0.03009
dio_mcm_episode_0ldenly,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,7,6,1,2,1,zentrum_stabil,offene_variante,dio_mcm_episode_0jrpwoa,dio_mcm_episode_0jbl5pq,-0.037855,0.037658,-0.060862,0.071123,0.106975,0.163968
dio_mcm_episode_1y2gc2i,driftzone,stabile_bedeutungsinsel,reifung_oder_verdichtung,4,10,6,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y26981,dio_mcm_episode_1y26981,-0.007192,0.013867,-0.030096,0.028788,0.005816,0.021944
dio_mcm_episode_00yl137,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,6,5,1,3,2,spannungsrand_kippnaehe,offene_variante,dio_mcm_episode_0tv1tha,dio_mcm_episode_0ultars,0.067157,-0.068404,0.075899,-0.098868,-0.383446,0.084788
dio_mcm_episode_0i7gfxw,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,3,8,5,1,5,4,offene_variante,zentrum_stabil,dio_mcm_episode_0hjnwsk,dio_mcm_episode_0aztxel,0.010115,0.004955,0.011714,0.041015,0.064232,-0.050763
dio_mcm_episode_0ifxej6,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,6,5,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0x7d4av,-0.002451,0.002274,0.003576,0.043854,-0.236394,-0.100959
dio_mcm_episode_1b3r4if,rekopplungszone,junge_spur,verjuengung_oberflaeche,6,1,-5,3,1,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jatqr8,dio_mcm_episode_0bbty2w,-0.009434,0.012805,-0.015739,0.034985,0.057572,0.087345
dio_mcm_episode_1i31hl0,offene_bedeutungszone,driftzone,oeffnung_oder_drift,2,7,5,1,3,2,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0om13wf,-0.017739,0.023504,-0.015883,0.013201,-0.030348,0.073584
dio_mcm_episode_1mesbjy,junge_spur,driftzone,oeffnung_oder_drift,1,6,5,1,3,2,offene_variante,offene_variante,dio_mcm_episode_1i31hl0,dio_mcm_episode_0om13wf,-0.048818,0.049166,-0.061209,0.031842,0.024342,-0.009902
dio_mcm_episode_0jlkrep,junge_spur,driftzone,oeffnung_oder_drift,1,5,4,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0qpk96k,-0.017176,0.045014,-0.053401,0.059359,0.036269,0.009213
dio_mcm_episode_06ciaj1,offene_bedeutungszone,randnahe_verdichtung,randnaehe_entsteht,2,5,3,1,3,2,offene_variante,spannungsrand_kippnaehe,dio_mcm_episode_1ig1vs0,dio_mcm_episode_1n1dhu9,-0.017285,0.032768,-0.01212,0.092259,0.089792,0.095677
dio_mcm_episode_0ag2osp,driftzone,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0a6333q,dio_mcm_episode_1yxioww,-0.045673,0.05226,-0.065541,0.122025,0.201993,-0.043317
dio_mcm_episode_0cvptbz,offene_bedeutungszone,rekopplungszone,reifung_oder_verdichtung,3,6,3,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1f4jh6c,dio_mcm_episode_1f4jh6c,0.007288,0.005502,0.006798,0.065626,0.120957,-0.056996
dio_mcm_episode_0ldht3x,hoeherer_cluster_uebergang,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0l3i7ey,-0.023026,0.043036,-0.07314,0.046858,0.05174,0.001084
dio_mcm_episode_0vff3w6,rekopplungszone,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,-0.027298,0.017373,-0.035271,0.075568,0.143217,0.112552
dio_mcm_episode_0yk71el,offene_bedeutungszone,driftzone,oeffnung_oder_drift,3,6,3,1,2,1,offene_variante,offene_variante,dio_mcm_episode_0o36jeo,dio_mcm_episode_0o36jeo,-0.000289,-0.006379,0.036116,-0.017597,-0.102657,0.035141
dio_mcm_episode_1f4jh6c,driftzone,rekopplungszone,reifung_oder_verdichtung,3,6,3,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,0.016309,0.008762,0.010691,0.031626,0.038606,-0.08736
dio_mcm_episode_1y26981,driftzone,offene_bedeutungszone,oeffnung_oder_drift,3,6,3,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_17i4j9o,0.010131,-0.009609,0.017534,0.006155,-0.015399,-0.030913
dio_mcm_episode_00i7zy5,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,3,2,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0393v08,dio_mcm_episode_0393v08,-0.004148,0.003037,-0.006051,0.013716,-0.009193,0.125142
dio_mcm_episode_0i8oyce,driftzone,rekopplungszone,reifung_oder_verdichtung,3,5,2,1,2,1,offene_variante,zentrum_stabil,dio_mcm_episode_0cvptbz,dio_mcm_episode_0cvptbz,0.004473,0.004947,0.022339,0.052749,0.071763,0.009343
dio_mcm_episode_0mb95f2,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ml8r41,dio_mcm_episode_17wwyn1,0.052817,-0.038753,0.056941,-0.133222,-0.326136,-0.080886
dio_mcm_episode_1morx8x,junge_spur,driftzone,oeffnung_oder_drift,1,3,2,1,3,2,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0f4143h,-0.007862,0.019692,0.019178,0.084376,0.127471,-0.091244
dio_mcm_episode_1ugblu1,stabile_bedeutungsinsel,rekopplungszone,reifung_oder_verdichtung,17,19,2,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ds636q,dio_mcm_episode_0nyb3ro,0.003471,-0.004646,0.0118,0.018891,-0.007637,-0.029382
dio_mcm_episode_06ccuqv,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_1al8fjz,dio_mcm_episode_08fjvls,0.032858,-0.027858,-6.4e-05,-0.001689,-0.029237,0.10202
dio_mcm_episode_0i5xsu7,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,2,1,offene_variante,offene_variante,dio_mcm_episode_0pfredm,dio_mcm_episode_0t50dj7,0.026761,-0.008284,0.037699,0.084234,-0.280271,-0.040571
dio_mcm_episode_0ixmssr,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0i5xsu7,dio_mcm_episode_0mlk2ts,-0.00031,0.001765,0.004577,0.013007,-0.033423,0.078381
dio_mcm_episode_0mvt50o,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,offene_variante,dio_mcm_episode_0ldht3x,dio_mcm_episode_0n5sqpn,-0.015617,0.021359,-0.023115,0.063949,0.080157,-0.036696
dio_mcm_episode_0rt4pw4,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_14pl76i,dio_mcm_episode_0r1o8ja,-0.020644,0.029531,-0.004629,0.094821,-0.112266,-0.068494
dio_mcm_episode_0u69u6w,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_06ccuqv,dio_mcm_episode_06ccuqv,0.024213,-0.030896,0.059909,-0.03534,-0.086791,-0.068711
dio_mcm_episode_0ybhu2p,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0l3i7ey,-0.051803,0.061386,-0.031892,0.071962,0.109669,0.035029
dio_mcm_episode_195dhqf,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_14zksvh,dio_mcm_episode_0mlk2ts,-0.009658,0.016449,-0.006448,0.04342,0.059441,0.084035
dio_mcm_episode_1fx4022,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1b3r4if,dio_mcm_episode_1bnkysm,0.019873,-0.017751,0.034993,-0.068323,-0.154314,-0.157836
dio_mcm_episode_1omwzzf,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_068ops8,-0.010805,0.021186,-0.010867,0.04301,0.102205,-0.101619
dio_mcm_episode_1uizm2j,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,2,1,offene_variante,offene_variante,dio_mcm_episode_1scpxqy,dio_mcm_episode_0n5sqpn,-0.049627,0.071142,-0.030613,0.093046,0.172118,-0.117335
dio_mcm_episode_1xp8o2t,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,2,1,-1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1eriotr,dio_mcm_episode_0jbl5pq,0.027074,-0.032849,0.019127,-0.060771,-0.140873,-0.021484
dio_mcm_episode_0pfredm,driftzone,offene_bedeutungszone,oeffnung_oder_drift,2,2,0,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vj3fzh,dio_mcm_episode_0ldenly,-0.008259,0.021209,0.024377,0.13194,0.029227,-0.171921
dio_mcm_episode_0b7nep9,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,3050,1162,-1888,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,-0.005881,0.00599,-0.007575,0.019077,-0.000707,0.020103
dio_mcm_episode_0mji3u6,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,163,884,721,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.002908,0.002897,0.000617,0.007415,-0.023657,0.008751
dio_mcm_episode_1t42af6,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,437,16,-421,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.01707,0.014291,0.00083,0.061162,0.076453,0.010198
dio_mcm_episode_1ahj81f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,565,262,-303,4,5,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ko7wqc,dio_mcm_episode_1jx2k4i,-0.006327,0.005147,-0.003085,0.017456,-0.002451,0.014482
dio_mcm_episode_1jx2k4i,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,338,181,-157,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1ahj81f,-0.009538,0.007462,-0.00195,0.014617,-0.006021,0.01521
dio_mcm_episode_0jbl5pq,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,13,96,83,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0qzjuvj,dio_mcm_episode_0qzjuvj,0.015663,-0.004931,0.008828,-0.01365,-0.074268,-0.082563
dio_mcm_episode_0l3i7ey,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,6,52,46,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0lne9ax,dio_mcm_episode_0aztxel,0.006677,0.001545,0.007542,0.01926,0.008481,-0.061645
dio_mcm_episode_0db07p4,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,37,18,-19,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1i1sl4l,-0.004224,0.007152,-0.00587,0.015333,-0.011642,0.018116
dio_mcm_episode_17i4j9o,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,30,17,-13,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.002229,0.00831,-0.008477,0.024615,0.008898,-0.011457
dio_mcm_episode_0om13wf,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,8,19,11,2,3,1,offene_variante,offene_variante,dio_mcm_episode_0ultars,dio_mcm_episode_0ne8zu9,0.023153,-0.018073,0.022404,0.018442,-0.016701,-0.039947
dio_mcm_episode_0ultars,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4,14,10,2,3,1,offene_variante,zentrum_stabil,dio_mcm_episode_0aztxel,dio_mcm_episode_0aztxel,0.000663,-0.00882,0.040753,0.034594,0.043703,-0.054028
dio_mcm_episode_09rbps0,driftzone,driftzone,stabil,11,2,-9,1,2,1,offene_variante,offene_variante,dio_mcm_episode_03hr8bf,dio_mcm_episode_0d40zcv,0.014222,0.010832,-0.022862,0.023264,0.021664,-0.074621
dio_mcm_episode_0d40zcv,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,9,16,7,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,-0.006668,0.008063,0.011185,0.019856,0.003666,-0.058885
dio_mcm_episode_1yy9dcm,rekopplungszone,rekopplungszone,stabil,4,11,7,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1aavr7r,dio_mcm_episode_1aavr7r,-0.026894,0.020755,-0.024704,0.071365,0.124653,0.041236
dio_mcm_episode_0k1pid9,rekopplungszone,rekopplungszone,stabil,3,8,5,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1yy9dcm,dio_mcm_episode_1yy9dcm,-0.043386,0.020317,-0.039419,0.07386,0.131251,0.070478
dio_mcm_episode_0o36jeo,offene_bedeutungszone,offene_bedeutungszone,stabil,2,7,5,1,2,1,offene_variante,offene_variante,dio_mcm_episode_1o70gnv,dio_mcm_episode_03hr8bf,-0.025082,0.010569,0.002019,0.026915,-0.005296,0.019529
dio_mcm_episode_0qhs6nb,driftzone,driftzone,stabil,2,7,5,2,3,1,offene_variante,offene_variante,dio_mcm_episode_0lne9ax,dio_mcm_episode_0pxjirg,0.02099,-0.019357,0.073426,0.061685,0.098344,-0.173261
dio_mcm_episode_0r1o8ja,driftzone,driftzone,stabil,2,7,5,2,2,0,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0l3i7ey,-0.011917,0.018544,0.018262,0.066234,0.105192,-0.019134
dio_mcm_episode_1ytjvg8,rekopplungszone,rekopplungszone,stabil,2,6,4,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vff3w6,dio_mcm_episode_080f74u,-0.007123,0.010715,-0.020297,0.018553,0.013651,0.07602
dio_mcm_episode_0igfdmt,driftzone,driftzone,stabil,2,5,3,2,3,1,zentrum_stabil,offene_variante,dio_mcm_episode_195dhqf,dio_mcm_episode_0f3xyli,-0.017172,0.018139,-0.017663,0.055967,-0.143427,-0.003756
dio_mcm_episode_0tv1tha,driftzone,driftzone,stabil,3,4,1,1,2,1,offene_variante,zentrum_stabil,dio_mcm_episode_0yk71el,dio_mcm_episode_0yk71el,0.024866,-0.02217,0.039947,0.026497,0.02237,-0.168187
dio_mcm_episode_1yzsm16,offene_bedeutungszone,offene_bedeutungszone,stabil,2,3,1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_00i7zy5,dio_mcm_episode_00i7zy5,0.005455,-0.005079,0.016492,0.003718,-0.025095,0.005828
dio_mcm_episode_068ops8,offene_bedeutungszone,offene_bedeutungszone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_1i1sl4l,0.006295,-0.007823,0.010235,-0.017774,-0.071425,0.003527
dio_mcm_episode_0dsrwv5,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_102i30n,dio_mcm_episode_1al8fjz,-0.021538,0.029781,-0.048724,0.039507,0.023766,0.156106
dio_mcm_episode_0oc1i7g,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_0tf9fq3,dio_mcm_episode_0ybhu2p,-0.038593,0.045804,-0.103564,0.008475,-0.047025,0.329598
dio_mcm_episode_0qhiq5e,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0q7j4gf,dio_mcm_episode_0xhcpzu,-0.01588,-0.015471,0.001009,0.020721,-0.505784,-0.30746
dio_mcm_episode_0vj3fzh,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vzztud,dio_mcm_episode_0lne9ax,-0.03163,0.052182,-0.050292,0.106086,0.182696,0.046417
dio_mcm_episode_0vzztud,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_1xp8o2t,dio_mcm_episode_1xp8o2t,0.058474,-0.047405,0.060209,0.018005,-0.011394,-0.194713
dio_mcm_episode_17wwyn1,rekopplungszone,rekopplungszone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17c7qwp,dio_mcm_episode_17c7qwp,-0.027233,0.032175,-0.03893,0.098235,0.168713,0.129578
dio_mcm_episode_1bnkysm,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1b3r4if,dio_mcm_episode_00uhwy4,0.017655,-0.006233,-0.011389,-0.109729,-0.268725,0.052969
