token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_02ujuqf,hoeherer_cluster_uebergang,junge_spur,verjuengung_oberflaeche,6,1,-5,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1xx3u1e,dio_mcm_episode_0mmnuym,0.009226,-0.017489,0.027236,-0.012883,-0.026913,-0.128435
dio_mcm_episode_0393v08,offene_bedeutungszone,stabile_bedeutungsinsel,reifung_oder_verdichtung,2,7,5,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0dsrwv5,dio_mcm_episode_0dsrwv5,-0.000207,0.004068,0.00816,0.024199,0.065718,-0.058977
dio_mcm_episode_0dsrwv5,junge_spur,stabile_bedeutungsinsel,reifung_oder_verdichtung,1,6,5,1,4,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_102i30n,dio_mcm_episode_1al8fjz,-0.008343,0.011374,-0.020279,0.007031,0.006539,0.048782
dio_mcm_episode_0krixak,stabile_bedeutungsinsel,driftzone,oeffnung_oder_drift,8,3,-5,4,3,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0w4721p,dio_mcm_episode_0w4721p,-0.018488,0.016794,-0.008886,0.004851,-0.005568,0.056809
dio_mcm_episode_028a6an,junge_spur,stabile_bedeutungsinsel,reifung_oder_verdichtung,1,5,4,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_077r0df,dio_mcm_episode_17c7qwp,-0.002965,0.002598,0.031043,0.009747,0.023905,-0.117593
dio_mcm_episode_068ops8,offene_bedeutungszone,stabile_bedeutungsinsel,reifung_oder_verdichtung,3,7,4,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_1x5cw2v,0.007983,0.001099,0.021251,-0.008449,-0.020024,-0.064391
dio_mcm_episode_0jlkrep,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,5,4,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0jbl5pq,0.026312,-0.016071,0.010481,-0.09352,-0.219026,-0.069733
dio_mcm_episode_0mvjoir,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,5,4,1,3,2,offene_variante,zentrum_stabil,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0vj3fzh,0.003687,-0.00416,0.014749,-0.023565,-0.048486,-0.06082
dio_mcm_episode_18n06fj,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,reifung_oder_verdichtung,18,14,-4,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,-0.000958,0.002083,0.001117,0.008264,0.02507,0.034505
dio_mcm_episode_1ovglru,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,2,6,4,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0t1ymth,dio_mcm_episode_0t1ymth,-0.008818,0.011229,-0.034153,0.017321,0.038044,0.085752
dio_mcm_episode_0ag2osp,driftzone,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0a6333q,dio_mcm_episode_0i8oyce,-0.03684,0.031486,-0.08035,0.006101,0.007575,0.156002
dio_mcm_episode_0lne9ax,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,3,6,3,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0jbl5pq,-0.024698,0.026987,-0.025619,0.008369,0.021042,0.020323
dio_mcm_episode_0qhiq5e,junge_spur,driftzone,oeffnung_oder_drift,1,4,3,1,4,3,offene_variante,offene_variante,dio_mcm_episode_0q7j4gf,dio_mcm_episode_15yxfhz,-0.017905,-0.020822,-0.022606,-0.024317,-0.024299,0.128643
dio_mcm_episode_0ultars,hoeherer_cluster_uebergang,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,offene_variante,zentrum_stabil,dio_mcm_episode_0aztxel,dio_mcm_episode_00dz86x,0.02563,-0.031036,0.079659,0.038651,0.118733,-0.137946
dio_mcm_episode_1f4jh6c,driftzone,rekopplungszone,reifung_oder_verdichtung,3,6,3,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,0.03858,-0.02387,0.048509,-0.034515,-0.06101,-0.168919
dio_mcm_episode_1pmt8u2,rekopplungszone,junge_spur,verjuengung_oberflaeche,4,1,-3,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1iqf51c,dio_mcm_episode_1j0eqqb,0.002568,0.008035,-0.003717,0.022927,0.066151,-0.049408
dio_mcm_episode_00i7zy5,junge_spur,driftzone,oeffnung_oder_drift,1,3,2,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0393v08,dio_mcm_episode_0393v08,0.010544,-0.017304,0.014814,-0.041088,-0.087329,0.045362
dio_mcm_episode_0t1ymth,offene_bedeutungszone,stabile_bedeutungsinsel,reifung_oder_verdichtung,3,5,2,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,-0.006078,0.00912,-0.005003,0.032748,0.074031,0.032554
dio_mcm_episode_0zp5e37,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1f966yo,dio_mcm_episode_0jwgafx,-0.009056,0.007076,-0.01595,-0.006273,0.001351,-0.020073
dio_mcm_episode_1fx4022,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1b3r4if,dio_mcm_episode_1b3r4if,0.016105,-0.01787,0.033095,-0.060551,-0.113216,-0.138542
dio_mcm_episode_1v9dvrl,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,3,1,-2,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_1qqnvqf,dio_mcm_episode_1n2f96o,-0.043684,0.060611,-0.085203,0.096215,0.24318,0.122551
dio_mcm_episode_1xp8xyu,driftzone,junge_spur,verjuengung_oberflaeche,3,1,-2,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1x5cw2v,0.013717,-0.015488,0.050801,-0.054806,-0.152373,-0.178709
dio_mcm_episode_05lquqm,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,3,4,1,3,1,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_08ubq99,dio_mcm_episode_0ej0lhx,0.019264,-0.045821,0.049367,-0.086905,-0.18977,0.019969
dio_mcm_episode_0cvptbz,offene_bedeutungszone,driftzone,oeffnung_oder_drift,3,2,-1,1,1,0,zentrum_stabil,spannungsrand_kippnaehe,dio_mcm_episode_1f4jh6c,dio_mcm_episode_1f4jh6c,-0.06497,0.083606,-0.077852,0.191435,0.458152,-0.069665
dio_mcm_episode_0hjnwsk,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,reifung_oder_verdichtung,16,15,-1,2,4,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18n06fj,dio_mcm_episode_18n06fj,-0.005398,-0.000706,0.001159,0.005474,0.013189,0.019825
dio_mcm_episode_0ml8r41,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_17wwyn1,dio_mcm_episode_0clq7n0,0.062797,-0.042926,0.04304,-0.114711,-0.261889,0.002004
dio_mcm_episode_0mvt50o,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,offene_variante,dio_mcm_episode_0ldht3x,dio_mcm_episode_1hoadc8,-0.012474,0.001532,0.000568,0.012399,0.037539,0.053287
dio_mcm_episode_0r1o8ja,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_1i31hl0,-0.028504,0.031723,-0.042255,0.008192,-0.003418,0.038431
dio_mcm_episode_0rsf867,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_1f966yo,-0.013594,0.003764,-0.014017,0.035512,0.072303,0.068042
dio_mcm_episode_0vj3fzh,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vzztud,dio_mcm_episode_0ldenly,-0.017824,0.026987,-0.07882,0.033575,0.093376,0.13941
dio_mcm_episode_0ybhu2p,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0pfredm,-0.0651,0.070455,-0.107477,-0.01393,-0.037768,0.127367
dio_mcm_episode_1al8fjz,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,reifung_oder_verdichtung,4,5,1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_1y2gc2i,0.03066,-0.04471,0.051684,-0.099617,-0.223776,0.047735
dio_mcm_episode_1f966yo,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jwgafx,dio_mcm_episode_0zp5e37,-0.013077,0.012742,-0.01863,0.024056,0.066469,-0.023653
dio_mcm_episode_1i31hl0,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,2,1,-1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0om13wf,-0.029858,0.02989,-0.042682,-0.035682,-0.08532,0.152314
dio_mcm_episode_1n2f96o,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,2,1,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_1xm3b1l,dio_mcm_episode_1v9dvrl,-0.011214,0.004962,-0.01839,0.017453,0.034015,0.067748
dio_mcm_episode_1omwzzf,junge_spur,hoeherer_cluster_uebergang,reifung_oder_verdichtung,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_068ops8,-0.026292,0.043458,-0.036894,0.109108,0.268484,-0.071712
dio_mcm_episode_1vprn0y,driftzone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,offene_variante,offene_variante,dio_mcm_episode_1uizm2j,dio_mcm_episode_0qhiq5e,0.003319,-0.001662,0.014399,0.009336,0.002127,-0.30683
dio_mcm_episode_1y2gc2i,driftzone,stabile_bedeutungsinsel,reifung_oder_verdichtung,4,5,1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y26981,dio_mcm_episode_1y26981,-0.003285,0.001364,-0.024207,-0.034448,-0.089317,0.058849
dio_mcm_episode_1yzsm16,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_00i7zy5,dio_mcm_episode_00i7zy5,-0.00215,0.003046,-0.003453,0.006438,0.012644,0.002106
dio_mcm_episode_0khjbll,driftzone,offene_bedeutungszone,oeffnung_oder_drift,2,2,0,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_13lt69z,dio_mcm_episode_0dsrwv5,-0.011151,0.016668,-0.016494,0.040481,0.090519,0.008196
dio_mcm_episode_0ldht3x,hoeherer_cluster_uebergang,driftzone,oeffnung_oder_drift,4,4,0,2,1,-1,zentrum_stabil,offene_variante,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jlkrep,-0.012326,0.008222,-0.012773,-0.005506,-0.010749,0.089843
dio_mcm_episode_0pfredm,driftzone,offene_bedeutungszone,oeffnung_oder_drift,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vj3fzh,dio_mcm_episode_0jlkrep,0.031108,-0.019935,0.043704,0.049178,0.137251,0.025309
dio_mcm_episode_1y26981,driftzone,offene_bedeutungszone,oeffnung_oder_drift,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_17i4j9o,0.006686,-0.001393,0.008271,0.045719,0.121245,-0.044719
dio_mcm_episode_0e7qvj1,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,7519,14002,6483,3,6,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,0.002286,-0.001675,0.004101,-5e-06,0.001274,-0.011414
dio_mcm_episode_0b7nep9,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,3050,8503,5453,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ykar6i,dio_mcm_episode_00nzcuc,-0.003228,0.002118,-0.005903,0.004797,0.010694,0.008928
dio_mcm_episode_0ko7wqc,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1789,25,-1764,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.010661,0.003042,0.0061,-0.002148,-0.008403,-0.024107
dio_mcm_episode_0ybr5e3,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1537,18,-1519,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1eju9g0,dio_mcm_episode_0ykar6i,-0.010013,-0.000191,-0.007821,0.001039,-0.001918,0.041272
dio_mcm_episode_1joiyc3,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4629,5826,1197,3,7,4,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1jx2k4i,dio_mcm_episode_1jx2k4i,-0.007855,0.002591,-0.004755,-0.002511,-0.007665,0.016545
dio_mcm_episode_1jx2k4i,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,338,1213,875,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,0.005257,-0.000308,-0.001492,-0.005361,-0.015284,0.017661
dio_mcm_episode_1q3us3f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1093,1627,534,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,-0.008268,0.006981,-0.013803,0.013547,0.02796,0.050518
dio_mcm_episode_1t42af6,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,437,7,-430,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.018673,0.007764,0.001045,0.027558,0.059466,-0.005819
dio_mcm_episode_17rahh6,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,8,283,275,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17c7qwp,dio_mcm_episode_17c7qwp,-0.001994,0.005313,-0.006969,0.009815,0.028031,0.020499
dio_mcm_episode_1ahj81f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,565,364,-201,4,4,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ko7wqc,dio_mcm_episode_1jx2k4i,0.002257,-0.002161,0.001687,-0.011438,-0.027918,0.01704
dio_mcm_episode_1hdpu9s,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,390,224,-166,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.001559,0.007826,-0.007733,0.030513,0.062441,0.027811
dio_mcm_episode_077r0df,rekopplungszone,rekopplungszone,stabil,70,170,100,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1xx3u1e,dio_mcm_episode_0oxapeh,-0.015214,0.017585,-0.036471,0.048065,0.108652,0.092161
dio_mcm_episode_0dgle71,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,115,18,-97,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1pmt8u2,dio_mcm_episode_1jx2k4i,0.00248,-0.015765,0.024517,-0.027198,-0.064608,-0.037327
dio_mcm_episode_17i4j9o,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,30,5,-25,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_0nuo9k1,-0.017525,0.022163,-0.025865,0.027568,0.059667,0.074003
dio_mcm_episode_0z748ck,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,9,28,19,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.016319,0.007429,-0.018283,-0.014323,-0.038028,0.059171
dio_mcm_episode_0qzjuvj,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,11,27,16,2,5,3,offene_variante,zentrum_stabil,dio_mcm_episode_0z748ck,dio_mcm_episode_0z748ck,0.020497,-0.022818,0.039762,-0.022188,-0.045495,-0.035509
dio_mcm_episode_0w4721p,rekopplungszone,rekopplungszone,stabil,13,3,-10,5,1,-4,zentrum_stabil,zentrum_stabil,dio_mcm_episode_19w1n2u,dio_mcm_episode_1aq0g5r,-0.009463,-0.000259,-0.007638,-0.006604,-0.021509,0.00621
dio_mcm_episode_0jatqr8,rekopplungszone,rekopplungszone,stabil,11,4,-7,3,1,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1xm3b1l,dio_mcm_episode_03fwcbs,0.002275,-0.004237,0.012914,0.001343,0.015506,-0.037587
dio_mcm_episode_0jbl5pq,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,13,20,7,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0qzjuvj,dio_mcm_episode_0qzjuvj,0.010566,-0.010801,0.009214,-0.051355,-0.120798,-0.085073
dio_mcm_episode_0om13wf,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,8,3,-5,2,2,0,offene_variante,offene_variante,dio_mcm_episode_0ultars,dio_mcm_episode_0m0vlsy,0.00573,0.00624,-0.004445,0.020685,0.046884,-0.086113
dio_mcm_episode_1xm3b1l,rekopplungszone,rekopplungszone,stabil,7,4,-3,3,1,-2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1464n8q,dio_mcm_episode_03efwme,-0.0047,-0.001452,-0.002451,0.022395,0.046132,0.052433
dio_mcm_episode_0jwgafx,rekopplungszone,rekopplungszone,stabil,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_02ujuqf,dio_mcm_episode_0cvptbz,-0.012651,0.0098,0.001641,0.050893,0.126231,-0.059585
dio_mcm_episode_0l3i7ey,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,6,5,-1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0lne9ax,dio_mcm_episode_0lne9ax,0.011362,-0.001322,-0.002824,-0.005341,-0.015423,-0.029447
dio_mcm_episode_0mm85pw,randnahe_verdichtung,randnahe_verdichtung,stabil,2,3,1,2,2,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0ifxej6,dio_mcm_episode_05ijhg4,0.002241,-0.003322,0.007905,0.003322,0.008517,-0.032718
dio_mcm_episode_00yl137,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,dio_mcm_episode_0tv1tha,dio_mcm_episode_0ultars,0.131127,-0.171959,0.211129,-0.231163,-0.593575,-0.119985
dio_mcm_episode_03efwme,rekopplungszone,rekopplungszone,stabil,4,4,0,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_028a6an,dio_mcm_episode_028a6an,-0.006662,0.007521,-0.009426,0.028117,0.073747,0.054226
dio_mcm_episode_08ubq99,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jatqr8,dio_mcm_episode_05lquqm,-0.092245,0.029834,-0.012264,0.077919,0.181297,-0.1235
dio_mcm_episode_0a6333q,driftzone,driftzone,stabil,3,3,0,2,1,-1,offene_variante,zentrum_stabil,dio_mcm_episode_0iiok1d,dio_mcm_episode_0i8oyce,0.071999,-0.082819,0.074777,-0.145625,-0.341315,-0.150353
dio_mcm_episode_0i5xsu7,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0pfredm,dio_mcm_episode_0r1o8ja,0.017007,-0.018691,0.047799,-0.014608,-0.026044,0.102653
dio_mcm_episode_0i8oyce,driftzone,driftzone,stabil,3,3,0,1,2,1,offene_variante,offene_variante,dio_mcm_episode_0cvptbz,dio_mcm_episode_0zp5e37,-0.004906,0.011612,0.007699,0.042947,0.118222,-0.096843
dio_mcm_episode_0iiok1d,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_0i8oyce,dio_mcm_episode_0clq7n0,-0.015768,0.056952,-0.156194,0.090042,0.227016,0.248082
dio_mcm_episode_0mw7rev,randnahe_verdichtung,randnahe_verdichtung,stabil,4,4,0,2,2,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0ixmssr,dio_mcm_episode_0mvjoir,-0.001398,0.002691,-0.002087,0.006728,0.01461,-0.003009
dio_mcm_episode_0oc1i7g,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0tf9fq3,dio_mcm_episode_0ihg1mv,0.004762,0.015149,-0.044543,-0.02211,-0.040082,0.118383
dio_mcm_episode_0q7j4gf,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_0ldenly,dio_mcm_episode_17qt878,-0.001831,-0.001694,-0.010316,-0.024116,-0.034518,0.215553
dio_mcm_episode_0r1re19,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0r1o8ja,dio_mcm_episode_15yxfhz,-0.001533,-0.002119,-0.010616,-0.011131,-0.015498,0.037865
dio_mcm_episode_0sxikqi,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0igfdmt,dio_mcm_episode_0r1re19,0.001136,0.008529,0.008616,-0.002351,0.011267,0.013237
dio_mcm_episode_0tosxof,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0tph7s0,dio_mcm_episode_0tzgtgz,0.010797,-0.00671,-0.004491,-0.003685,-0.013061,0.029359
