asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary,control_kind
BTC,6000,7000,null_shuffle_btc_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start6000_shuffle_order_1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1t9l;dio_14l0,dio_1sub,3,0.0030181086519114686,0.6666666666666666,0.5,dio_14l0,0,0.0,1,2,0.6950415000000001,0.195271,0.05003,0.309232,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,6000,7000,null_shuffle_btc_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start6000_shuffle_order_1000.csv,994,rf_17,2,2,1.0,dio_1udx;dio_1cmd,,4,0.004024144869215292,0.5,1.0,dio_1udx,0,0.0,1,1,0.710756,0.181199,0.099251,0.626178,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,6000,7000,null_shuffle_btc_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start6000_shuffle_order_1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,9,0.009054325955734407,0.8888888888888888,0.22222222222222232,dio_1v2w,1,0.5,4,2,0.7054975,0.1911485,0.11819625,-0.09912725,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,24,0.02414486921529175,0.25,0.8571428571428571,dio_1ba6,2,0.25,6,7,0.7536502857142856,0.13009414285714285,0.22737430952380952,0.5881808571428572,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_06,8,5,0.625,dio_0s8r;dio_0nx9;dio_0gh3;dio_0lr0;dio_1yhs,dio_1xme;dio_0f8s;dio_1ejq,7,0.007042253521126761,0.2857142857142857,0.8163265306122449,dio_0s8r,0,0.0,2,4,0.70538175,0.188522,0.0251155,0.15521375,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,16,0.01609657947686117,0.625,0.75,dio_0g2r,2,1.0,6,2,0.7468745,0.152006,0.38810200000000006,0.35734066666666664,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_08,2,1,0.5,dio_1w94,dio_0h6t,4,0.004024144869215292,1.0,0.0,dio_1w94,1,0.5,1,2,0.744874,0.1417245,0.22732,0.691489,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_10,2,2,1.0,dio_0jsd;dio_0ioc,,4,0.004024144869215292,0.5,1.0,dio_0jsd,0,0.0,2,2,0.718164,0.19341049999999999,0.10038949999999999,0.626683,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1sub;dio_1t9l,dio_14l0,4,0.004024144869215292,0.75,0.37499999999999994,dio_1sub,1,0.3333333333333333,1,1,0.701487,0.198174,0.191033,0.663132,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_17,2,1,0.5,dio_1cmd,dio_1udx,2,0.002012072434607646,1.0,0.0,dio_1cmd,0,0.0,2,0,0.0,0.0,-0.0479665,-0.313359,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
BTC,7000,8000,null_shuffle_btc_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_btc_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_btc_start7000_shuffle_order_1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,2,0.002012072434607646,0.5,1.0,dio_1pij,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,20,0.02012072434607646,0.3,0.7999999999999999,dio_1ba6,2,0.25,3,10,0.7431228,0.1402825,0.163575,0.5414371,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_06,8,5,0.625,dio_0s8r;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,dio_1xme;dio_0f8s;dio_0nx9,8,0.008048289738430584,0.375,0.7142857142857143,dio_1yhs,1,0.125,5,1,0.732327,0.167893,0.189188,0.667449,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,18,0.018108651911468814,0.5,1.0,dio_1ewh,2,1.0,6,3,0.7395553333333332,0.16230599999999998,0.4077355000000001,0.36775683333333326,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_08,2,0,0.0,,dio_0h6t;dio_1w94,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_10,2,2,1.0,dio_0jsd;dio_0ioc,,4,0.004024144869215292,0.5,1.0,dio_0jsd,0,0.0,2,2,0.7051000000000001,0.191133,0.100162,0.6262075,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_13,3,1,0.3333333333333333,dio_1sub,dio_1t9l;dio_14l0,3,0.0030181086519114686,1.0,0.0,dio_1sub,1,0.3333333333333333,1,1,0.705536,0.193284,0.190144,0.665246,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_17,2,1,0.5,dio_1udx,dio_1cmd,2,0.002012072434607646,1.0,0.0,dio_1udx,0,0.0,1,1,0.692661,0.201444,0.100214,0.624148,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,5000,6000,null_shuffle_doge_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start5000_shuffle_order_1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,9,0.009054325955734407,0.5555555555555556,0.8888888888888888,dio_1v2w,1,0.5,1,4,0.7132945,0.1837095,0.26268199999999997,0.7002172499999999,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_05,8,4,0.5,dio_0fe7;dio_17dc;dio_1ba6;dio_0v65,dio_1xrt;dio_0ein;dio_0u24;dio_0qup,10,0.01006036217303823,0.4,0.6857142857142857,dio_0v65,1,0.125,6,1,0.737674,0.148123,0.22068666666666667,0.3908256666666667,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_06,8,3,0.375,dio_0gh3;dio_0lr0;dio_1yhs,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_1ejq,3,0.0030181086519114686,0.3333333333333333,0.761904761904762,dio_0gh3,0,0.0,0,2,0.7026995,0.1923855,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,12,0.012072434607645875,0.75,0.5,dio_1ewh,1,0.5,6,4,0.7449804999999999,0.16119375000000002,0.32380491666666666,0.33007749999999997,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_08,2,1,0.5,dio_0h6t,dio_1w94,2,0.002012072434607646,1.0,0.0,dio_0h6t,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_10,2,0,0.0,,dio_0jsd;dio_0ioc,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_13,3,1,0.3333333333333333,dio_14l0,dio_1sub;dio_1t9l,2,0.002012072434607646,1.0,0.0,dio_14l0,0,0.0,1,1,0.693757,0.190839,0.100088,0.619156,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_17,2,2,1.0,dio_1udx;dio_1cmd,,4,0.004024144869215292,0.5,1.0,dio_1udx,0,0.0,2,0,0.0,0.0,0.0,0.0,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,6000,7000,null_shuffle_doge_6000_7000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start6000_shuffle_order_1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,5,0.005030181086519115,0.8,0.3999999999999999,dio_1v2w,1,0.5,2,1,0.716095,0.174604,0.215141,0.391518,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,22,0.022132796780684104,0.4090909090909091,0.6753246753246752,dio_1xrt,3,0.375,11,6,0.7474286666666666,0.14924433333333334,0.316149196969697,0.3961065000000001,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_06,8,3,0.375,dio_0s8r;dio_0gh3;dio_1ejq,dio_1xme;dio_0f8s;dio_0nx9;dio_0lr0;dio_1yhs,6,0.006036217303822937,0.5,0.5714285714285714,dio_0gh3,1,0.125,3,1,0.728174,0.170438,0.188487,0.673327,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,22,0.022132796780684104,0.5454545454545454,0.9090909090909092,dio_1ewh,2,1.0,5,8,0.749808875,0.15228725,0.4683326750000001,0.42982384999999995,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,4,0.004024144869215292,0.5,1.0,dio_0h6t,0,0.0,1,1,0.731833,0.148282,0.099947,0.622889,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,1,0.001006036217303823,1.0,0.0,dio_0jsd,0,0.0,0,1,0.679634,0.219464,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_13,3,3,1.0,dio_1sub;dio_1t9l;dio_14l0,,4,0.004024144869215292,0.5,0.7499999999999999,dio_1t9l,0,0.0,1,2,0.676507,0.2155465,0.0,0.0,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_17,2,2,1.0,dio_1udx;dio_1cmd,,4,0.004024144869215292,0.75,0.5,dio_1udx,0,0.0,1,2,0.6964984999999999,0.1998375,0.14493450000000002,0.6441925,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
DOGE,7000,8000,null_shuffle_doge_7000_8000,data/generated/2070_role_family_followworlds/kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_doge_start7000_shuffle_order_1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,6,0.006036217303822937,0.6666666666666666,0.6666666666666667,dio_1pij,0,0.0,0,5,0.7067281999999999,0.1840252,0.1298364,0.5245070000000001,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
PAXG,5000,6000,null_shuffle_paxg_5000_6000,data/generated/2070_role_family_followworlds/kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,data/generated/2073_role_family_null_controls/kontrolliert_2073_paxg_start5000_shuffle_order_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,17,0.01710261569416499,0.29411764705882354,0.8067226890756302,dio_0v65,2,0.25,5,3,0.7390413333333333,0.145174,0.11946706666666666,0.2088129333333334,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle
