preview_symbol,count,world_count,phase_quality_state,phase_quality_depth,positive_phase_affinity,avg_phase_drift,max_phase_drift,dominant_field_function,dominant_field_variant,dominant_world_binding,worlds,field_functions,field_variants,world_bindings,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry
dio_mcm_episode_0bygq81,31,6,positive_recoupling_field_phase,0.80615,0.781456,0.034814,0.074323,milieu_island,quiet_deep_recoupling,realworld_bound,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:10;FPSIG_SOL_EXPANSION_6000:10;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_DOGE_REAL_6000:3;FPSIG_BTC_STRESS_4000:2,milieu_island:21;active_recoupling:10,quiet_deep_recoupling:12;compact_carried_recoupling:10;local_milieu_seed:9,realworld_bound:25;mixed_binding:6,0.583892,0.153505,0.72798,0.868206,0.148513,0.065363,0.660707,0.072182,0.018617
dio_mcm_episode_15z3zml,37,8,stable_crossworld_field_phase,0.796331,0.747646,0.053245,0.226762,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_DOGE_REAL_6000:13;FPSIG_SOL_EXPANSION_6000:8;FPSIG_BTC_STRESS_4000:4;FPSIG_BTC_1H_1000:3;FPSIG_DOGE_5M_1000:3,active_recoupling:36;milieu_island:1,distributed_active_recoupling:31;compact_carried_recoupling:5;local_milieu_seed:1,realworld_bound:37,0.536181,0.165265,0.6987,0.824612,0.256144,0.070476,0.559587,0.087126,-0.001612
dio_mcm_episode_1aejc9m,117,9,stable_crossworld_field_phase,0.79109,0.730691,0.052004,0.159512,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:26;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:18;FPSIG_PAXG_1H_1000:18;FPSIG_BTC_1H_1000:16;FPSIG_DOGE_5M_1000:11,active_recoupling:113;open_surface:4,distributed_active_recoupling:97;compact_carried_recoupling:16;unsettled_surface_trace:4,realworld_bound:117,0.452902,0.164929,0.667444,0.840957,0.195354,0.09315,0.613552,0.097975,0.025893
dio_mcm_episode_0ca57t8,64,3,positive_recoupling_field_phase,0.78049,0.78191,0.033227,0.127557,milieu_island,local_milieu_seed,realworld_bound,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:37;FPSIG_BTC_1H_1000:19;FPSIG_SOL_EXPANSION_6000:8,milieu_island:64,local_milieu_seed:32;quiet_deep_recoupling:32,realworld_bound:46;mixed_binding:18,0.576598,0.148188,0.728449,0.870678,0.148759,0.058877,0.650316,0.067392,-0.016132
dio_mcm_episode_094f7up,19,5,positive_recoupling_field_phase,0.779865,0.793275,0.028928,0.059825,milieu_island,quiet_deep_recoupling,field_internal_null_order,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:7;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:4;FPSIG_BTC_STRESS_4000:2;FPSIG_SOL_EXPANSION_6000:1,milieu_island:19,quiet_deep_recoupling:19,field_internal_null_order:11;realworld_bound:5;mixed_binding:3,0.591111,0.144826,0.735621,0.881727,0.131871,0.050831,0.690666,0.057853,0.024014
dio_mcm_episode_171moy1,23,9,stable_crossworld_field_phase,0.771291,0.732339,0.042688,0.099524,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_SOL_EXPANSION_6000:9;FPSIG_DOGE_REAL_6000:4;FPSIG_BTC_STRESS_4000:2;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2;FPSIG_PAXG_1H_1000:2,active_recoupling:23,distributed_active_recoupling:21;compact_carried_recoupling:2,realworld_bound:23,0.512807,0.174081,0.68385,0.805183,0.302438,0.086009,0.553835,0.101968,-0.042074
dio_mcm_episode_0vig3jz,269,2,positive_recoupling_field_phase,0.77091,0.772473,0.041551,0.223786,milieu_island,quiet_deep_recoupling,realworld_bound,FPSIG_SOL_QUIET_6000:249;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:20,milieu_island:269,quiet_deep_recoupling:268;local_milieu_seed:1,realworld_bound:269,0.579587,0.16117,0.722398,0.857906,0.158823,0.08064,0.644786,0.085381,0.017526
dio_mcm_episode_1fdlu6e,537,2,positive_recoupling_field_phase,0.769849,0.768689,0.044423,0.174485,milieu_island,quiet_deep_recoupling,realworld_bound,FPSIG_SOL_QUIET_6000:530;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:7,milieu_island:537,quiet_deep_recoupling:496;local_milieu_seed:41,realworld_bound:537,0.572848,0.162249,0.718019,0.850396,0.187847,0.071963,0.625652,0.080746,-0.008125
dio_mcm_episode_0izppf1,23,6,positive_recoupling_field_phase,0.769834,0.753315,0.05847,0.104127,active_recoupling,distributed_active_recoupling,field_internal_null_order,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:7;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_BTC_STRESS_4000:3;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2,active_recoupling:21;open_surface:2,distributed_active_recoupling:17;compact_carried_recoupling:4;unsettled_surface_trace:2,field_internal_null_order:10;realworld_bound:8;mixed_binding:5,0.546703,0.168504,0.705448,0.831666,0.237792,0.081754,0.59883,0.091138,0.008652
dio_mcm_episode_17i3weh,20,7,positive_recoupling_field_phase,0.767415,0.766712,0.044073,0.097844,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_SOL_REAL_1000:6;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_SOL_QUIET_6000:2,active_recoupling:15;milieu_island:5,distributed_active_recoupling:13;local_milieu_seed:5;compact_carried_recoupling:2,realworld_bound:20,0.536354,0.152478,0.708763,0.85959,0.175396,0.070665,0.656638,0.076864,0.000356
dio_mcm_episode_1i3ov0z,64,3,positive_recoupling_field_phase,0.759879,0.767125,0.042792,0.153208,active_recoupling,compact_carried_recoupling,realworld_bound,FPSIG_SOL_QUIET_6000:39;FPSIG_SOL_REAL_1000:23;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:2,active_recoupling:34;milieu_island:30,compact_carried_recoupling:32;local_milieu_seed:29;distributed_active_recoupling:2;quiet_deep_recoupling:1,realworld_bound:64,0.542972,0.151198,0.710544,0.860406,0.161336,0.074731,0.649175,0.080918,0.012059
dio_mcm_episode_0he6atw,16,5,positive_recoupling_field_phase,0.753402,0.780179,0.037571,0.060801,active_recoupling,compact_carried_recoupling,realworld_bound,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:6;FPSIG_SOL_EXPANSION_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_SOL_REAL_1000:2;FPSIG_DOGE_REAL_6000:1,active_recoupling:10;milieu_island:6,compact_carried_recoupling:8;local_milieu_seed:5;distributed_active_recoupling:2;quiet_deep_recoupling:1,realworld_bound:14;mixed_binding:2,0.562382,0.148095,0.719818,0.872017,0.146995,0.060857,0.684832,0.069201,0.020324
dio_mcm_episode_0rbjarj,704,2,positive_recoupling_field_phase,0.748304,0.763651,0.043723,0.22788,milieu_island,local_milieu_seed,realworld_bound,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:483;FPSIG_SOL_QUIET_6000:221,milieu_island:703;active_recoupling:1,local_milieu_seed:703;compact_carried_recoupling:1,realworld_bound:358;mixed_binding:216;field_internal_null_order:130,0.532523,0.15017,0.70639,0.860501,0.153538,0.081691,0.651255,0.085866,-0.000672
dio_mcm_episode_0tnueiv,19,6,positive_recoupling_field_phase,0.745216,0.748313,0.06432,0.157933,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_SOL_REAL_1000:5;FPSIG_PAXG_1H_1000:3;FPSIG_SOL_EXPANSION_6000:3;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2,active_recoupling:15;milieu_island:4,distributed_active_recoupling:11;compact_carried_recoupling:4;local_milieu_seed:3;quiet_deep_recoupling:1,realworld_bound:17;mixed_binding:2,0.514442,0.168137,0.693418,0.84801,0.166321,0.109055,0.654666,0.107051,0.048744
dio_mcm_episode_0whyn34,16,8,stable_crossworld_field_phase,0.740728,0.720092,0.034552,0.06768,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:3;FPSIG_BTC_1H_1000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2,active_recoupling:15;open_surface:1,distributed_active_recoupling:13;compact_carried_recoupling:2;unsettled_surface_trace:1,realworld_bound:16,0.497934,0.182007,0.671407,0.776331,0.40202,0.082761,0.542286,0.104742,0.050803
dio_mcm_episode_1rf1k15,9,5,positive_recoupling_field_phase,0.740509,0.779496,0.026681,0.049472,milieu_island,quiet_deep_recoupling,realworld_bound,FPSIG_BTC_STRESS_4000:2;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_SOL_EXPANSION_6000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1,milieu_island:9,quiet_deep_recoupling:9,realworld_bound:6;mixed_binding:3,0.593791,0.158679,0.728683,0.85755,0.18247,0.05891,0.636884,0.070434,0.004999
dio_mcm_episode_0m8cxz1,53,4,positive_recoupling_field_phase,0.739562,0.739571,0.0489,0.158697,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:23;FPSIG_BTC_STRESS_4000:13;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:9;FPSIG_PAXG_1H_1000:8,active_recoupling:47;open_surface:6,distributed_active_recoupling:32;compact_carried_recoupling:15;unsettled_surface_trace:6,realworld_bound:36;mixed_binding:17,0.46067,0.156416,0.675732,0.857242,0.145035,0.097118,0.639538,0.098647,0.00154
dio_mcm_episode_0f9q533,16,6,positive_recoupling_field_phase,0.737321,0.771444,0.041071,0.077757,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_BTC_1H_1000:3;FPSIG_DOGE_5M_1000:3;FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:3;FPSIG_SOL_EXPANSION_6000:2,active_recoupling:11;milieu_island:5,distributed_active_recoupling:11;local_milieu_seed:4;quiet_deep_recoupling:1,realworld_bound:16,0.519945,0.136086,0.705618,0.866847,0.180068,0.043061,0.656185,0.058897,-0.035292
dio_mcm_episode_16bqw8k,30,10,stable_crossworld_field_phase,0.73278,0.59162,0.018361,0.047021,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_SOL_EXPANSION_6000:8;FPSIG_BTC_STRESS_4000:5;FPSIG_DOGE_REAL_6000:4;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:3,active_recoupling:27;open_surface:3,distributed_active_recoupling:27;unsettled_surface_trace:3,realworld_bound:30,0.363411,0.283017,0.582855,0.693036,0.313261,0.381201,0.437802,0.304515,-0.134197
dio_mcm_episode_12fuh1y,11,6,positive_recoupling_field_phase,0.729257,0.766772,0.044619,0.082931,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:3;FPSIG_BTC_STRESS_4000:2;FPSIG_DOGE_REAL_6000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_SOL_QUIET_6000:1,active_recoupling:10;milieu_island:1,distributed_active_recoupling:7;compact_carried_recoupling:3;local_milieu_seed:1,realworld_bound:11,0.542542,0.154051,0.708309,0.860274,0.157535,0.084674,0.681984,0.090076,-0.063072
dio_mcm_episode_19h8lor,25,5,positive_recoupling_field_phase,0.722451,0.738148,0.051797,0.100056,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_PAXG_1H_1000:7;FPSIG_BTC_1H_1000:6;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_SOL_REAL_1000:5;FPSIG_SOL_QUIET_6000:2,active_recoupling:25,distributed_active_recoupling:14;compact_carried_recoupling:11,realworld_bound:25,0.453108,0.160703,0.675703,0.855248,0.169272,0.089658,0.63445,0.093575,0.111461
dio_mcm_episode_16rq8r1,11,8,stable_crossworld_field_phase,0.719851,0.720065,0.039671,0.080069,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_BTC_1H_1000:1;FPSIG_BTC_STRESS_4000:1;FPSIG_DOGE_5M_1000:1,active_recoupling:11,distributed_active_recoupling:9;compact_carried_recoupling:2,realworld_bound:11,0.49356,0.185368,0.673618,0.814314,0.199774,0.169545,0.633105,0.152408,-0.204241
dio_mcm_episode_16hqn22,10,6,positive_recoupling_field_phase,0.718528,0.751667,0.035607,0.067793,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_SOL_EXPANSION_6000:3;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_DOGE_REAL_6000:1;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1,active_recoupling:6;milieu_island:4,distributed_active_recoupling:6;local_milieu_seed:3;quiet_deep_recoupling:1,realworld_bound:6;mixed_binding:3;field_internal_null_order:1,0.530233,0.1582,0.69846,0.834044,0.235718,0.061459,0.568402,0.079089,-0.137324
dio_mcm_episode_0nleev0,11,5,positive_recoupling_field_phase,0.714209,0.751266,0.041772,0.096643,active_recoupling,distributed_active_recoupling,realworld_bound,FPSIG_BTC_1H_1000:3;FPSIG_DOGE_5M_1000:3;FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1;FPSIG_SOL_REAL_1000:1,active_recoupling:9;milieu_island:2,distributed_active_recoupling:7;compact_carried_recoupling:2;local_milieu_seed:2,realworld_bound:11,0.529041,0.160067,0.699379,0.835346,0.225033,0.077498,0.587132,0.083726,0.013311
dio_mcm_episode_1qv5i56,7,4,positive_recoupling_field_phase,0.713525,0.785595,0.024787,0.045432,milieu_island,quiet_deep_recoupling,realworld_bound,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_DOGE_REAL_6000:1;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1,milieu_island:7,quiet_deep_recoupling:7,realworld_bound:5;mixed_binding:2,0.592405,0.158067,0.728894,0.865008,0.174294,0.063292,0.700347,0.068324,-0.002243
