passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,role_symbol,short_token,class_sequence,weight_sequence,world_span_sequence,trend,role_movement_quality,stability_quality,drift_quality,max_rank,weight_delta_total,memory_note
1,0,0,0,0,0,0,dio_role_0h76ele,1rzvd1k,schwacher_anschluss -> -,2 -> 0,1 -> 0,absteigende_entlastung,role_releasing,losing_role_weight,role_releasing_or_fading,1,-2,role releases or fades across landscapes
1,0,0,0,0,0,0,dio_role_00usw0c,01s42m6,- -> schwacher_anschluss,0 -> 4,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,4,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0evlfm5,06ccuqv,- -> schwacher_anschluss,0 -> 2,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1dm8jzq,079228h,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1cwex6i,080f74u,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0ig103p,0ac3vc1,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0wk94w6,0ag2osp,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_04fxs3f,0d40zcv,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1pniu4d,0dgle71,- -> schwacher_anschluss,0 -> 10,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,10,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1a83rnn,0dxi31r,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0sgaaqw,0jkg1dk,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1bibfb9,0jwgafx,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1dtrjhv,0jzhgzp,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_18s2xbv,0k7ekcr,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_00ab4vn,0ldht3x,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_12xasvy,0li6lg1,- -> schwacher_anschluss,0 -> 2,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_179we9g,0sv0ru8,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1haw2em,0t7i6fh,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1py89tj,0tph7s0,- -> schwacher_anschluss,0 -> 2,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0nkt7lw,0u69u6w,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0zpfrqb,0v5p8er,- -> schwacher_anschluss,0 -> 2,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_01bn9lr,0w9dwz3,- -> schwacher_anschluss,0 -> 2,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1oeakpx,0xsq19y,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1a7g399,0zh3u1j,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1rzpf8u,10mbxau,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1xtn3oi,13cw75j,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1i5fe1v,14k61ms,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0j48ti2,15cyz2v,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_16cf1qr,17eveju,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_18z8jx5,1a9sbfi,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1gbic93,1aurt3q,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1vjzt0c,1ds636q,- -> schwacher_anschluss,0 -> 3,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,3,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1hd22yj,1eju9g0,- -> schwacher_anschluss,0 -> 20,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,20,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_17h1ghv,1engxbn,- -> schwacher_anschluss,0 -> 9,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,9,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_11bvca3,1hdvp5m,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0afbpaj,1jaecfa,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_06xomv2,1jansx7,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0f2hsd9,1n2f96o,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_12f16p9,1n9f8vr,- -> schwacher_anschluss,0 -> 2,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1ifb9tb,1qqnvqf,- -> schwacher_anschluss,0 -> 2,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,2,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_03kaj71,1t42af6,- -> schwacher_anschluss,0 -> 4,0 -> 2,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,4,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0swsalk,1x5cw2v,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_0kpl8oy,1xm3b1l,- -> schwacher_anschluss,0 -> 1,0 -> 1,aufsteigende_verdichtung,role_condensing,gaining_weight,surface_role_movement,1,1,role gains density across landscapes
1,0,0,0,0,0,0,dio_role_1xxkp6s,0393v08,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_07r8ira,05lquqm,schwacher_anschluss -> schwacher_anschluss,4 -> 10,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,6,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_19ndo8h,08ubq99,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0xif6vl,0aztxel,schwacher_anschluss -> schwacher_anschluss,3 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,-2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_006tkaa,0dsrwv5,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0z48oo2,0ej0lhx,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0mm84nq,0fljihc,schwacher_anschluss -> schwacher_anschluss,1 -> 2,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,1,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1ayeh4m,0hjnwsk,schwacher_anschluss -> schwacher_anschluss,6 -> 10,3 -> 4,stabile_rolle,role_stable,stable_surface,low_drift,1,4,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0zjm847,0jlkrep,schwacher_anschluss -> schwacher_anschluss,2 -> 2,2 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0donfui,0l3i7ey,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1tisnrx,0lfde2c,schwacher_anschluss -> schwacher_anschluss,3 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,-2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0azperi,0lne9ax,schwacher_anschluss -> schwacher_anschluss,4 -> 6,4 -> 6,stabile_rolle,role_stable,stable_surface,low_drift,1,2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_162izau,0mm85pw,schwacher_anschluss -> schwacher_anschluss,2 -> 5,1 -> 2,stabile_rolle,role_stable,stable_surface,low_drift,1,3,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_112zvf4,0mw7rev,schwacher_anschluss -> schwacher_anschluss,2 -> 5,1 -> 2,stabile_rolle,role_stable,stable_surface,low_drift,1,3,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1oqjef8,0nuo9k1,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0cc8jtw,0t1ymth,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_141xqge,10b8y4e,schwacher_anschluss -> schwacher_anschluss,1 -> 3,1 -> 2,stabile_rolle,role_stable,stable_surface,low_drift,1,2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1i1fe7f,17c7qwp,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0fq04ma,19dxnmz,schwacher_anschluss -> schwacher_anschluss,1 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,0,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0u1j0fi,19w9kxc,schwacher_anschluss -> schwacher_anschluss,2 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,-1,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_17hxr4l,1b3r4if,schwacher_anschluss -> schwacher_anschluss,1 -> 2,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,1,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1y42s64,1f4jh6c,schwacher_anschluss -> schwacher_anschluss,2 -> 1,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,-1,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_1so36wc,1i1sl4l,schwacher_anschluss -> schwacher_anschluss,6 -> 9,2 -> 2,stabile_rolle,role_stable,stable_surface,low_drift,1,3,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_03ke3hf,1k0rrn2,schwacher_anschluss -> schwacher_anschluss,2 -> 4,1 -> 2,stabile_rolle,role_stable,stable_surface,low_drift,1,2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0lxtqlc,1pmt8u2,schwacher_anschluss -> schwacher_anschluss,1 -> 3,1 -> 1,stabile_rolle,role_stable,stable_surface,low_drift,1,2,role remains stable across landscapes
1,0,0,0,0,0,0,dio_role_0vdg5ds,1y2gc2i,schwacher_anschluss -> schwacher_anschluss,2 -> 4,2 -> 4,stabile_rolle,role_stable,stable_surface,low_drift,1,2,role remains stable across landscapes
