token,path_class,reason,movement,base_zone,follow_zone,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_role,follow_role,rekopplung_delta,strain_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_17i4j9o,stabile_insel,Zone bleibt stabile Bedeutungsinsel.,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,30,22,-8,2,3,1,zentrum_stabil,zentrum_stabil,0.002494,-0.000255,0.005178,-0.023488
dio_mcm_episode_0krixak,stabile_insel,Zone bleibt stabile Bedeutungsinsel.,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,8,7,-1,4,4,0,zentrum_stabil,zentrum_stabil,-0.001037,0.000638,1.7e-05,-0.004355
dio_mcm_episode_0ze6erg,stabile_insel,Zone bleibt stabile Bedeutungsinsel.,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,42,42,0,1,1,0,zentrum_stabil,zentrum_stabil,1.7e-05,-3.8e-05,0.0,0.0
dio_mcm_episode_1hdpu9s,stabile_insel,Zone bleibt stabile Bedeutungsinsel.,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,390,390,0,1,2,1,zentrum_stabil,zentrum_stabil,-0.000112,0.000179,0.000611,0.000675
dio_mcm_episode_1q3us3f,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,stabile_bedeutungsinsel,rekopplungszone,1093,464,-629,3,3,0,zentrum_stabil,zentrum_stabil,0.006351,-0.006695,-0.029795,-0.061163
dio_mcm_episode_077r0df,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,rekopplungszone,stabile_bedeutungsinsel,70,613,543,2,4,2,zentrum_stabil,zentrum_stabil,-0.010618,0.016449,0.079596,0.098391
dio_mcm_episode_08lp0ua,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3269,3263,-6,2,2,0,zentrum_stabil,zentrum_stabil,0.0,-4e-05,3.2e-05,4e-05
dio_mcm_episode_0qvodoj,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,6302,6308,6,3,3,0,zentrum_stabil,zentrum_stabil,2.4e-05,-4.3e-05,3e-06,-6e-06
dio_mcm_episode_1engxbn,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,1768,1774,6,2,2,0,zentrum_stabil,zentrum_stabil,-2e-06,-2.5e-05,9.1e-05,6e-06
dio_mcm_episode_1n2f96o,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,7,6,1,2,1,zentrum_stabil,zentrum_stabil,-0.002883,-0.00769,0.004533,0.007703
dio_mcm_episode_1y2gc2i,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,stabile_bedeutungsinsel,4,10,6,2,4,2,zentrum_stabil,zentrum_stabil,0.000502,-0.001725,-0.077499,0.041924
dio_mcm_episode_0393v08,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,2,7,5,1,3,2,zentrum_stabil,zentrum_stabil,-0.000197,0.004046,0.065718,-0.058977
dio_mcm_episode_0jatqr8,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,rekopplungszone,stabile_bedeutungsinsel,11,8,-3,3,3,0,zentrum_stabil,zentrum_stabil,-0.003777,-0.000399,0.037642,-0.066238
dio_mcm_episode_19w1n2u,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,12,9,-3,4,3,-1,zentrum_stabil,zentrum_stabil,0.011077,-0.011126,-0.044598,-0.009841
dio_mcm_episode_1bnkysm,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,4,3,1,3,2,zentrum_stabil,zentrum_stabil,0.042696,-0.049313,-0.28576,-0.096581
dio_mcm_episode_1chjrvj,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,4,3,1,3,2,zentrum_stabil,zentrum_stabil,-0.021694,-0.03124,-0.01017,-0.087259
dio_mcm_episode_03efwme,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,6,2,2,2,0,zentrum_stabil,zentrum_stabil,-0.011523,0.018713,0.097115,0.003763
dio_mcm_episode_1b3r4if,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,6,4,-2,3,3,0,zentrum_stabil,zentrum_stabil,7.2e-05,0.002132,-0.018648,0.076389
dio_mcm_episode_1xm3b1l,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,7,9,2,3,3,0,zentrum_stabil,zentrum_stabil,0.005344,-0.001612,0.006821,-0.012075
dio_mcm_episode_0k1pid9,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,4,1,2,3,1,zentrum_stabil,zentrum_stabil,-0.014362,0.00317,0.030522,0.019992
dio_mcm_episode_0w4721p,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,rekopplungszone,stabile_bedeutungsinsel,13,12,-1,5,4,-1,zentrum_stabil,zentrum_stabil,0.000492,-0.002329,-0.004501,-0.013937
dio_mcm_episode_0w96mqy,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,10,11,1,3,4,1,zentrum_stabil,zentrum_stabil,-0.000792,-0.000295,0.003402,0.00191
dio_mcm_episode_1a9sbfi,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,0.026745,0.01573,-0.082956,0.120803
dio_mcm_episode_1qqnvqf,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,rekopplungszone,3,2,-1,1,1,0,zentrum_stabil,zentrum_stabil,0.054498,-0.049113,-0.23006,-0.042112
dio_mcm_episode_010cbbb,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,7,7,0,3,3,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.4e-05,0.0,0.0
dio_mcm_episode_090tkc9,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.5e-05,0.0,0.0
dio_mcm_episode_09at618,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,1.6e-05,-3.6e-05,0.0,0.0
dio_mcm_episode_0bvwbpb,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4.1e-05,0.0,0.0
dio_mcm_episode_0cpmq8e,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.4e-05,0.0,0.0
dio_mcm_episode_0d9qets,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,97,97,0,3,3,0,zentrum_stabil,zentrum_stabil,1.8e-05,-3.8e-05,0.0,0.0
dio_mcm_episode_0i5k3i8,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4e-05,0.0,0.0
dio_mcm_episode_0ji62h6,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,1.1e-05,-2.8e-05,0.0,0.0
dio_mcm_episode_0vff3w6,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,1.1e-05,-2.9e-05,0.0,0.0
dio_mcm_episode_0w9dwz3,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,5,5,0,2,2,0,zentrum_stabil,zentrum_stabil,1.7e-05,-3.7e-05,0.0,0.0
dio_mcm_episode_0x6cqpn,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,7,7,0,1,1,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4.3e-05,0.0,0.0
dio_mcm_episode_0zpp5uy,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,15,15,0,1,1,0,zentrum_stabil,zentrum_stabil,2.1e-05,-4.6e-05,0.0,0.0
dio_mcm_episode_12m8htq,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4.1e-05,0.0,0.0
dio_mcm_episode_1dewalh,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.5e-05,0.0,0.0
dio_mcm_episode_1gwyfwd,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4.1e-05,0.0,0.0
dio_mcm_episode_1h8m18g,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,2,0,2,2,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.5e-05,0.0,0.0
dio_mcm_episode_1v8o9kh,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3207,3207,0,3,3,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4e-05,0.0,0.0
dio_mcm_episode_1wj5tkj,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,51,51,0,1,1,0,zentrum_stabil,zentrum_stabil,2.1e-05,-4.5e-05,0.0,0.0
dio_mcm_episode_1ydep5d,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,7,7,0,3,3,0,zentrum_stabil,zentrum_stabil,1.7e-05,-3.6e-05,0.0,0.0
dio_mcm_episode_1ytjvg8,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,1.5e-05,-3.7e-05,0.0,0.0
dio_mcm_episode_1yy9dcm,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,1.9e-05,-4.4e-05,0.0,0.0
dio_mcm_episode_0v5p8er,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,2013,135,-1878,4,2,-2,zentrum_stabil,offene_variante,-0.027447,0.018745,0.036933,0.119387
dio_mcm_episode_14l8khu,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,906,211,-695,3,1,-2,zentrum_stabil,offene_variante,-0.031942,0.024983,0.047978,0.113368
dio_mcm_episode_01s42m6,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,stabile_bedeutungsinsel,driftzone,94,6,-88,1,1,0,zentrum_stabil,zentrum_stabil,0.010608,-0.012116,-0.047245,-0.011812
dio_mcm_episode_0hjnwsk,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,16,5,-11,2,2,0,zentrum_stabil,offene_variante,-0.011265,0.012167,0.047195,0.107858
dio_mcm_episode_0lne9ax,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,3,8,5,2,3,1,zentrum_stabil,zentrum_stabil,-0.019241,0.027568,0.041891,0.064951
dio_mcm_episode_028a6an,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,5,4,1,1,0,zentrum_stabil,zentrum_stabil,-0.004876,-0.002827,0.048084,-0.13662
dio_mcm_episode_00i7zy5,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,4,3,1,4,3,zentrum_stabil,zentrum_stabil,0.009037,-0.016564,-0.100836,0.085122
dio_mcm_episode_06ccuqv,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,4,3,1,2,1,zentrum_stabil,zentrum_stabil,0.017068,-0.027051,-0.132627,0.103588
dio_mcm_episode_1ig1vs0,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,4,3,1,3,2,offene_variante,zentrum_stabil,0.020887,-0.051849,-0.053623,-0.224273
dio_mcm_episode_00yl137,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,2,1,spannungsrand_kippnaehe,zentrum_stabil,0.131146,-0.166687,-0.58091,-0.120918
dio_mcm_episode_0ldenly,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.006737,0.005829,0.023803,0.06859
dio_mcm_episode_0mb95f2,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,0.005458,0.000984,-0.079958,0.033953
dio_mcm_episode_0ro62tp,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,1,0,zentrum_stabil,offene_variante,-0.01668,0.04408,0.135443,0.225353
dio_mcm_episode_16t4uv3,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,-0.002872,0.028447,0.067934,0.104184
dio_mcm_episode_195dhqf,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.004979,0.001284,0.005342,0.095082
dio_mcm_episode_1y26981,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,3,5,2,1,3,2,zentrum_stabil,zentrum_stabil,-0.013794,0.026599,0.255148,-0.038817
dio_mcm_episode_03zcjn0,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,rekopplungszone,driftzone,2,3,1,1,1,0,zentrum_stabil,zentrum_stabil,0.008867,0.035758,-0.016226,0.08268
dio_mcm_episode_068ops8,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,0.001273,-0.003173,-0.067835,0.017267
dio_mcm_episode_079228h,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,1,0,zentrum_stabil,offene_variante,-0.017075,0.00081,0.005262,0.107058
dio_mcm_episode_0ag2osp,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,4,3,-1,2,3,1,zentrum_stabil,zentrum_stabil,-0.024159,0.027015,0.10571,0.106441
dio_mcm_episode_0dsrwv5,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.009133,0.0118,0.009196,0.072867
dio_mcm_episode_0qhiq5e,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,2,1,offene_variante,offene_variante,-0.018275,4.8e-05,0.031423,-0.006807
dio_mcm_episode_1jansx7,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,1,0,offene_variante,offene_variante,0.028679,-0.007928,0.005789,-0.2724
dio_mcm_episode_1pmt8u2,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,rekopplungszone,offene_bedeutungszone,4,3,-1,2,2,0,zentrum_stabil,zentrum_stabil,-0.012268,0.015421,0.05484,0.022583
dio_mcm_episode_0cvptbz,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,3,0,1,1,0,zentrum_stabil,offene_variante,-0.002407,0.009713,0.134532,-0.084879
dio_mcm_episode_0u69u6w,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,2,2,0,2,2,0,zentrum_stabil,zentrum_stabil,0.030673,-0.036534,-0.087554,-0.010069
dio_mcm_episode_17wwyn1,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,rekopplungszone,driftzone,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.053777,0.046325,0.249093,0.237024
dio_mcm_episode_0mm85pw,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,4,2,2,3,1,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.004944,-0.007215,0.004916,-0.046669
dio_mcm_episode_0mw7rev,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,4,2,-2,2,2,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.002221,0.000711,0.012833,-0.097515
dio_mcm_episode_102i30n,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,3,3,0,1,1,0,offene_variante,offene_variante,7e-06,-1.6e-05,0.0,0.0
dio_mcm_episode_0ykar6i,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,1351,3830,2479,2,3,1,zentrum_stabil,zentrum_stabil,0.002609,-0.001158,0.004443,-0.018064
dio_mcm_episode_0e7qvj1,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,7519,9806,2287,3,5,2,zentrum_stabil,zentrum_stabil,-0.000743,-0.000791,-0.003973,-0.00409
dio_mcm_episode_0b7nep9,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,3050,4573,1523,3,3,0,zentrum_stabil,zentrum_stabil,-0.002208,0.001233,0.012159,-0.002937
dio_mcm_episode_1xx3u1e,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,2964,1854,-1110,2,3,1,zentrum_stabil,zentrum_stabil,-0.000328,0.002361,0.020179,0.005418
dio_mcm_episode_1jx2k4i,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,338,843,505,2,5,3,zentrum_stabil,zentrum_stabil,0.004692,-0.000804,-0.02032,0.022191
dio_mcm_episode_18l3thm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,598,153,-445,2,3,1,zentrum_stabil,zentrum_stabil,0.004968,-0.004487,-0.023366,-0.005824
dio_mcm_episode_14coypf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,1584,1234,-350,2,1,-1,zentrum_stabil,zentrum_stabil,0.004193,-0.002197,0.0153,-0.032836
dio_mcm_episode_0db07p4,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,37,74,37,1,3,2,zentrum_stabil,zentrum_stabil,-0.000958,0.000749,-0.011859,0.012265
dio_mcm_episode_0mji3u6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,163,189,26,2,4,2,zentrum_stabil,zentrum_stabil,-0.002191,0.000846,-0.002738,0.015217
dio_mcm_episode_1joiyc3,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4629,4604,-25,3,6,3,zentrum_stabil,zentrum_stabil,-0.008699,0.003876,-0.005999,0.022425
dio_mcm_episode_18n06fj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,18,9,-9,2,3,1,zentrum_stabil,zentrum_stabil,0.013348,-0.013251,-0.031174,-0.071524
dio_mcm_episode_0wjn8vm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,2172,2166,-6,2,2,0,zentrum_stabil,zentrum_stabil,-3.8e-05,-1.2e-05,0.000126,0.000229
dio_mcm_episode_1al8fjz,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,4,7,3,2,3,1,zentrum_stabil,zentrum_stabil,0.023608,-0.035383,-0.188204,0.053268
dio_mcm_episode_02ujuqf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,6,8,2,2,2,0,zentrum_stabil,zentrum_stabil,-9.4e-05,-0.017847,-0.036714,-0.073622
dio_mcm_episode_05lquqm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,3,5,2,3,4,1,zentrum_stabil,zentrum_stabil,0.029683,-0.044623,-0.179372,-0.014985
dio_mcm_episode_0qzjuvj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,11,9,-2,2,3,1,offene_variante,zentrum_stabil,0.040903,-0.039304,-0.079637,-0.066744
dio_mcm_episode_0jbl5pq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,13,12,-1,2,3,1,zentrum_stabil,zentrum_stabil,0.01391,-0.003738,-0.088091,-0.089857
