token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0i8oyce,driftzone,junge_spur,verjuengung_oberflaeche,3,1,-2,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_0cvptbz,dio_mcm_episode_079228h,0.004878,0.008352,0.030587,0.102553,0.222142,-0.069606
dio_mcm_episode_0k1pid9,rekopplungszone,junge_spur,verjuengung_oberflaeche,3,1,-2,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1yy9dcm,dio_mcm_episode_0lne9ax,-0.057491,0.012789,-0.056947,0.062167,0.122087,0.07997
dio_mcm_episode_0mb95f2,junge_spur,driftzone,oeffnung_oder_drift,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ml8r41,dio_mcm_episode_17wwyn1,0.005458,0.000984,-0.009609,-0.039325,-0.079958,0.033953
dio_mcm_episode_0ro62tp,junge_spur,driftzone,oeffnung_oder_drift,1,3,2,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_1sjhl8h,dio_mcm_episode_0l74fn8,-0.01668,0.04408,-0.062746,0.059598,0.135443,0.225353
dio_mcm_episode_0ybhu2p,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,2,4,2,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0om13wf,dio_mcm_episode_1i31hl0,-0.025742,0.035045,-0.02108,0.014392,0.038034,-0.003589
dio_mcm_episode_102i30n,randnahe_verdichtung,hoeherer_cluster_uebergang,randnaehe_rekoppelt,3,5,2,1,2,1,offene_variante,offene_variante,dio_mcm_episode_1jc5z5p,dio_mcm_episode_1ovglru,0.010807,-0.015246,0.022671,-0.022981,-0.055623,-0.010117
dio_mcm_episode_16t4uv3,junge_spur,driftzone,oeffnung_oder_drift,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_01s42m6,dio_mcm_episode_01s42m6,-0.002872,0.028447,-0.025419,0.031193,0.067934,0.104184
dio_mcm_episode_1f4jh6c,driftzone,junge_spur,verjuengung_oberflaeche,3,1,-2,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_1qqnvqf,0.024488,0.008886,0.013526,0.002527,0.022421,-0.065072
dio_mcm_episode_1xp8xyu,driftzone,junge_spur,verjuengung_oberflaeche,3,1,-2,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1x5cw2v,0.073046,-0.098004,0.081641,-0.199179,-0.489856,-0.018717
dio_mcm_episode_03efwme,rekopplungszone,driftzone,oeffnung_oder_drift,4,3,-1,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_028a6an,dio_mcm_episode_077r0df,-0.027084,0.033833,-0.044897,0.072728,0.170573,0.052202
dio_mcm_episode_03zcjn0,rekopplungszone,driftzone,oeffnung_oder_drift,2,3,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1v9dvrl,dio_mcm_episode_0c3787x,0.008867,0.035758,-0.05022,-0.004965,-0.016226,0.08268
dio_mcm_episode_05lquqm,hoeherer_cluster_uebergang,rekopplungszone,reifung_oder_verdichtung,3,4,1,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_08ubq99,dio_mcm_episode_0ej0lhx,0.029793,-0.049443,0.054865,-0.086278,-0.186676,-0.017886
dio_mcm_episode_068ops8,offene_bedeutungszone,driftzone,oeffnung_oder_drift,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17i4j9o,dio_mcm_episode_1x5cw2v,0.001273,-0.003173,0.000983,-0.023992,-0.067835,0.017267
dio_mcm_episode_079228h,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_03zcjn0,dio_mcm_episode_0i8oyce,-0.017075,0.00081,-0.021555,0.008274,0.005262,0.107058
dio_mcm_episode_0ag2osp,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,4,3,-1,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0a6333q,dio_mcm_episode_05lquqm,-0.024159,0.027015,-0.043088,0.052392,0.10571,0.106441
dio_mcm_episode_0q7j4gf,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,2,1,zentrum_stabil,offene_variante,dio_mcm_episode_0ldenly,dio_mcm_episode_1mrdw5a,-0.004609,-0.000754,-0.0176,-0.008656,-0.007564,0.126954
dio_mcm_episode_0z748ck,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,reifung_oder_verdichtung,9,8,-1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.009825,0.01482,-0.024414,0.002428,0.010303,0.051093
dio_mcm_episode_195dhqf,junge_spur,offene_bedeutungszone,oeffnung_oder_drift,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_14zksvh,dio_mcm_episode_0k1pid9,-0.007477,0.001943,-0.020483,-0.010781,0.008013,0.142624
dio_mcm_episode_1a9sbfi,junge_spur,rekopplungszone,reifung_oder_verdichtung,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_05lquqm,dio_mcm_episode_0j0u529,0.026745,0.01573,-0.038589,-0.028903,-0.082956,0.120803
dio_mcm_episode_1i31hl0,offene_bedeutungszone,junge_spur,verjuengung_oberflaeche,2,1,-1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0om13wf,-0.041297,0.044504,-0.082569,-0.048833,-0.142974,0.280395
dio_mcm_episode_1jansx7,junge_spur,driftzone,oeffnung_oder_drift,1,2,1,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0a6333q,dio_mcm_episode_1bnkysm,0.028679,-0.007928,0.034233,-0.010939,0.005789,-0.2724
dio_mcm_episode_1qqnvqf,driftzone,rekopplungszone,reifung_oder_verdichtung,3,2,-1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,0.054498,-0.049113,0.047862,-0.094915,-0.23006,-0.042112
dio_mcm_episode_1v9dvrl,offene_bedeutungszone,rekopplungszone,reifung_oder_verdichtung,3,2,-1,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1qqnvqf,dio_mcm_episode_1n2f96o,0.008166,0.006698,0.017305,0.044797,0.12303,-0.089921
dio_mcm_episode_1y26981,driftzone,hoeherer_cluster_uebergang,reifung_oder_verdichtung,3,2,-1,1,2,1,zentrum_stabil,spannungsrand_kippnaehe,dio_mcm_episode_17i4j9o,dio_mcm_episode_109l5cs,-0.044531,0.068621,-0.061626,0.192141,0.456001,-0.029964
dio_mcm_episode_0cvptbz,offene_bedeutungszone,driftzone,oeffnung_oder_drift,3,3,0,1,1,0,zentrum_stabil,offene_variante,dio_mcm_episode_1f4jh6c,dio_mcm_episode_1f4jh6c,-0.002407,0.009713,-0.011432,0.051235,0.134532,-0.084879
dio_mcm_episode_0khjbll,driftzone,offene_bedeutungszone,oeffnung_oder_drift,2,2,0,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_13lt69z,dio_mcm_episode_06ccuqv,-0.009619,0.016577,-0.012986,0.040185,0.099864,0.021863
dio_mcm_episode_17wwyn1,rekopplungszone,driftzone,oeffnung_oder_drift,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_17c7qwp,dio_mcm_episode_00nzcuc,-0.053777,0.046325,-0.084238,0.1191,0.249093,0.237024
dio_mcm_episode_0e7qvj1,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,7519,11672,4153,3,5,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18l3thm,dio_mcm_episode_0mji3u6,-0.001293,-0.001123,0.002772,-0.001952,-0.003973,-0.006854
dio_mcm_episode_0ko7wqc,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1789,97,-1692,2,1,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.01856,0.00261,-0.001052,-0.001424,-0.004016,-0.003362
dio_mcm_episode_0dgle71,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,115,1336,1221,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1pmt8u2,dio_mcm_episode_1jx2k4i,0.009633,-0.00637,0.013403,-0.001477,-0.003695,-0.02657
dio_mcm_episode_1q3us3f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,1093,93,-1000,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_18l3thm,dio_mcm_episode_1hdpu9s,-0.013463,0.007594,-0.011265,0.019725,0.045214,0.033792
dio_mcm_episode_1jx2k4i,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,338,1032,694,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1ahj81f,0.002761,8.5e-05,-0.002381,-0.005168,-0.015564,0.019736
dio_mcm_episode_1joiyc3,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4629,3984,-645,3,6,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1jx2k4i,dio_mcm_episode_1jx2k4i,-0.008938,0.003988,-0.007725,-0.001758,-0.00626,0.023165
dio_mcm_episode_077r0df,rekopplungszone,rekopplungszone,stabil,70,554,484,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1xx3u1e,dio_mcm_episode_1xx3u1e,-0.011872,0.018467,-0.037618,0.0425,0.08973,0.110197
dio_mcm_episode_1t42af6,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,437,41,-396,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,-0.024169,0.01535,-0.006994,0.026525,0.062938,-0.008349
dio_mcm_episode_1ahj81f,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,565,928,363,4,6,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ko7wqc,dio_mcm_episode_1jx2k4i,0.001105,-0.001282,-0.002622,-0.006028,-0.012196,0.011048
dio_mcm_episode_0w4x7xs,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,48,403,355,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_0geqqo3,-0.00406,0.004073,-0.00685,0.006824,0.016353,0.016773
dio_mcm_episode_1hdpu9s,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,390,79,-311,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.004759,0.00185,-0.00181,0.021579,0.045708,-0.005206
dio_mcm_episode_0mji3u6,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,163,296,133,2,5,3,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.00591,0.000993,-0.002054,-0.002638,-0.007191,0.008095
dio_mcm_episode_0db07p4,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,37,132,95,1,3,2,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,-0.003679,0.004721,-0.011967,-0.003661,-0.013041,0.047996
dio_mcm_episode_01s42m6,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,94,6,-88,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,0.010608,-0.012116,0.017247,-0.019562,-0.047245,-0.011812
dio_mcm_episode_17i4j9o,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,30,18,-12,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ahj81f,dio_mcm_episode_1ahj81f,0.006783,-0.004864,0.000214,-0.002049,-0.001568,-0.0456
dio_mcm_episode_0jbl5pq,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,13,9,-4,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0qzjuvj,dio_mcm_episode_0qzjuvj,0.013089,0.001982,-0.00925,-0.029591,-0.059062,-0.065174
dio_mcm_episode_1b3r4if,rekopplungszone,rekopplungszone,stabil,6,2,-4,3,2,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0jatqr8,dio_mcm_episode_1a9sbfi,-0.003901,5.7e-05,-0.010052,0.000397,0.002022,0.148552
dio_mcm_episode_0o36jeo,offene_bedeutungszone,offene_bedeutungszone,stabil,2,5,3,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1o70gnv,dio_mcm_episode_03hr8bf,-0.042951,0.015139,0.004161,-0.018429,-0.070658,0.004461
dio_mcm_episode_0mm85pw,randnahe_verdichtung,randnahe_verdichtung,stabil,2,4,2,2,3,1,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0ifxej6,dio_mcm_episode_05ijhg4,0.004944,-0.007215,0.015443,0.001548,0.004916,-0.046669
dio_mcm_episode_0u69u6w,driftzone,driftzone,stabil,2,4,2,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_06ccuqv,dio_mcm_episode_06ccuqv,0.025395,-0.031522,0.033174,-0.046947,-0.096692,-0.004271
dio_mcm_episode_1ovglru,driftzone,driftzone,stabil,2,4,2,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0t1ymth,dio_mcm_episode_0t1ymth,-0.005587,0.003481,-0.017825,0.002833,-0.005818,0.079156
dio_mcm_episode_1yzsm16,offene_bedeutungszone,offene_bedeutungszone,stabil,2,4,2,2,3,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_00i7zy5,dio_mcm_episode_00i7zy5,0.000853,-0.000764,0.003625,0.002081,0.003392,-0.003304
dio_mcm_episode_0mw7rev,randnahe_verdichtung,randnahe_verdichtung,stabil,4,5,1,2,3,1,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0ixmssr,dio_mcm_episode_1mrdw5a,0.000727,0.001501,0.004885,0.008108,0.008294,-0.047505
dio_mcm_episode_0ultars,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4,3,-1,2,2,0,offene_variante,zentrum_stabil,dio_mcm_episode_0aztxel,dio_mcm_episode_0clehbn,-0.000159,0.003151,0.023732,0.031428,0.091236,-0.080226
dio_mcm_episode_1pmt8u2,rekopplungszone,rekopplungszone,stabil,4,3,-1,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1iqf51c,dio_mcm_episode_1chjrvj,-0.012268,0.015421,-0.020617,0.022266,0.05484,0.022583
dio_mcm_episode_1xm3b1l,rekopplungszone,rekopplungszone,stabil,7,6,-1,3,2,-1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1464n8q,dio_mcm_episode_028a6an,0.004639,-0.005065,0.012149,0.006305,0.007992,0.013554
dio_mcm_episode_0mvjoir,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0n5sqpn,0.009948,0.002051,-0.002408,-0.012382,-0.01994,0.066616
dio_mcm_episode_0r1re19,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0mlk2ts,0.006981,-0.009113,0.014814,-0.025999,-0.043187,0.02276
dio_mcm_episode_0rsf867,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_1bnkysm,-0.025253,0.034054,-0.038926,0.084516,0.221667,-0.004146
dio_mcm_episode_0y1i8dq,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0om13wf,dio_mcm_episode_0ppr02l,-0.063912,0.023679,-0.024712,-0.026956,-0.082164,0.107917
dio_mcm_episode_1al8fjz,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,stabil,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_1k0rrn2,0.018921,-0.029109,0.030736,-0.070677,-0.152004,0.038789
dio_mcm_episode_1fx4022,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1b3r4if,dio_mcm_episode_1pmt8u2,0.024095,-0.026715,0.05167,-0.067309,-0.134389,-0.191719
dio_mcm_episode_1iqf51c,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_1yxioww,0.053985,-0.053107,0.099221,-0.084006,-0.18931,-0.111276
dio_mcm_episode_1j0eqqb,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_09w6mwq,-0.024385,0.015792,-0.00722,0.063668,0.137715,-0.103514
