pair,world,quality,events,share
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL_2024_5M,offen_stabil,1,0.500000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL_2024_5M,druckuebergang,1,0.500000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_15M,offen_stabil,2,1.000000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_1H,offen_stabil,9,0.692308
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_1H,bruchuebergang,2,0.153846
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_1H,offen_rekoppelnd,1,0.076923
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_1H,druckuebergang,1,0.076923
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_30M,offen_stabil,9,0.692308
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_30M,offen_rekoppelnd,3,0.230769
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_30M,bruchuebergang,1,0.076923
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_5M,offen_stabil,4,0.800000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,BTC_2024_5M,offen_rekoppelnd,1,0.200000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,KAS_2024_30M,offen_stabil,4,1.000000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_15M,offen_stabil,9,0.750000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_15M,offen_rekoppelnd,1,0.083333
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_15M,bruchuebergang,1,0.083333
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_15M,druckbruch,1,0.083333
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_1H,offen_stabil,17,0.850000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_1H,bruchuebergang,1,0.050000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_1H,druckuebergang,1,0.050000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_1H,offen_rekoppelnd,1,0.050000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_30M,offen_stabil,6,0.857143
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_30M,bruchuebergang,1,0.142857
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL_2024_5M,offen_stabil,2,1.000000
