preview_symbol,before_role,after_role,count_delta,world_delta,depth_delta,top_world_after,top_world_before,top_world_changed
dio_mcm_episode_0b8eoy2,breite_grundrolle,breite_grundrolle,48,1,-0.003023,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0hvxln3,breite_grundrolle,breite_grundrolle,47,1,-0.001184,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_14pd6eb,breite_grundrolle,breite_grundrolle,47,1,0.003105,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_15z3zml,breite_grundrolle,breite_grundrolle,44,1,-0.001884,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1i3ov0z,milieurolle,milieurolle,43,1,-0.001999,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_1qbxuu8,new,nebenrolle,39,4,0.751727,FOLLOW_EQ10K_DOGE_2024_5M,,0
dio_mcm_episode_0bygq81,breite_grundrolle,breite_grundrolle,33,1,0.000875,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1ekutmp,new,nebenrolle,31,5,0.715296,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_0hlxzy4,nebenrolle,nebenrolle,29,1,-2.4e-05,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_0wdly36,new,nebenrolle,24,5,0.813944,FOLLOW_EQ10K_KAS_2024_5M,,0
dio_mcm_episode_09u5z0x,new,nebenrolle,23,6,0.743751,FOLLOW_EQ10K_PAXG_2024_5M,,0
dio_mcm_episode_1qv5i56,nebenrolle,breite_grundrolle,23,1,-0.001184,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1wep5t1,new,nebenrolle,22,5,0.533536,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_0vmqpav,nebenrolle,nebenrolle,22,1,0.016655,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_13vl4wk,nebenrolle,nebenrolle,21,1,-0.009495,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_1yhu9yb,new,nebenrolle,20,7,0.52051,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_023u44b,new,nebenrolle,18,7,0.464935,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_16da5fv,new,nebenrolle,18,6,0.440253,FOLLOW_EQ10K_PAXG_2024_5M,,0
dio_mcm_episode_16bqw8k,breite_grundrolle,breite_grundrolle,17,1,0.000682,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,1
dio_mcm_episode_1aejc9m,breite_grundrolle,breite_grundrolle,17,1,-0.000683,SOL_10K_A,SOL_10K_A,0
dio_mcm_episode_0izv1rk,new,nebenrolle,16,7,0.67931,FOLLOW_EQ10K_XRP_2024_5M,,0
dio_mcm_episode_1vfiwqb,new,nebenrolle,16,6,0.522162,FOLLOW_EQ10K_XLM_2024_5M,,0
dio_mcm_episode_0bib552,nebenrolle,nebenrolle,16,1,0.001633,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,1
dio_mcm_episode_0nleev0,new,nebenrolle,15,6,0.571176,FOLLOW_DOGE_2024_5M_2000,,0
dio_mcm_episode_11d7ugg,new,nebenrolle,15,6,0.437685,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_1121lk2,new,nebenrolle,14,6,0.459164,FOLLOW_EQ10K_XRP_2024_5M,,0
dio_mcm_episode_15wf5gt,new,nebenrolle,13,8,0.614729,FOLLOW_EQ10K_TRX_2024_5M,,0
dio_mcm_episode_1fb1phy,new,nebenrolle,13,7,0.480217,QUIET_NEAR_PAXG2025_1H,,0
dio_mcm_episode_01x8qw1,new,nebenrolle,13,6,0.677405,BTC_10K_A,,0
dio_mcm_episode_0kdf1b0,new,nebenrolle,13,6,0.48543,BTC_LONG_2025_5M_QUIET,,0
dio_mcm_episode_010cqn6,nebenrolle,nebenrolle,13,1,-0.001336,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_171moy1,breite_grundrolle,breite_grundrolle,13,1,0.000604,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_16hqn22,breite_grundrolle,breite_grundrolle,11,1,0.001776,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_16rq8r1,nebenrolle,nebenrolle,11,1,0.002194,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0r0u3sv,new,nebenrolle,10,7,0.557272,FOLLOW_DOGE_2024_5M_2000,,0
dio_mcm_episode_11dx6vi,new,nebenrolle,9,7,0.503145,PAXG_1846_A,,0
dio_mcm_episode_02ixe4y,nebenrolle,nebenrolle,9,1,-0.002589,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_08op00s,nebenrolle,nebenrolle,9,1,-0.003445,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_08q1993,nebenrolle,nebenrolle,9,1,-0.007131,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0vidg3n,nebenrolle,nebenrolle,9,1,-0.002132,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1rf1k15,nebenrolle,nebenrolle,9,1,-0.01323,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1xlv7yw,nebenrolle,nebenrolle,9,1,-0.007897,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1y7uo9c,nebenrolle,nebenrolle,9,1,0.004353,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_1xppyx0,nebenrolle,nebenrolle,8,1,0.000891,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_0izppf1,breite_grundrolle,breite_grundrolle,7,1,0.000381,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ws9wvs,nebenrolle,nebenrolle,7,1,0.005245,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_06eyd53,nebenrolle,nebenrolle,6,1,-0.009386,FOLLOW_EQ10K_TRX_2024_5M,REAL_TIME_2024_BTC_5M,1
dio_mcm_episode_0imu3z8,nebenrolle,nebenrolle,6,1,0.00302,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_0n6m7si,nebenrolle,breite_grundrolle,6,1,-0.007898,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0usdsrp,nebenrolle,nebenrolle,6,1,-0.000186,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_0whyn34,nebenrolle,nebenrolle,6,1,-0.007517,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_094f7up,nebenrolle,nebenrolle,5,1,-0.002767,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0uie72q,nebenrolle,nebenrolle,5,1,0.004336,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_0v9h8bc,nebenrolle,nebenrolle,5,1,0.017364,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_0xg0gjh,breite_grundrolle,breite_grundrolle,5,1,0.001321,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_12a9dhw,nebenrolle,nebenrolle,5,1,3.7e-05,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12fuh1y,nebenrolle,nebenrolle,5,1,-0.007676,FOLLOW_EQ10K_TRX_2024_5M,SOL_10K_A,1
dio_mcm_episode_16rn392,nebenrolle,nebenrolle,5,1,0.006707,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1f9nms9,nebenrolle,nebenrolle,5,1,-0.002792,FOLLOW_EQ10K_TRX_2024_5M,BTC_10K_A,1
dio_mcm_episode_1fypz1p,nebenrolle,nebenrolle,5,1,-0.006505,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,1
dio_mcm_episode_1xdh0bk,nebenrolle,nebenrolle,5,1,0.002397,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_023ecmg,nebenrolle,nebenrolle,4,1,9.8e-05,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_0f95qzt,nebenrolle,nebenrolle,4,1,-0.000103,FOLLOW_EQ10K_TRX_2024_5M,REAL_FOLLOW_SOL_6000,1
dio_mcm_episode_0xsyn4p,nebenrolle,nebenrolle,4,1,0.003893,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_13e4mrt,nebenrolle,nebenrolle,4,1,-0.000797,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_1foqdcq,nebenrolle,nebenrolle,4,1,0.001322,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_01h2hhh,nebenrolle,nebenrolle,3,1,-0.003915,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0s2q227,nebenrolle,nebenrolle,3,1,-0.003426,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ycq6l6,nebenrolle,nebenrolle,3,1,-0.003762,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_16nc9gj,nebenrolle,nebenrolle,3,1,-0.000753,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_16yidit,nebenrolle,nebenrolle,3,1,0.000141,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_17i3weh,nebenrolle,nebenrolle,3,1,0.000773,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_19ljsne,nebenrolle,nebenrolle,3,1,0.007296,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1c8zokt,nebenrolle,nebenrolle,3,1,0.000818,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_1kwexso,nebenrolle,nebenrolle,3,1,-7e-05,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_1olmeud,nebenrolle,nebenrolle,3,1,-0.003675,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_1r085q1,nebenrolle,nebenrolle,3,1,-0.00576,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_01116gq,nebenrolle,nebenrolle,2,1,-0.000844,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_08621v5,nebenrolle,nebenrolle,2,1,0.000393,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0he6atw,nebenrolle,nebenrolle,2,1,-0.001067,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_0v3gsdo,nebenrolle,nebenrolle,2,1,-4.2e-05,REAL_TIME_2023_SOL_ALTSEQ_A,REAL_TIME_2023_SOL_ALTSEQ_A,0
dio_mcm_episode_0x60uui,nebenrolle,nebenrolle,2,1,-2.1e-05,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_0ycrjip,nebenrolle,nebenrolle,2,1,-0.000197,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1200bb0,nebenrolle,nebenrolle,2,1,0.00206,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_12k5tow,nebenrolle,nebenrolle,2,1,-0.000386,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_14infzw,nebenrolle,nebenrolle,2,1,-8e-06,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1be1yef,nebenrolle,nebenrolle,2,1,-0.006671,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1ole1yf,nebenrolle,nebenrolle,2,1,0.00139,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1qmlwcr,nebenrolle,nebenrolle,2,1,0.000586,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1xol2nw,nebenrolle,nebenrolle,2,1,0.002513,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_019p01g,nebenrolle,nebenrolle,1,1,3.2e-05,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_01jolqf,nebenrolle,nebenrolle,1,1,0.000361,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0a6jsal,nebenrolle,nebenrolle,1,1,0.004369,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0f8b5wa,nebenrolle,nebenrolle,1,1,-0.000304,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0tnueiv,nebenrolle,nebenrolle,1,1,0.001647,DOGE_1H_B,DOGE_1H_B,0
dio_mcm_episode_0u7qgeu,nebenrolle,nebenrolle,1,1,-0.006919,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0v0cpfu,nebenrolle,nebenrolle,1,1,0.00016,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0v0uojh,nebenrolle,nebenrolle,1,1,-0.000104,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0wgvtdq,nebenrolle,nebenrolle,1,1,0.002,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0wyfujk,nebenrolle,nebenrolle,1,1,-0.007027,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0wyzu1s,nebenrolle,nebenrolle,1,1,2e-05,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0zm713b,nebenrolle,nebenrolle,1,1,-0.000682,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_129zwzz,nebenrolle,nebenrolle,1,1,-0.000921,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_134512u,nebenrolle,nebenrolle,1,1,0.000492,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_169719n,nebenrolle,nebenrolle,1,1,-0.007866,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_1o136gs,nebenrolle,nebenrolle,1,1,0.000128,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1qqk46w,nebenrolle,nebenrolle,1,1,-0.000428,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_1tyoa8j,nebenrolle,nebenrolle,1,1,-0.001248,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1xngm0j,nebenrolle,nebenrolle,1,1,0.002927,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1ymlx26,nebenrolle,nebenrolle,1,1,-0.006718,FOLLOW_PAXG_2024_5M_2000,FOLLOW_PAXG_2024_5M_2000,0
dio_mcm_episode_00svqqo,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_01u58q5,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_04jxate,nebenrolle,nebenrolle,0,0,0.0,DOGE_1H_A,DOGE_1H_A,0
dio_mcm_episode_07a7zoq,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M,0
dio_mcm_episode_084fgkp,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_08w107d,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_09ugoh7,nebenrolle,nebenrolle,0,0,0.0,SOL_10K_A,SOL_10K_A,0
dio_mcm_episode_0bb4ews,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0ca57t8,uebergangsrolle,uebergangsrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0d5sirp,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0f9q533,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0g2f7e4,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0goqj8y,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0iiwvci,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0jk5x97,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0m8cxz1,breite_grundrolle,breite_grundrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0mfdlry,nebenrolle,nebenrolle,0,0,0.0,BTC_SHIFT_2025_15M_16000_17000,BTC_SHIFT_2025_15M_16000_17000,0
dio_mcm_episode_0nn6ri9,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0nu3wih,breite_grundrolle,breite_grundrolle,0,0,0.0,QUIET_NEAR_PAXG2025_1H,QUIET_NEAR_PAXG2025_1H,0
dio_mcm_episode_0o47ti3,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0ptcfn6,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0qm3991,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0rbjarj,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0sscnvc,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0tfzgic,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0vacb4t,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_0vig3jz,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_PAXG,REAL_TIME_2024_PAXG,0
dio_mcm_episode_0vnrnvb,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_0wo0tz1,breite_grundrolle,breite_grundrolle,0,0,0.0,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_0ww122h,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0xg6rjf,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0y53nyb,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_0y7hhur,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0z1w5lo,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_10r2mum,milieurolle,milieurolle,0,0,0.0,PAXG_1846_A,PAXG_1846_A,0
dio_mcm_episode_11w0mrr,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_127vzyf,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_13nf5kn,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_13yo8ly,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_1416rrs,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_14xx81a,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_159zeqh,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_16lqhxj,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_18bzc1l,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_19h8lor,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_1avuyqc,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1dpkuqy,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_1dxx3n8,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
