preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_0hvxln3,breite_grundrolle,581,43,0.69763,FOLLOW_EQ10K_DOGE_2024_5M,0.094664,FOLLOW_EQ10K_DOGE_2024_5M:55;FOLLOW_EQ10K_XRP_2024_5M:55;FOLLOW_EQ10K_XLM_2024_5M:52;FOLLOW_EQ10K_KAS_2024_5M:49;FOLLOW_EQ10K_TRX_2024_5M:47;FOLLOW_EQ10K_PEPE_B_2024_5M:40;FOLLOW_EQ10K_PEPE_C_2024_5M:38;FOLLOW_EQ10K_PAXG_2024_5M:31;REAL_TIME_2023_SOL_ALTSEQ_A:20;FOLLOW_EQ10K_PEPE_2024_5M:17,other:243;doge:86;xrp:82;paxg:56;sol:50;btc:29;quiet:26;stress:5;shift:4,0.58902,0.161252,0.22544,0.200821,0.04475,0.008606,0.006885,0.015491,0.418244,0.784675
dio_mcm_episode_08g1nk4,breite_grundrolle,600,41,0.696004,FOLLOW_EQ10K_TRX_2024_5M,0.091667,FOLLOW_EQ10K_TRX_2024_5M:55;FOLLOW_EQ10K_PEPE_B_2024_5M:53;FOLLOW_EQ10K_PEPE_C_2024_5M:52;FOLLOW_EQ10K_KAS_2024_5M:46;FOLLOW_EQ10K_XLM_2024_5M:46;FOLLOW_EQ10K_DOGE_2024_5M:44;FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_EQ10K_PEPE_2024_5M:30;FOLLOW_XRP_2024_5M_2000:19;REAL_TIME_2024_XRP:18,other:284;xrp:92;doge:83;btc:41;sol:39;quiet:27;paxg:19;stress:11;shift:4,0.577111,0.170626,0.256423,0.19855,0.045,0.018333,0.006667,0.025,0.473333,0.742673
dio_mcm_episode_0vig3jz,breite_grundrolle,12861,11,0.833425,REAL_TIME_2024_PAXG,0.220512,REAL_TIME_2024_PAXG:2836;REAL_TIME_2024_BTC_5M:2302;REAL_TIME_2024_SOL_ALTSEQ_A:1855;REAL_FOLLOW_PAXG_6000:1748;PAXG_1846_A:1722;QUIET_NEAR_PAXG2024_1H:723;REAL_FOLLOW_BTC_6000:713;FOLLOW_EQ10K_PEPE_2024_5M:586;FOLLOW_EQ10K_PEPE_B_2024_5M:162;BTC_LONG_2025_5M_QUIET:107,paxg:6306;btc:3015;sol:1855;quiet:937;other:748,0.576439,0.142409,0.415686,0.10784,0.072856,0.0,0.0,0.0,0.49032,0.82331
dio_mcm_episode_14sn1ov,breite_grundrolle,630,37,0.714258,FOLLOW_EQ10K_TRX_2024_5M,0.109524,FOLLOW_EQ10K_TRX_2024_5M:69;FOLLOW_EQ10K_PEPE_B_2024_5M:61;FOLLOW_EQ10K_DOGE_2024_5M:57;FOLLOW_EQ10K_KAS_2024_5M:51;FOLLOW_EQ10K_PEPE_C_2024_5M:51;FOLLOW_EQ10K_XLM_2024_5M:41;FOLLOW_EQ10K_XRP_2024_5M:36;BTC_10K_A:22;FOLLOW_EQ10K_PEPE_2024_5M:21;FOLLOW_XRP_2024_5M_2000:21,other:294;doge:96;xrp:96;sol:56;btc:50;quiet:14;stress:10;paxg:9;shift:5,0.571504,0.166972,0.25474,0.195107,0.022222,0.015873,0.007937,0.02381,0.466667,0.725779
dio_mcm_episode_0b8eoy2,breite_grundrolle,560,33,0.713515,FOLLOW_EQ10K_DOGE_2024_5M,0.110714,FOLLOW_EQ10K_DOGE_2024_5M:62;FOLLOW_EQ10K_PEPE_C_2024_5M:58;FOLLOW_EQ10K_XRP_2024_5M:52;FOLLOW_EQ10K_TRX_2024_5M:48;FOLLOW_EQ10K_XLM_2024_5M:37;FOLLOW_EQ10K_KAS_2024_5M:35;FOLLOW_EQ10K_PEPE_B_2024_5M:32;FOLLOW_EQ10K_PEPE_2024_5M:29;FOLLOW_DOGE_2024_5M_2000:21;REAL_FOLLOW_XRP_6000:20,other:240;xrp:104;doge:93;sol:51;btc:43;stress:9;quiet:8;paxg:8;shift:4,0.56373,0.164317,0.22967,0.203419,0.014286,0.016071,0.007143,0.023214,0.428571,0.733797
dio_mcm_episode_15z3zml,breite_grundrolle,488,30,0.701713,FOLLOW_EQ10K_DOGE_2024_5M,0.114754,FOLLOW_EQ10K_DOGE_2024_5M:56;FOLLOW_EQ10K_PEPE_C_2024_5M:49;FOLLOW_EQ10K_TRX_2024_5M:44;FOLLOW_EQ10K_XRP_2024_5M:40;FOLLOW_EQ10K_XLM_2024_5M:39;FOLLOW_EQ10K_PEPE_B_2024_5M:33;FOLLOW_EQ10K_KAS_2024_5M:28;FOLLOW_EQ10K_PEPE_2024_5M:25;SOL_10K_A:21;REAL_FOLLOW_SOL_6000:20,other:221;doge:80;xrp:73;sol:55;btc:33;stress:13;paxg:6;quiet:4;shift:3,0.536696,0.171147,0.23866,0.219649,0.008197,0.026639,0.006148,0.032787,0.452869,0.723146
dio_mcm_episode_1fdlu6e,breite_grundrolle,3236,13,0.829124,REAL_TIME_2024_BTC_5M,0.312114,REAL_TIME_2024_BTC_5M:1010;QUIET_NEAR_PAXG2024_1H:715;FOLLOW_EQ10K_PEPE_2024_5M:689;REAL_FOLLOW_BTC_6000:285;REAL_FOLLOW_XRP_6000:154;REAL_TIME_2024_SOL_ALTSEQ_A:145;REAL_FOLLOW_DOGE_6000:129;REAL_TIME_2024_PAXG:53;REAL_FOLLOW_PAXG_6000:19;PAXG_1846_A:14,btc:1295;quiet:733;other:694;xrp:154;sol:145;doge:129;paxg:86,0.512441,0.128655,0.293987,0.170593,0.226514,0.0,0.0,0.0,0.400185,0.792421
dio_mcm_episode_1aejc9m,breite_grundrolle,362,24,0.500697,FOLLOW_EQ10K_PEPE_C_2024_5M,0.127072,FOLLOW_EQ10K_PEPE_C_2024_5M:46;FOLLOW_EQ10K_PEPE_B_2024_5M:43;SOL_10K_A:35;BTC_SHIFT_2025_30M_10000_11000:32;BTC_LONG_2024_5M_QUIET:26;FOLLOW_KAS_2024_5M_2000:23;REAL_FOLLOW_XRP_6000:22;QUIET_NEAR_PAXG2024_1H:18;REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_EQ10K_TRX_2024_5M:17,other:130;sol:72;quiet:50;shift:34;btc:26;doge:25;xrp:24;paxg:1,0.512317,0.255952,0.183375,0.263262,0.138122,0.0,0.093923,0.093923,0.359116,0.843728
dio_mcm_episode_14pd6eb,breite_grundrolle,402,26,0.83189,FOLLOW_EQ10K_PEPE_C_2024_5M,0.144279,FOLLOW_EQ10K_PEPE_C_2024_5M:58;FOLLOW_EQ10K_TRX_2024_5M:47;FOLLOW_EQ10K_XRP_2024_5M:42;FOLLOW_EQ10K_KAS_2024_5M:34;FOLLOW_EQ10K_DOGE_2024_5M:33;FOLLOW_EQ10K_XLM_2024_5M:27;FOLLOW_EQ10K_PEPE_B_2024_5M:20;FOLLOW_XRP_2024_5M_2000:19;REAL_TIME_2023_SOL_ALTSEQ_A:14;FOLLOW_EQ10K_PAXG_2024_5M:13,other:192;xrp:80;doge:48;sol:29;paxg:21;quiet:17;stress:8;btc:7,0.500393,0.143588,0.246641,0.247782,0.042289,0.0199,0.0,0.0199,0.477612,0.747362
dio_mcm_episode_16bqw8k,breite_grundrolle,167,34,0.446289,FOLLOW_EQ10K_TRX_2024_5M,0.101796,FOLLOW_EQ10K_TRX_2024_5M:17;FOLLOW_EQ10K_DOGE_2024_5M:14;FOLLOW_EQ10K_XLM_2024_5M:14;FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_EQ10K_PEPE_B_2024_5M:10;FOLLOW_EQ10K_PAXG_2024_5M:7;FOLLOW_EQ10K_PEPE_2024_5M:7;FOLLOW_EQ10K_PEPE_C_2024_5M:7;FOLLOW_XRP_2024_5M_2000:7;REAL_TIME_2023_SOL_ALTSEQ_A:7,other:62;xrp:31;doge:26;sol:15;paxg:10;quiet:8;btc:7;stress:6;shift:2,0.483415,0.178077,0.160914,0.288809,0.047904,0.035928,0.011976,0.047904,0.371257,0.82199
dio_mcm_episode_05upp98,breite_grundrolle,364,25,0.830684,FOLLOW_EQ10K_PEPE_C_2024_5M,0.162088,FOLLOW_EQ10K_PEPE_C_2024_5M:59;FOLLOW_EQ10K_TRX_2024_5M:48;FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_EQ10K_KAS_2024_5M:32;FOLLOW_EQ10K_DOGE_2024_5M:28;FOLLOW_EQ10K_XLM_2024_5M:24;REAL_TIME_2023_SOL_ALTSEQ_A:17;FOLLOW_XRP_2024_5M_2000:15;FOLLOW_EQ10K_PEPE_B_2024_5M:14;QUIET_NEAR_PAXG2025_1H:12,other:184;xrp:69;doge:41;sol:24;paxg:20;quiet:16;btc:5;stress:5,0.47495,0.126838,0.257523,0.258751,0.043956,0.013736,0.0,0.013736,0.505495,0.721298
dio_mcm_episode_0m8cxz1,breite_grundrolle,1210,23,0.671915,BTC_LONG_2025_5M_QUIET,0.272727,BTC_LONG_2025_5M_QUIET:330;QUIET_NEAR_BTC_1869:330;FOLLOW_EQ10K_XRP_2024_5M:99;FOLLOW_EQ10K_PAXG_2024_5M:83;BTC_FIELD_QUIET_05:55;BTC_FIELD_QUIET_04:47;BTC_FIELD_QUIET_02:40;BTC_STRESS_2024_5M:39;BTC_10K_A:35;QUIET_NEAR_SOL_SIDEWAYS:23,quiet:848;paxg:121;xrp:119;stress:53;btc:40;shift:17;other:12,0.473292,0.192023,0.43262,0.182398,0.700826,0.043802,0.01405,0.057851,0.700826,0.546219
dio_mcm_episode_16hqn22,breite_grundrolle,135,30,0.662054,FOLLOW_EQ10K_PEPE_C_2024_5M,0.118519,FOLLOW_EQ10K_PEPE_C_2024_5M:16;FOLLOW_EQ10K_XRP_2024_5M:14;FOLLOW_EQ10K_DOGE_2024_5M:11;FOLLOW_EQ10K_TRX_2024_5M:11;FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_EQ10K_XLM_2024_5M:9;FOLLOW_EQ10K_PEPE_2024_5M:8;FOLLOW_EQ10K_PEPE_B_2024_5M:7;FOLLOW_XRP_2024_5M_2000:7;REAL_FOLLOW_SOL_6000:5,other:60;xrp:26;doge:13;sol:13;quiet:10;paxg:8;btc:5,0.453518,0.108157,0.185599,0.310338,0.074074,0.0,0.0,0.0,0.444444,0.827733
dio_mcm_episode_0bygq81,breite_grundrolle,315,23,0.847697,FOLLOW_EQ10K_XRP_2024_5M,0.168254,FOLLOW_EQ10K_XRP_2024_5M:53;FOLLOW_EQ10K_PEPE_C_2024_5M:47;FOLLOW_EQ10K_KAS_2024_5M:36;FOLLOW_EQ10K_TRX_2024_5M:33;FOLLOW_EQ10K_DOGE_2024_5M:30;FOLLOW_EQ10K_XLM_2024_5M:14;FOLLOW_EQ10K_PEPE_B_2024_5M:13;REAL_TIME_2023_SOL_ALTSEQ_A:13;FOLLOW_XRP_2024_5M_2000:11;QUIET_NEAR_PAXG2025_1H:11,other:149;xrp:75;doge:39;sol:20;paxg:15;quiet:11;btc:4;stress:2,0.447356,0.109097,0.236633,0.277375,0.034921,0.006349,0.0,0.006349,0.473016,0.71133
dio_mcm_episode_1i3ov0z,milieurolle,2393,19,0.741499,BTC_FIELD_QUIET_03,0.38738,BTC_FIELD_QUIET_03:927;BTC_FIELD_QUIET_05:384;QUIET_NEAR_BTC_FIELD_01:350;BTC_LONG_2024_5M_QUIET:147;FOLLOW_EQ10K_DOGE_2024_5M:100;BTC_10K_A:99;DOGE_1H_B:91;FOLLOW_EQ10K_PEPE_C_2024_5M:75;PAXG_1H_A:54;FOLLOW_EQ10K_TRX_2024_5M:43,quiet:1822;doge:191;other:152;btc:102;paxg:84;xrp:39;shift:3,0.439074,0.086245,0.522957,0.153567,0.761387,0.0,0.001254,0.001254,0.761387,0.468657
dio_mcm_episode_171moy1,breite_grundrolle,151,27,0.655139,FOLLOW_EQ10K_KAS_2024_5M,0.092715,FOLLOW_EQ10K_KAS_2024_5M:14;FOLLOW_EQ10K_PEPE_C_2024_5M:14;FOLLOW_EQ10K_DOGE_2024_5M:13;FOLLOW_EQ10K_PEPE_B_2024_5M:13;FOLLOW_EQ10K_TRX_2024_5M:13;FOLLOW_EQ10K_XLM_2024_5M:9;FOLLOW_EQ10K_XRP_2024_5M:9;FOLLOW_EQ10K_PEPE_2024_5M:8;REAL_FOLLOW_XRP_6000:7;REAL_FOLLOW_DOGE_6000:5,other:71;doge:23;xrp:22;btc:11;quiet:10;sol:8;paxg:4;stress:2,0.437905,0.116229,0.20255,0.313074,0.066225,0.013245,0.0,0.013245,0.470199,0.770297
dio_mcm_episode_0xg0gjh,breite_grundrolle,91,33,0.462606,FOLLOW_EQ10K_XRP_2024_5M,0.10989,FOLLOW_EQ10K_XRP_2024_5M:10;FOLLOW_EQ10K_KAS_2024_5M:5;FOLLOW_EQ10K_PEPE_B_2024_5M:5;FOLLOW_EQ10K_PEPE_C_2024_5M:5;FOLLOW_EQ10K_TRX_2024_5M:5;FOLLOW_EQ10K_XLM_2024_5M:5;FOLLOW_EQ10K_PAXG_2024_5M:4;REAL_FOLLOW_SOL_6000:4;REAL_TIME_2023_SOL_ALTSEQ_A:4;REAL_TIME_2024_BTC_5M:4,other:26;xrp:17;sol:13;btc:11;doge:9;paxg:9;quiet:3;shift:2;stress:1,0.436871,0.145093,0.109147,0.331656,0.032967,0.010989,0.021978,0.032967,0.285714,0.868527
dio_mcm_episode_0ca57t8,uebergangsrolle,419,13,0.768163,REAL_FOLLOW_PAXG_6000,0.217184,REAL_FOLLOW_PAXG_6000:91;BTC_STRESS_2024_5M:66;BTC_1H_A:65;BTC_LONG_2024_5M_QUIET:50;QUIET_NEAR_BTC_FIELD_01:39;BTC_SHIFT_2025_30M_10000_11000:38;DOGE_1H_B:19;DOGE_1H_A:14;BTC_SHIFT_2025_1H_4000_5000:12;BTC_1H_C:10,quiet:92;paxg:91;btc:79;stress:66;shift:50;doge:33;other:8,0.429755,0.434539,0.120504,0.314859,0.21957,0.157518,0.119332,0.27685,0.21957,0.924833
dio_mcm_episode_0izppf1,breite_grundrolle,122,27,0.70553,FOLLOW_EQ10K_XRP_2024_5M,0.106557,FOLLOW_EQ10K_XRP_2024_5M:13;FOLLOW_EQ10K_PEPE_C_2024_5M:11;FOLLOW_EQ10K_XLM_2024_5M:11;REAL_FOLLOW_SOL_6000:11;FOLLOW_EQ10K_PEPE_B_2024_5M:8;FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_EQ10K_TRX_2024_5M:7;SOL_10K_A:7;FOLLOW_EQ10K_KAS_2024_5M:6;FOLLOW_XRP_2024_5M_2000:5,other:45;xrp:27;sol:21;doge:15;quiet:5;stress:5;btc:2;shift:1;paxg:1,0.414528,0.152809,0.152139,0.328124,0.040984,0.040984,0.008197,0.04918,0.368852,0.76015
dio_mcm_episode_0n6m7si,breite_grundrolle,109,22,0.833935,FOLLOW_EQ10K_XRP_2024_5M,0.165138,FOLLOW_EQ10K_XRP_2024_5M:18;FOLLOW_EQ10K_KAS_2024_5M:9;REAL_TIME_2023_SOL_ALTSEQ_A:8;FOLLOW_EQ10K_DOGE_2024_5M:7;PAXG_1846_A:7;FOLLOW_EQ10K_PAXG_2024_5M:6;FOLLOW_EQ10K_PEPE_2024_5M:6;FOLLOW_EQ10K_TRX_2024_5M:6;REAL_FOLLOW_PAXG_6000:6;BTC_LONG_2024_5M_QUIET:5,other:26;xrp:23;paxg:19;sol:14;quiet:10;doge:10;btc:4;stress:3,0.407349,0.133602,0.097658,0.356758,0.091743,0.027523,0.0,0.027523,0.238532,0.912146
dio_mcm_episode_1qv5i56,breite_grundrolle,207,20,0.850169,FOLLOW_EQ10K_XRP_2024_5M,0.183575,FOLLOW_EQ10K_XRP_2024_5M:38;FOLLOW_EQ10K_KAS_2024_5M:28;FOLLOW_EQ10K_PEPE_C_2024_5M:28;FOLLOW_EQ10K_TRX_2024_5M:23;FOLLOW_EQ10K_DOGE_2024_5M:14;FOLLOW_EQ10K_PEPE_B_2024_5M:11;FOLLOW_EQ10K_XLM_2024_5M:11;FOLLOW_EQ10K_PAXG_2024_5M:10;FOLLOW_XRP_2024_5M_2000:10;QUIET_NEAR_PAXG2025_1H:6,other:101;xrp:56;doge:19;paxg:12;sol:9;quiet:7;btc:3,0.396101,0.090039,0.228781,0.32112,0.033816,0.0,0.0,0.0,0.487923,0.719633
dio_mcm_episode_0x60uui,breite_grundrolle,71,29,0.447644,FOLLOW_XRP_2024_5M_2000,0.084507,FOLLOW_XRP_2024_5M_2000:6;FOLLOW_EQ10K_PEPE_2024_5M:5;FOLLOW_EQ10K_PEPE_B_2024_5M:5;FOLLOW_EQ10K_PEPE_C_2024_5M:5;FOLLOW_EQ10K_XLM_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_EQ10K_KAS_2024_5M:3;REAL_TIME_2024_XRP:3;BTC_FIELD_QUIET_05:2,other:25;xrp:16;doge:8;quiet:6;paxg:6;sol:5;btc:2;stress:2;shift:1,0.394612,0.138458,0.128129,0.359112,0.084507,0.028169,0.014085,0.042254,0.352113,0.826013
dio_mcm_episode_0rbjarj,milieurolle,1940,10,0.667162,REAL_FOLLOW_PAXG_6000,0.317526,REAL_FOLLOW_PAXG_6000:616;QUIET_NEAR_BTC_1869:373;BTC_LONG_2025_5M_QUIET:370;BTC_FIELD_QUIET_04:294;REAL_TIME_2023_SOL_ALTSEQ_A:117;REAL_TIME_2024_BTC_5M:100;BTC_FIELD_QUIET_03:44;FOLLOW_EQ10K_PEPE_2024_5M:17;DOGE_1H_A:8;QUIET_NEAR_PAXG2025_1H:1,quiet:1082;paxg:616;sol:117;btc:100;other:17;doge:8,0.378796,0.082007,0.391422,0.233197,0.557732,0.0,0.0,0.0,0.557732,0.600683
