preview_symbol,before_role,after_role,count_delta,world_delta,depth_delta,top_world_after,top_world_before,top_world_changed
dio_mcm_episode_04d3kci,nebenrolle,nebenrolle,1,1,0.00628,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_04jxate,nebenrolle,nebenrolle,0,0,0.0,DOGE_1H_A,DOGE_1H_A,0
dio_mcm_episode_05tvz8i,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_05upp98,breite_grundrolle,breite_grundrolle,59,1,-0.001386,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_06eyd53,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_06y6xuj,new,nebenrolle,6,6,0.465477,BTC_STRESS_2025_5M,,1
dio_mcm_episode_07a7zoq,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M,0
dio_mcm_episode_07x93e7,new,nebenrolle,8,5,0.727688,BTC_10K_A,,1
dio_mcm_episode_084fgkp,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_08621v5,nebenrolle,nebenrolle,1,1,-0.002894,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_08g1nk4,breite_grundrolle,breite_grundrolle,52,1,0.005295,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_08op00s,nebenrolle,nebenrolle,4,1,0.000456,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_08q1993,nebenrolle,nebenrolle,6,1,-0.007959,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_08w107d,nebenrolle,nebenrolle,1,1,0.002847,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_094f7up,nebenrolle,nebenrolle,7,1,-0.011265,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_09k6dby,nebenrolle,nebenrolle,2,1,-0.018939,FOLLOW_EQ10K_PEPE_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,0
dio_mcm_episode_09u5z0x,nebenrolle,nebenrolle,7,1,-0.011651,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_09ugoh7,nebenrolle,nebenrolle,0,0,0.0,SOL_10K_A,SOL_10K_A,0
dio_mcm_episode_0a6jsal,nebenrolle,nebenrolle,3,1,-0.007582,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0ajkz6f,new,nebenrolle,8,5,0.57812,FOLLOW_EQ10K_DOGE_2024_5M,,1
dio_mcm_episode_0b8eoy2,breite_grundrolle,breite_grundrolle,58,1,-0.003517,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0bb4ews,nebenrolle,nebenrolle,4,1,0.022138,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0bib552,nebenrolle,nebenrolle,12,1,0.000343,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0biean1,new,nebenrolle,12,5,0.646119,FOLLOW_EQ10K_XLM_2024_5M,,1
dio_mcm_episode_0bmlxwo,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0boh4j2,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0bsaqu1,breite_grundrolle,breite_grundrolle,53,1,0.003506,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0bwljln,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0bygq81,breite_grundrolle,breite_grundrolle,47,1,7.9e-05,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ca57t8,uebergangsrolle,uebergangsrolle,8,1,0.000132,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0d5sirp,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0db8j50,nebenrolle,nebenrolle,2,1,-1.8e-05,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0ezbiel,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0f8b5wa,nebenrolle,nebenrolle,1,1,-7.2e-05,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0f95qzt,nebenrolle,nebenrolle,1,1,-0.00013,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0f9q533,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0flz7zv,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0g2f7e4,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0goqj8y,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0h1ysk6,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0he6atw,nebenrolle,nebenrolle,2,1,-0.002225,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_0hiolzy,milieurolle,milieurolle,0,0,0.0,FOLLOW_EQ10K_PEPE_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,0
dio_mcm_episode_0hlxzy4,nebenrolle,nebenrolle,12,1,0.006266,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0hvxln3,breite_grundrolle,breite_grundrolle,38,1,0.003718,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0icnf2v,breite_grundrolle,breite_grundrolle,324,1,1.7e-05,REAL_TIME_2023_SOL_ALTSEQ_A,REAL_TIME_2023_SOL_ALTSEQ_A,0
dio_mcm_episode_0iiwvci,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0imu3z8,nebenrolle,nebenrolle,4,1,-0.001026,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0ipq3q2,nebenrolle,nebenrolle,2,1,-0.002827,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0iwh9d2,breite_grundrolle,breite_grundrolle,2,1,6e-06,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0izppf1,breite_grundrolle,breite_grundrolle,11,1,0.00706,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0izv1rk,nebenrolle,nebenrolle,1,1,0.009212,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0j53akt,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0j5jlak,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0j9ungj,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0jk5x97,nebenrolle,nebenrolle,1,1,0.011304,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0k0yfg1,new,nebenrolle,8,5,0.847435,FOLLOW_EQ10K_XRP_2024_5M,,1
dio_mcm_episode_0kdf1b0,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0lg4hfi,new,nebenrolle,7,5,0.532755,FOLLOW_EQ10K_XLM_2024_5M,,1
dio_mcm_episode_0lq434h,new,nebenrolle,6,6,0.493405,FOLLOW_DOGE_2024_5M_2000,,1
dio_mcm_episode_0m2pnpt,nebenrolle,nebenrolle,1,1,-0.004009,REAL_FOLLOW_XRP_6000,REAL_FOLLOW_XRP_6000,0
dio_mcm_episode_0m8cxz1,breite_grundrolle,breite_grundrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0mfdlry,nebenrolle,nebenrolle,0,0,0.0,BTC_SHIFT_2025_15M_16000_17000,BTC_SHIFT_2025_15M_16000_17000,0
dio_mcm_episode_0n6m7si,breite_grundrolle,breite_grundrolle,4,1,-0.000621,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0nleev0,nebenrolle,nebenrolle,2,1,-0.003483,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0nn6ri9,nebenrolle,nebenrolle,3,1,-0.000133,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0nu3wih,breite_grundrolle,breite_grundrolle,33,1,-0.001149,QUIET_NEAR_PAXG2025_1H,QUIET_NEAR_PAXG2025_1H,0
dio_mcm_episode_0o47ti3,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0ptcfn6,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0pvq9jm,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0qm3991,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0r0u3sv,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0r7nk4p,nebenrolle,nebenrolle,4,1,0.000108,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_0rbjarj,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0rsqgd8,new,nebenrolle,11,5,0.853748,FOLLOW_EQ10K_DOGE_2024_5M,,1
dio_mcm_episode_0s2q227,nebenrolle,nebenrolle,5,1,0.000482,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0s4m7kt,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_0sscnvc,nebenrolle,nebenrolle,1,1,-9.3e-05,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0tfzgic,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0tnueiv,nebenrolle,nebenrolle,1,1,-0.000221,DOGE_1H_B,DOGE_1H_B,0
dio_mcm_episode_0u7qgeu,nebenrolle,nebenrolle,5,1,-0.012166,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0uie72q,nebenrolle,nebenrolle,1,1,-0.000359,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0uq3m48,new,nebenrolle,43,3,0.700567,FOLLOW_EQ10K_PEPE_2024_5M,,1
dio_mcm_episode_0uqv2ui,nebenrolle,nebenrolle,1,1,-0.000646,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_0ur4u33,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0usdsrp,nebenrolle,nebenrolle,4,1,-0.000202,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0v0cpfu,nebenrolle,nebenrolle,1,1,-4.8e-05,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0v0uojh,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0v36bqm,new,nebenrolle,8,6,0.426626,FOLLOW_EQ10K_TRX_2024_5M,,1
dio_mcm_episode_0v3gsdo,nebenrolle,nebenrolle,3,1,-0.000197,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0v9h8bc,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0vacb4t,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_0vcr3lw,breite_grundrolle,breite_grundrolle,49,1,0.004473,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0vidg3n,nebenrolle,nebenrolle,2,1,-0.004036,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0vig3jz,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_PAXG,REAL_TIME_2024_PAXG,0
dio_mcm_episode_0vmqpav,nebenrolle,nebenrolle,14,1,-0.00766,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0vnrnvb,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_0wc77sa,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_04,BTC_FIELD_QUIET_04,0
dio_mcm_episode_0wdly36,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0wgvtdq,nebenrolle,nebenrolle,6,1,0.008032,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_0whyn34,breite_grundrolle,breite_grundrolle,10,1,0.006413,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0wm1gdi,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0wo0tz1,breite_grundrolle,breite_grundrolle,3,1,2.7e-05,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_0wrlms7,new,nebenrolle,7,5,0.590344,FOLLOW_EQ10K_PEPE_B_2024_5M,,1
dio_mcm_episode_0ws9wvs,nebenrolle,nebenrolle,7,1,-0.000304,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0ww122h,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0wyfujk,nebenrolle,nebenrolle,1,1,-0.007191,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0wyzu1s,nebenrolle,nebenrolle,1,1,5.7e-05,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0x1l8h6,new,nebenrolle,8,6,0.600182,FOLLOW_EQ10K_TRX_2024_5M,,1
dio_mcm_episode_0x29ikr,nebenrolle,nebenrolle,1,1,0.017318,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0x60uui,breite_grundrolle,breite_grundrolle,5,1,-0.00015,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_0xg0gjh,breite_grundrolle,breite_grundrolle,5,1,-0.000519,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0xg6rjf,nebenrolle,nebenrolle,3,1,-0.000225,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_0xiz1fq,nebenrolle,nebenrolle,3,1,0.009614,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_0xm8pyp,nebenrolle,nebenrolle,1,1,-0.005523,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0xsyn4p,nebenrolle,nebenrolle,6,1,0.006626,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,1
dio_mcm_episode_0xz7orl,nebenrolle,nebenrolle,1,1,0.029093,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0y53nyb,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_0y7hhur,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0ycq6l6,nebenrolle,nebenrolle,2,1,0.004332,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0ycrjip,nebenrolle,nebenrolle,1,1,-9.3e-05,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0yfvuxx,nebenrolle,nebenrolle,1,1,0.012299,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_0ys880e,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_0ywk0vd,new,nebenrolle,8,5,0.495823,BTC_SHIFT_2025_15M_16000_17000,,1
dio_mcm_episode_0z1w5lo,nebenrolle,nebenrolle,1,1,-0.000207,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0ze0tw9,nebenrolle,nebenrolle,3,1,0.001277,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0zm713b,nebenrolle,nebenrolle,4,1,0.003703,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_0zunwnz,new,nebenrolle,8,6,0.59371,FOLLOW_XRP_2024_5M_2000,,1
dio_mcm_episode_10r2mum,milieurolle,milieurolle,0,0,0.0,PAXG_1846_A,PAXG_1846_A,0
dio_mcm_episode_1121lk2,nebenrolle,nebenrolle,5,1,-0.003832,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_11388rh,nebenrolle,nebenrolle,2,1,-5.2e-05,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_11d7ugg,nebenrolle,nebenrolle,5,1,-0.000376,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_11dx6vi,nebenrolle,nebenrolle,0,0,0.0,PAXG_1846_A,PAXG_1846_A,0
dio_mcm_episode_11m112s,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_11q0pm1,nebenrolle,nebenrolle,1,1,-0.000502,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_11w0mrr,nebenrolle,nebenrolle,5,1,-0.007873,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1200bb0,nebenrolle,nebenrolle,3,1,-0.000375,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,1
dio_mcm_episode_127vzyf,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_129zwzz,nebenrolle,nebenrolle,1,1,-0.000847,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12a9dhw,nebenrolle,nebenrolle,2,1,-8.9e-05,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12fuh1y,nebenrolle,nebenrolle,1,1,0.003456,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_12k5tow,nebenrolle,nebenrolle,2,1,0.004583,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12lf8e3,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_12tgchq,breite_grundrolle,breite_grundrolle,5566,1,6.4e-05,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_134512u,nebenrolle,nebenrolle,2,1,-0.000243,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_13486kt,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_13e4mrt,nebenrolle,nebenrolle,3,1,-8.5e-05,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_13nf5kn,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_13vl4wk,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_13yo8ly,nebenrolle,nebenrolle,2,1,0.001493,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_1416rrs,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_14infzw,nebenrolle,nebenrolle,3,1,-0.001231,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_14p9ds2,new,nebenrolle,8,6,0.442615,FOLLOW_EQ10K_XRP_2024_5M,,1
dio_mcm_episode_14pd6eb,breite_grundrolle,breite_grundrolle,58,1,0.000264,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_14sn1ov,breite_grundrolle,breite_grundrolle,51,1,0.001851,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_14ve3gf,nebenrolle,nebenrolle,2,1,-0.01709,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_14x6jkt,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
