token,path_class,reason,movement,base_zone,follow_zone,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_role,follow_role,rekopplung_delta,strain_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0z748ck,stabile_insel,Zone bleibt stabile Bedeutungsinsel.,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,9,28,19,2,5,3,zentrum_stabil,zentrum_stabil,-0.016319,0.007429,-0.038028,0.059171
dio_mcm_episode_0lfde2c,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,756,755,1,1,0,zentrum_stabil,zentrum_stabil,0.002862,-0.009822,-0.113559,-0.004524
dio_mcm_episode_077r0df,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,70,170,100,2,2,0,zentrum_stabil,zentrum_stabil,-0.015214,0.017585,0.108652,0.092161
dio_mcm_episode_1jwnjz4,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,stabile_bedeutungsinsel,rekopplungszone,471,507,36,2,1,-1,zentrum_stabil,zentrum_stabil,0.002764,0.000951,0.017194,-0.002756
dio_mcm_episode_0w4x7xs,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,stabile_bedeutungsinsel,rekopplungszone,48,28,-20,1,2,1,zentrum_stabil,zentrum_stabil,0.001813,-0.000358,-0.015041,0.005751
dio_mcm_episode_0w4721p,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,13,3,-10,5,1,-4,zentrum_stabil,zentrum_stabil,-0.009463,-0.000259,-0.021509,0.00621
dio_mcm_episode_0jatqr8,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,11,4,-7,3,1,-2,zentrum_stabil,zentrum_stabil,0.002275,-0.004237,0.015506,-0.037587
dio_mcm_episode_0393v08,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,2,7,5,1,3,2,zentrum_stabil,zentrum_stabil,-0.000207,0.004068,0.065718,-0.058977
dio_mcm_episode_0dsrwv5,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,stabile_bedeutungsinsel,1,6,5,1,4,3,zentrum_stabil,zentrum_stabil,-0.008343,0.011374,0.006539,0.048782
dio_mcm_episode_028a6an,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,stabile_bedeutungsinsel,1,5,4,1,1,0,zentrum_stabil,zentrum_stabil,-0.002965,0.002598,0.023905,-0.117593
dio_mcm_episode_068ops8,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,3,7,4,1,3,2,zentrum_stabil,zentrum_stabil,0.007983,0.001099,-0.020024,-0.064391
dio_mcm_episode_0jlkrep,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,5,4,1,2,1,zentrum_stabil,zentrum_stabil,0.026312,-0.016071,-0.219026,-0.069733
dio_mcm_episode_1f4jh6c,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,rekopplungszone,3,6,3,1,1,0,zentrum_stabil,zentrum_stabil,0.03858,-0.02387,-0.06101,-0.168919
dio_mcm_episode_1xm3b1l,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,7,4,-3,3,1,-2,zentrum_stabil,zentrum_stabil,-0.0047,-0.001452,0.046132,0.052433
dio_mcm_episode_0t1ymth,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,3,5,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.006078,0.00912,0.074031,0.032554
dio_mcm_episode_0zp5e37,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.009056,0.007076,0.001351,-0.020073
dio_mcm_episode_1fx4022,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,3,2,1,2,1,zentrum_stabil,zentrum_stabil,0.016105,-0.01787,-0.113216,-0.138542
dio_mcm_episode_0jwgafx,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.012651,0.0098,0.126231,-0.059585
dio_mcm_episode_0rsf867,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,-0.013594,0.003764,0.072303,0.068042
dio_mcm_episode_1f966yo,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,-0.013077,0.012742,0.066469,-0.023653
dio_mcm_episode_1n2f96o,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,zentrum_stabil,offene_variante,-0.011214,0.004962,0.034015,0.067748
dio_mcm_episode_1y2gc2i,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,stabile_bedeutungsinsel,4,5,1,2,2,0,zentrum_stabil,zentrum_stabil,-0.003285,0.001364,-0.089317,0.058849
dio_mcm_episode_03efwme,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,4,4,0,2,1,-1,zentrum_stabil,zentrum_stabil,-0.006662,0.007521,0.073747,0.054226
dio_mcm_episode_0a6333q,rekoppelnder_pfad,Rekopplung steigt und Strain faellt oder bleibt niedrig.,stabil,driftzone,driftzone,3,3,0,2,1,-1,offene_variante,zentrum_stabil,0.071999,-0.082819,-0.341315,-0.150353
dio_mcm_episode_1b3r4if,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,6,6,0,3,2,-1,zentrum_stabil,zentrum_stabil,-0.019264,0.016654,0.070865,0.103761
dio_mcm_episode_0ykar6i,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,1351,4,-1347,2,2,0,zentrum_stabil,zentrum_stabil,-0.011403,0.007671,0.051779,-0.009516
dio_mcm_episode_0ldenly,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,8,7,1,4,3,zentrum_stabil,zentrum_stabil,-0.008957,0.015074,0.066367,0.124512
dio_mcm_episode_0aztxel,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,8,14,6,2,4,2,zentrum_stabil,zentrum_stabil,-0.031388,0.027307,0.001933,0.077507
dio_mcm_episode_0krixak,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,stabile_bedeutungsinsel,driftzone,8,3,-5,4,3,-1,zentrum_stabil,zentrum_stabil,-0.018488,0.016794,-0.005568,0.056809
dio_mcm_episode_1ovglru,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,2,6,4,2,3,1,zentrum_stabil,zentrum_stabil,-0.008818,0.011229,0.038044,0.085752
dio_mcm_episode_0lne9ax,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,3,6,3,2,4,2,zentrum_stabil,zentrum_stabil,-0.024698,0.026987,0.021042,0.020323
dio_mcm_episode_0qhiq5e,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,4,3,1,4,3,offene_variante,offene_variante,-0.017905,-0.020822,-0.024299,0.128643
dio_mcm_episode_00i7zy5,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,3,2,zentrum_stabil,zentrum_stabil,0.010544,-0.017304,-0.087329,0.045362
dio_mcm_episode_0cvptbz,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,2,-1,1,1,0,zentrum_stabil,spannungsrand_kippnaehe,-0.06497,0.083606,0.458152,-0.069665
dio_mcm_episode_0vj3fzh,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.017824,0.026987,0.093376,0.13941
dio_mcm_episode_1omwzzf,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.026292,0.043458,0.268484,-0.071712
dio_mcm_episode_0i8oyce,offener_driftpfad,Rekopplung faellt bei steigender Last oder Sinnesunschärfe.,stabil,driftzone,driftzone,3,3,0,1,2,1,offene_variante,offene_variante,-0.004906,0.011612,0.118222,-0.096843
dio_mcm_episode_0khjbll,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,2,2,0,2,1,-1,zentrum_stabil,zentrum_stabil,-0.011151,0.016668,0.090519,0.008196
dio_mcm_episode_0ldht3x,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,4,4,0,2,1,-1,zentrum_stabil,offene_variante,-0.012326,0.008222,-0.010749,0.089843
dio_mcm_episode_0pfredm,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,0.031108,-0.019935,0.137251,0.025309
dio_mcm_episode_1y26981,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,0.006686,-0.001393,0.121245,-0.044719
dio_mcm_episode_102i30n,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_rekoppelt,randnahe_verdichtung,hoeherer_cluster_uebergang,3,9,6,1,3,2,offene_variante,zentrum_stabil,0.025271,-0.033952,-0.095094,-0.089183
dio_mcm_episode_0mm85pw,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,3,1,2,2,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.002241,-0.003322,0.008517,-0.032718
dio_mcm_episode_0mw7rev,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,4,4,0,2,2,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001398,0.002691,0.01461,-0.003009
dio_mcm_episode_0e7qvj1,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,7519,14002,6483,3,6,3,zentrum_stabil,zentrum_stabil,0.002286,-0.001675,0.001274,-0.011414
dio_mcm_episode_0b7nep9,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,3050,8503,5453,3,3,0,zentrum_stabil,zentrum_stabil,-0.003228,0.002118,0.010694,0.008928
dio_mcm_episode_1xx3u1e,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,2964,90,-2874,2,2,0,zentrum_stabil,zentrum_stabil,0.000556,-0.003596,0.001407,-0.008962
dio_mcm_episode_0v5p8er,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,2013,74,-1939,4,1,-3,zentrum_stabil,zentrum_stabil,0.007478,-0.007991,-0.03004,-0.025395
dio_mcm_episode_1joiyc3,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4629,5826,1197,3,7,4,zentrum_stabil,zentrum_stabil,-0.007855,0.002591,-0.007665,0.016545
dio_mcm_episode_18l3thm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,598,1539,941,2,5,3,zentrum_stabil,zentrum_stabil,-0.001432,-0.00191,-0.004157,4.6e-05
dio_mcm_episode_0db07p4,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,37,264,227,1,5,4,zentrum_stabil,zentrum_stabil,-0.005021,0.004959,-0.021228,0.061561
dio_mcm_episode_17c7qwp,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,32,123,91,1,2,1,zentrum_stabil,zentrum_stabil,-2.7e-05,-0.005856,-0.023505,0.025293
dio_mcm_episode_1hs3jsa,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,612,532,-80,2,1,-1,zentrum_stabil,zentrum_stabil,-0.000822,0.001783,0.014636,-0.009744
dio_mcm_episode_0mji3u6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,163,98,-65,2,5,3,zentrum_stabil,zentrum_stabil,-0.002398,0.002914,-0.004032,0.012128
dio_mcm_episode_0qzjuvj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,11,27,16,2,5,3,offene_variante,zentrum_stabil,0.020497,-0.022818,-0.045495,-0.035509
dio_mcm_episode_0jbl5pq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,13,20,7,2,5,3,zentrum_stabil,zentrum_stabil,0.010566,-0.010801,-0.120798,-0.085073
dio_mcm_episode_0om13wf,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,8,3,-5,2,2,0,offene_variante,offene_variante,0.00573,0.00624,0.046884,-0.086113
dio_mcm_episode_0mvjoir,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,5,4,1,3,2,offene_variante,zentrum_stabil,0.003687,-0.00416,-0.048486,-0.06082
dio_mcm_episode_18n06fj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,18,14,-4,2,4,2,zentrum_stabil,zentrum_stabil,-0.000958,0.002083,0.02507,0.034505
dio_mcm_episode_05lquqm,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,3,4,1,3,1,-2,zentrum_stabil,zentrum_stabil,0.019264,-0.045821,-0.18977,0.019969
dio_mcm_episode_0hjnwsk,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,16,15,-1,2,4,2,zentrum_stabil,zentrum_stabil,-0.005398,-0.000706,0.013189,0.019825
dio_mcm_episode_0l3i7ey,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,6,5,-1,2,2,0,zentrum_stabil,zentrum_stabil,0.011362,-0.001322,-0.015423,-0.029447
dio_mcm_episode_1al8fjz,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,4,5,1,2,2,0,zentrum_stabil,zentrum_stabil,0.03066,-0.04471,-0.223776,0.047735
dio_mcm_episode_1eju9g0,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,stabile_bedeutungsinsel,junge_spur,327,1,-326,1,1,0,zentrum_stabil,zentrum_stabil,0.020879,-0.018769,-0.146688,0.004261
dio_mcm_episode_02ujuqf,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,6,1,-5,2,1,-1,zentrum_stabil,zentrum_stabil,0.009226,-0.017489,-0.026913,-0.128435
dio_mcm_episode_0ag2osp,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,4,1,-3,2,1,-1,zentrum_stabil,offene_variante,-0.03684,0.031486,0.007575,0.156002
dio_mcm_episode_0ultars,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,4,1,-3,2,1,-1,offene_variante,zentrum_stabil,0.02563,-0.031036,0.118733,-0.137946
dio_mcm_episode_1pmt8u2,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,4,1,-3,2,1,-1,zentrum_stabil,zentrum_stabil,0.002568,0.008035,0.066151,-0.049408
dio_mcm_episode_1v9dvrl,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,3,1,-2,1,1,0,zentrum_stabil,offene_variante,-0.043684,0.060611,0.24318,0.122551
dio_mcm_episode_1xp8xyu,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,3,1,-2,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,0.013717,-0.015488,-0.152373,-0.178709
dio_mcm_episode_0ml8r41,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,1,1,0,offene_variante,offene_variante,0.062797,-0.042926,-0.261889,0.002004
dio_mcm_episode_0mvt50o,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,offene_variante,-0.012474,0.001532,0.037539,0.053287
dio_mcm_episode_0r1o8ja,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,offene_variante,-0.028504,0.031723,-0.003418,0.038431
dio_mcm_episode_0ybhu2p,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,offene_variante,-0.0651,0.070455,-0.037768,0.127367
dio_mcm_episode_1i31hl0,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,2,1,-1,1,1,0,offene_variante,offene_variante,-0.029858,0.02989,-0.08532,0.152314
dio_mcm_episode_1vprn0y,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,2,1,-1,2,1,-1,offene_variante,offene_variante,0.003319,-0.001662,0.002127,-0.30683
dio_mcm_episode_1yzsm16,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,-0.00215,0.003046,0.012644,0.002106
dio_mcm_episode_00yl137,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,spannungsrand_kippnaehe,zentrum_stabil,0.131127,-0.171959,-0.593575,-0.119985
dio_mcm_episode_08ubq99,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.092245,0.029834,0.181297,-0.1235
dio_mcm_episode_0i5xsu7,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,0.017007,-0.018691,-0.026044,0.102653
dio_mcm_episode_0iiok1d,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,offene_variante,-0.015768,0.056952,0.227016,0.248082
dio_mcm_episode_0oc1i7g,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,0.004762,0.015149,-0.040082,0.118383
dio_mcm_episode_0q7j4gf,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,offene_variante,-0.001831,-0.001694,-0.034518,0.215553
dio_mcm_episode_0r1re19,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,-0.001533,-0.002119,-0.015498,0.037865
dio_mcm_episode_0sxikqi,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.001136,0.008529,0.011267,0.013237
dio_mcm_episode_0tosxof,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,0.010797,-0.00671,-0.013061,0.029359
dio_mcm_episode_0y1i8dq,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,-0.029794,-0.012587,-0.017078,0.084867
dio_mcm_episode_1aavr7r,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.000705,-0.014039,-0.029427,-0.064616
dio_mcm_episode_1ig1vs0,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,zentrum_stabil,0.014481,-0.048973,-0.049358,-0.252186
dio_mcm_episode_1j0eqqb,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,offene_variante,-0.124618,0.147226,0.682388,-0.012108
