token,path_class,reason,movement,base_zone,follow_zone,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_role,follow_role,rekopplung_delta,strain_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_17i4j9o,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,2,18,16,1,2,1,zentrum_stabil,zentrum_stabil,-0.010102,0.02331,0.194524,-0.017144
dio_mcm_episode_1iq1hgz,rekoppelnder_pfad,Rekopplung steigt und Strain faellt oder bleibt niedrig.,stabil,driftzone,driftzone,2,15,13,2,4,2,offene_variante,offene_variante,0.032313,-0.022548,0.097892,-0.110321
dio_mcm_episode_0mlk2ts,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,stabile_bedeutungsinsel,1,9,8,1,3,2,zentrum_stabil,zentrum_stabil,-0.016187,0.030405,0.024194,0.066144
dio_mcm_episode_0kazrmx,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,stabile_bedeutungsinsel,1,6,5,1,2,1,zentrum_stabil,zentrum_stabil,-0.007017,0.02531,0.114561,-0.003681
dio_mcm_episode_0sv0ru8,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,5,4,1,1,0,zentrum_stabil,zentrum_stabil,0.054672,-0.026213,-0.085902,-0.198413
dio_mcm_episode_0gc6ffz,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,6,3,1,2,1,zentrum_stabil,zentrum_stabil,0.012914,0.00295,-0.036779,0.001615
dio_mcm_episode_0r1o8ja,rekoppelnder_pfad,Rekopplung steigt und Strain faellt oder bleibt niedrig.,stabil,driftzone,driftzone,5,7,2,3,4,1,offene_variante,offene_variante,0.011018,-0.013518,-0.042859,0.039665
dio_mcm_episode_1yy9dcm,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,5,3,-2,1,1,0,zentrum_stabil,zentrum_stabil,-0.006974,-0.000736,-0.005323,-0.022535
dio_mcm_episode_0w5lgn3,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,0.016949,0.023223,0.087812,-0.005652
dio_mcm_episode_1aurt3q,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,2,-1,2,2,0,zentrum_stabil,zentrum_stabil,0.030016,-0.033698,-0.070111,-0.143303
dio_mcm_episode_1m4u7k0,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,1,0,offene_variante,offene_variante,0.039891,-0.024833,0.039115,-0.190546
dio_mcm_episode_1wphx8j,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,junge_spur,rekopplungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.000746,0.018341,0.123831,0.020939
dio_mcm_episode_1yefj2f,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,5,4,-1,3,2,-1,zentrum_stabil,zentrum_stabil,0.009784,-0.012977,-0.041734,0.034628
dio_mcm_episode_1ytjvg8,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,4,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.020858,0.023432,0.116659,0.086544
dio_mcm_episode_0ac3vc1,rekoppelnder_pfad,Zone bleibt Rekopplungszone.,stabil,rekopplungszone,rekopplungszone,3,3,0,2,2,0,zentrum_stabil,zentrum_stabil,0.023623,-0.017597,-0.047048,-0.06659
dio_mcm_episode_0t1ymth,rekoppelnder_pfad,Rekopplung steigt und Strain faellt oder bleibt niedrig.,stabil,driftzone,driftzone,3,3,0,1,1,0,offene_variante,zentrum_stabil,0.033641,-0.04243,-0.015483,-0.276313
dio_mcm_episode_1bcj8qx,rekoppelnder_pfad,Token verschiebt sich in stabilere oder rekoppelnde Zone.,reifung_oder_verdichtung,driftzone,rekopplungszone,2,2,0,2,1,-1,offene_variante,zentrum_stabil,0.044457,-0.062319,-0.11056,-0.008419
dio_mcm_episode_0hjnwsk,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,8,76,68,4,4,0,zentrum_stabil,zentrum_stabil,-0.010025,0.021037,0.059089,0.069642
dio_mcm_episode_0om13wf,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,2,19,17,2,4,2,zentrum_stabil,offene_variante,-0.008338,0.010475,-0.061986,0.103787
dio_mcm_episode_0y1i8dq,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,7,19,12,3,4,1,zentrum_stabil,offene_variante,-0.008101,0.017329,-0.008198,0.106985
dio_mcm_episode_0ne8zu9,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,offene_bedeutungszone,hoeherer_cluster_uebergang,2,13,11,2,4,2,zentrum_stabil,zentrum_stabil,-0.014783,0.00286,-0.010991,0.08336
dio_mcm_episode_0tf9fq3,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,9,8,1,3,2,zentrum_stabil,offene_variante,-0.021199,0.000462,-0.059277,0.153819
dio_mcm_episode_1mesbjy,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,6,5,1,3,2,offene_variante,offene_variante,-0.012102,0.008877,-0.032272,0.21375
dio_mcm_episode_07llqq8,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,7,3,-4,2,2,0,zentrum_stabil,offene_variante,-0.03739,0.030291,-0.088339,0.323773
dio_mcm_episode_0qhs6nb,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,5,4,1,4,3,zentrum_stabil,offene_variante,-0.014766,0.006791,-0.235751,0.062574
dio_mcm_episode_0ybhu2p,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,3,7,4,2,3,1,offene_variante,offene_variante,-0.01628,0.016246,0.063709,0.106995
dio_mcm_episode_0mvt50o,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,4,3,1,4,3,offene_variante,offene_variante,0.002804,0.001444,0.012006,-0.039447
dio_mcm_episode_00yl137,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,3,2,1,2,1,offene_variante,zentrum_stabil,-0.036857,0.025818,0.186428,-0.023474
dio_mcm_episode_06ccuqv,offener_driftpfad,Rekopplung faellt bei steigender Last oder Sinnesunschärfe.,stabil,offene_bedeutungszone,offene_bedeutungszone,2,4,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.011876,0.012012,-0.008232,-0.08292
dio_mcm_episode_1al8fjz,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,3,5,2,1,2,1,zentrum_stabil,zentrum_stabil,-0.018838,0.027766,0.112765,0.049167
dio_mcm_episode_1ovglru,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,3,2,1,1,0,zentrum_stabil,zentrum_stabil,-0.054507,0.065449,0.1197,0.098906
dio_mcm_episode_0aj06nw,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,1,0,offene_variante,zentrum_stabil,0.02678,-0.034322,-0.046741,-0.028642
dio_mcm_episode_0krixak,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,-0.015136,0.012262,-0.037367,0.074884
dio_mcm_episode_0pfredm,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,1,0,zentrum_stabil,offene_variante,-0.032731,0.041996,0.122272,-0.03673
dio_mcm_episode_0rbnu89,offener_driftpfad,Clusterbindung oeffnet sich mit sinkender Rekopplung oder steigender Unschaerfe.,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,3,4,1,3,3,0,offene_variante,offene_variante,0.00569,-0.002131,0.015539,0.089592
dio_mcm_episode_0ssvqb2,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,zentrum_stabil,zentrum_stabil,0.005169,-0.008538,-0.055103,0.007295
dio_mcm_episode_1n1dhu9,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,offene_variante,offene_variante,-0.002651,0.006161,0.071717,-0.010104
dio_mcm_episode_1ppvnd6,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,driftzone,1,2,1,1,2,1,offene_variante,zentrum_stabil,0.01763,-0.025894,-0.052402,-0.174735
dio_mcm_episode_1uqjjv3,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,2,1,offene_variante,offene_variante,0.02838,-0.047418,-0.236287,-0.097232
dio_mcm_episode_1yzsm16,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,1,2,1,1,1,0,zentrum_stabil,zentrum_stabil,-0.017652,0.027558,0.113969,-0.004778
dio_mcm_episode_0clehbn,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,offene_bedeutungszone,driftzone,2,2,0,1,1,0,offene_variante,zentrum_stabil,0.039078,-0.057682,-0.217936,-0.053938
dio_mcm_episode_1xp8o2t,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,driftzone,offene_bedeutungszone,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,0.056763,-0.055199,-0.059847,-0.251713
dio_mcm_episode_1y2gc2i,offener_driftpfad,Token oeffnet oder driftet zwischen den Weltgruppen.,oeffnung_oder_drift,stabile_bedeutungsinsel,offene_bedeutungszone,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,0.008096,-0.011869,-0.031283,0.073472
dio_mcm_episode_0dbqs19,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,16,14,2,4,2,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001144,0.00266,-0.015874,-0.084694
dio_mcm_episode_19a388p,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,14,12,2,4,2,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.00061,-0.004814,-0.021842,0.041971
dio_mcm_episode_0kvu3mb,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,13,11,2,3,1,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.000599,-0.003802,-0.030515,-0.050596
dio_mcm_episode_0tre8bg,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,2,7,5,2,4,2,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001853,0.001153,-0.006711,-0.001642
dio_mcm_episode_0l5wut9,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,junge_spur,randnahe_verdichtung,1,5,4,1,3,2,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.001131,-0.000578,0.004228,-0.032697
dio_mcm_episode_1ve60mw,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,3,7,4,3,3,0,offene_variante,offene_variante,0.015532,-0.018151,0.01176,0.037287
dio_mcm_episode_1vfs1bz,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,junge_spur,randnahe_verdichtung,1,4,3,1,2,1,offene_variante,offene_variante,-0.008796,0.008212,-0.080658,0.236717
dio_mcm_episode_0f1kb3e,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,junge_spur,randnahe_verdichtung,1,3,2,1,3,2,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.001741,-0.003764,-0.00909,-0.034532
dio_mcm_episode_19cadje,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,3,5,2,3,3,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001821,0.005529,0.017254,-0.03419
dio_mcm_episode_0r698in,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,junge_spur,randnahe_verdichtung,1,2,1,1,2,1,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001226,0.000224,-0.00123,0.181757
dio_mcm_episode_0zbhkta,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,randnaehe_entsteht,junge_spur,randnahe_verdichtung,1,2,1,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.001474,-0.000712,0.012842,-0.075534
dio_mcm_episode_0feihom,randpfad,Randnaehe ist in Basis oder Folgezone direkt beteiligt.,stabil,randnahe_verdichtung,randnahe_verdichtung,3,3,0,3,3,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.001105,-0.003479,-0.013638,-0.065074
dio_mcm_episode_0mji3u6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,123,1670,1547,3,4,1,zentrum_stabil,zentrum_stabil,0.012201,-0.003883,-0.004821,-0.005039
dio_mcm_episode_1joiyc3,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,424,217,-207,2,2,0,zentrum_stabil,zentrum_stabil,0.006303,-0.004338,-0.001988,-0.011667
dio_mcm_episode_18n06fj,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,rekopplungszone,hoeherer_cluster_uebergang,5,78,73,3,4,1,zentrum_stabil,zentrum_stabil,-0.007995,0.006764,-0.019565,0.062296
dio_mcm_episode_0jbl5pq,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,28,86,58,4,4,0,zentrum_stabil,zentrum_stabil,0.011534,-0.007866,0.009377,-0.015877
dio_mcm_episode_0aztxel,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,11,64,53,3,4,1,zentrum_stabil,zentrum_stabil,0.008806,-0.005089,-0.042786,0.050714
dio_mcm_episode_0l3i7ey,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,8,48,40,4,4,0,zentrum_stabil,zentrum_stabil,-0.000899,0.005393,0.039948,0.032674
dio_mcm_episode_1u741ze,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,5,20,15,2,4,2,zentrum_stabil,zentrum_stabil,-0.002257,-0.000856,0.000694,-0.116005
dio_mcm_episode_0n5sqpn,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4,11,7,3,4,1,offene_variante,offene_variante,-0.003888,0.008719,0.034122,0.054406
dio_mcm_episode_1i31hl0,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,4,11,7,2,4,2,offene_variante,offene_variante,-0.002856,0.003694,0.035882,0.013258
dio_mcm_episode_01yulb6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,offene_bedeutungszone,hoeherer_cluster_uebergang,2,7,5,1,2,1,offene_variante,offene_variante,0.056734,-0.059411,-0.107086,-0.196902
dio_mcm_episode_0ultars,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,6,11,5,2,4,2,offene_variante,offene_variante,0.018302,-0.012364,0.007979,0.033465
dio_mcm_episode_0mvjoir,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,2,6,4,1,4,3,offene_variante,offene_variante,0.003435,0.00672,0.020717,-0.008621
dio_mcm_episode_0q7skyc,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,5,9,4,3,3,0,offene_variante,offene_variante,0.011875,-0.015456,-0.058288,-0.023805
dio_mcm_episode_1teq7yv,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,1,5,4,1,3,2,offene_variante,offene_variante,0.012472,-0.015303,0.051182,0.003604
dio_mcm_episode_0k1pid9,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,reifung_oder_verdichtung,rekopplungszone,hoeherer_cluster_uebergang,5,3,-2,3,2,-1,zentrum_stabil,zentrum_stabil,3.3e-05,-0.007101,0.002646,-0.081405
dio_mcm_episode_0ifxej6,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,3,4,1,3,2,-1,zentrum_stabil,zentrum_stabil,-0.000888,9e-06,-0.012672,-0.068442
dio_mcm_episode_1rkfb77,brueckenpfad,Hoeherer Clusteruebergang ist beteiligt; Token wirkt als Bruecke oder Uebergang.,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,6,5,-1,2,3,1,offene_variante,zentrum_stabil,0.006053,-0.011419,-0.02643,-0.08975
dio_mcm_episode_0r99tas,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,7,1,-6,3,1,-2,zentrum_stabil,offene_variante,-0.032661,0.023108,0.061269,0.120621
dio_mcm_episode_0v93uai,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,6,1,-5,3,1,-2,zentrum_stabil,offene_variante,0.038267,0.011255,0.029341,0.094774
dio_mcm_episode_080f74u,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,3,1,-2,2,1,-1,zentrum_stabil,zentrum_stabil,-0.017164,0.036111,0.15719,0.058664
dio_mcm_episode_0ppr02l,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,3,1,-2,2,1,-1,zentrum_stabil,offene_variante,-0.048629,0.067559,0.106485,0.125074
dio_mcm_episode_180stw7,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,3,1,-2,3,1,-2,zentrum_stabil,zentrum_stabil,-0.006489,-0.002654,-0.08894,-0.009144
dio_mcm_episode_19g1diz,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,driftzone,junge_spur,3,1,-2,3,1,-2,zentrum_stabil,zentrum_stabil,0.008271,-0.011441,-0.003894,-0.034659
dio_mcm_episode_1y26981,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,3,1,-2,1,1,0,zentrum_stabil,zentrum_stabil,-0.04023,0.058849,0.304377,0.227597
dio_mcm_episode_0q7j4gf,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,2,1,-1,2,1,-1,offene_variante,zentrum_stabil,-0.001967,0.006181,0.057533,-0.145281
dio_mcm_episode_17qt878,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,rekopplungszone,junge_spur,2,1,-1,2,1,-1,zentrum_stabil,zentrum_stabil,-0.017062,0.005049,0.018194,-0.005876
dio_mcm_episode_1y1mvob,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,2,1,-1,1,1,0,offene_variante,zentrum_stabil,0.106918,-0.092198,-0.222764,-0.186867
dio_mcm_episode_023wqvt,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,offene_variante,offene_variante,0.011613,-0.015677,-0.032142,-0.055422
dio_mcm_episode_06zvueu,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,spannungsrand_kippnaehe,-0.064472,0.087553,0.217669,0.156654
dio_mcm_episode_0kluhxc,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,0.000538,-0.000806,-0.012587,-0.031817
dio_mcm_episode_0kvx94a,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,-0.000768,0.000525,-0.000704,-0.001961
dio_mcm_episode_0lg3agd,junge_oberflaeche,Token verliert Reife oder faellt in junge Oberflaeche zurueck.,stabil,junge_spur,junge_spur,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,-0.003324,0.005461,0.021851,0.007703
